Participant_ID,Stimulus_ID,AOI_Label,Fixation_Count,Fixation_Duration_ms,Dwell_Time_ms,Time_to_First_Fixation_ms,First_Fixation_Duration_ms,Saccade_Count,Gaze_Path_Length_px,Average_Pupil_Diameter_mm,Blink_Rate_per_s,Entry_Time_s,Exit_Time_s,Condition
P0011,Stim_14,Content,25.0,,749.6325934944437,476.9814027686409,103.15810396770847,16.0,2441.87269065269,4.76197726249444,0.1596544619190059,16.810623377777322,27.77796114535494,Design_B
P0012,Stim_6,Footer,46.0,78.99997842706063,56.57088006257324,558.0801342196567,82.88873175752742,21.0,7363.743949372456,3.506452668910123,0.2311085738385325,5.567545342646976,21.80170083242359,Design_A
P0013,Stim_13,Sidebar,19.0,167.58780452323967,1500.2541673042858,105.39758229945177,357.1596123693336,11.0,9734.06118155304,4.595429679781506,0.9575778466360682,6.978677408891478,20.61050397718577,Design_A
P0014,Stim_13,Navigation,5.0,116.38989260580173,157.63208153827853,256.7829857187885,227.44434786120328,15.0,1121.5895228548663,4.472204554733653,0.4490821696196345,2.5601854060825535,19.4141441468504,Control
P0015,Stim_16,Navigation,11.0,147.625812632094,330.45380378834534,12.471287619857554,119.6637068765067,12.0,2914.625590995019,,0.5720511455141811,3.3623382149941694,11.35752233360759,Design_A
P0016,Stim_15,Footer,23.0,214.36613068905842,531.6467019943246,82.20585044402056,588.9316432002433,16.0,9324.598366517012,3.578788805820732,0.4010101001019516,10.746890552381904,20.24865090716904,Control
P0017,Stim_1,Header,24.0,499.6563342059138,776.1906497776563,78.71137930701461,343.7902386092238,18.0,5412.786145175781,4.30619668220116,0.23136632349574268,9.724345962353665,22.848009159644615,Control
P0018,Stim_13,Sidebar,20.0,86.75580323318867,1209.3778481792897,244.08420067055582,76.93488784330097,17.0,2276.239263166415,5.544613133488803,0.5788843001060534,2.133973190113465,14.028829964622327,Control
P0019,Stim_6,CTA_Button,34.0,164.14637881794295,872.1446747394561,2019.4483570296945,190.0509193031314,18.0,14435.741660823742,3.9725775655810325,0.2693446006493706,17.761189123818838,29.07012942489169,Control
P0020,Stim_12,Content,19.0,114.6660398754011,4064.3470883256055,480.00322666840174,109.77417650270012,13.0,8313.364039393848,4.2715855091713735,0.34258519936778575,6.409006412104395,25.557410213723674,Design_A
P0021,Stim_10,CTA_Button,15.0,,372.5001944966131,134.2741709170883,100.17628565602452,10.0,5646.382758755999,4.415724865403457,0.46572850935374266,4.512868868179374,16.370160068870078,Control
P0022,Stim_18,CTA_Button,44.0,178.7157757571675,552.221177514989,4.419264599419418,99.78087685137515,14.0,12707.06055921781,4.320328555146114,0.5281321947064741,10.27391391904899,23.649875768408087,Design_B
,Stim_1,Header,97.0,212.46853629646634,821.6538784088716,3006.494587031253,166.28357734763878,21.0,12917.44798052304,3.788654478721455,0.40481022986882,7.232779636703979,16.424505554638515,Control
P0024,Stim_7,Content,26.0,356.12779917945875,769.0779297352548,41.727380796320766,,12.0,10625.940657518764,3.8973372575480605,0.32857095475126374,16.559205610555654,21.47322061223146,Control
P0025,Stim_3,Footer,18.0,371.8043331308337,451.3419116147763,871.2101319884619,172.69574615818763,17.0,16107.502121883037,3.8622871300065755,0.5458861928693375,17.98428541747372,23.884842259134544,Design_A
P0026,Stim_20,Navigation,15.0,296.4189704615265,452.0503067255711,489.73579466854045,304.0584532984505,13.0,7621.79865690995,4.723894126581131,0.28149628135946425,6.319317492833609,27.13876609323171,Control
P0027,Stim_20,Navigation,144.0,818.3375986959177,600.6543413890244,96.22603983094429,520.802640204081,17.0,15760.370916929354,4.027657639871044,0.29594982372211687,13.837281533820025,28.021743213355872,Design_A
P0028,Stim_16,CTA_Button,28.0,207.2371253238792,121.2847268397119,110.88903443878979,237.93908276400694,19.0,,4.6984711136175905,0.3569478427397541,14.474727009343338,23.28751206144122,Design_B
P0029,Stim_4,Sidebar,56.0,331.79597509017606,1710.6000419210109,356.65658811030596,400.5893573742674,18.0,3010.5231446686867,4.5024194327716165,0.2730512750196707,12.54242364995912,28.710472606215948,Control
P0030,Stim_11,Header,22.0,85.55898951163407,1042.164439408501,136.8014591352218,151.48397617580937,14.0,1782.8878057236136,5.996339181709169,0.2659666816927485,4.4920404539423835,23.593536881915803,Design_B
P0031,Stim_15,Content,25.0,280.7202371320895,1286.600087022504,36.163656776891386,100.25153035787513,16.0,6911.647034595917,4.566620112713926,1.078510807576487,14.758886682829239,16.928155602202608,Control
P0032,Stim_15,Footer,17.0,214.63251123028462,993.5828728891946,599.6084748999203,186.23988703703563,12.0,4754.555676989641,5.319670002540133,0.12134104325157963,,23.69258243158308,Control
P0033,Stim_9,Footer,46.0,111.8566467449994,3236.263569443891,31.069991147522174,486.8141998513432,14.0,55125.948091374856,4.010260557007646,0.4455707973292672,16.19750807815365,21.06012548294252,Design_B
P0034,Stim_18,CTA_Button,39.0,177.42536603330916,654.7967670074007,258.6009287984819,106.11592611943297,20.0,261674.67540644496,4.397164913711946,0.29155711354502023,,11.982237592330193,Design_A
P0035,Stim_6,Sidebar,7.0,310.1080011576443,3883.638794622755,19.139209359965243,225.47038463160507,13.0,12284.163399918933,3.7315566952531505,0.2016348012384655,13.966334199217751,21.342145415929686,Design_A
P0036,Stim_3,Footer,18.0,772.2835675781339,628.0703546787971,80.90458399025452,67.60044056278075,18.0,3168.781552064998,4.116117707047957,0.5274645618945545,19.27925142544442,22.222385806243643,
P0037,Stim_10,Sidebar,103.0,611.4140741689579,629.5561745444929,35.459725163262256,127.02452993224192,12.0,2988.952533660632,4.4476303130744865,0.07324203603920824,14.19916034559424,22.717570623389925,Control
P0038,Stim_19,Header,49.0,710.290017724368,2527.398599103676,1590.3237664716082,135.11229869799377,15.0,6053.018649798992,3.9384464036912763,0.44081167094555573,8.381220913582316,24.3572306196809,Design_B
P0039,Stim_17,Navigation,43.0,238.81008875076552,1279.9762750147336,590.047090591541,99.5150515768099,18.0,10947.260937660792,3.2109083601626334,0.8377523268542698,5.196666543968284,15.562592409222265,Design_B
P0040,Stim_15,CTA_Button,4.0,692.4197714127965,303.4431693532982,97.66695917152742,307.460328311266,18.0,4403.770568666142,3.544307747886416,0.23463101203898534,18.277070444566498,26.900390351985752,Design_B
P0041,Stim_6,Content,27.0,1959.0250380275334,1271.9671023983262,26.242829064736828,108.6587342026972,12.0,6049.786810684639,4.282037499999204,0.5172416716956395,18.893891669900082,19.731104528900072,Design_B
P0042,Stim_17,Header,20.0,113.6507742455819,331.4977587024404,,85.92107577798099,16.0,20469.96576580062,4.808391780458285,0.4422029974673055,12.607526964065737,27.434458435456012,Control
P0043,Stim_6,Content,8.0,132.4224525339293,425.14704734467796,11.5214155969949,227.8106367341564,20.0,6733.828404529638,4.349085797201727,0.2282672408939636,5.268963247344103,13.212231052842537,Control
P0044,Stim_4,Content,41.0,237.2385901390953,2413.404043926688,110.44434414816196,170.53685679161245,,4171.892041767667,3.8143516309876055,0.36550575915856715,4.977847963638391,16.867583792989706,Design_B
P0045,Stim_17,Footer,71.0,420.45390410972493,288.9891058434153,,48.5004871433044,17.0,11447.809699665038,3.5522553894583364,,6.1969472539533506,21.380940625948718,Control
P0046,Stim_14,Footer,57.0,458.64779178002254,2169.1633465534273,,82.56864506719747,17.0,23446.525025850224,4.27832924996192,0.33673625010102015,12.963234332162942,28.28105358375136,Design_B
P0047,Stim_19,CTA_Button,13.0,,1901.5564087737407,53.59748000969857,47.436933170514635,15.0,10871.86600729092,3.6498422274996885,,2.2802720093804507,20.411249551041713,Design_A
P0048,Stim_15,Header,9.0,68.4457576591364,5277.359168107803,90.15160997007598,96.02443859292009,7.0,,4.4216833832873235,0.3669030504342873,7.460837882439493,29.49319922156699,Control
P0049,Stim_11,CTA_Button,9.0,110.966354965652,218.55912974652497,,503.6503258362819,18.0,11510.294482847328,3.7983122668858273,0.30481852209117705,15.008878997371205,25.52121609670067,Control
P0050,Stim_19,Navigation,18.0,297.1091791815533,3026.298753190913,17.515545806197007,135.8946176945657,13.0,23618.052900060306,4.6378804154151485,0.1380361525966527,,5.733203946616972,Control
P0051,Stim_10,,49.0,136.77490632260498,6207.622263652019,382.5449410772236,337.3560598114329,14.0,3606.4633085219953,4.293271316504898,0.22067183676104696,6.91307213541238,12.356912430870258,Control
P0052,Stim_3,Navigation,24.0,944.8672818209916,239.62759373142418,1006.9976816182929,,15.0,13946.733882674436,3.4669915270108977,0.48405648068343843,7.973794637036093,15.876875115844769,Design_B
P0053,Stim_18,Content,26.0,641.2107208786955,60.89657916147806,60.229762599497754,74.74762483409839,15.0,16470.878074357875,3.657762579814681,0.47818907205237215,13.575808755490414,26.070143902076808,Design_A
P0054,Stim_18,Navigation,12.0,285.22841224950196,1895.6046882827466,91.0332990679982,250.58687771610946,12.0,200694.54451456747,4.320607315915725,0.9478994738247888,13.152320431584169,14.733052679748653,Design_A
P0055,Stim_20,Navigation,8.0,350.2855711256058,3746.2528016307906,76.97125263216898,72.13861361666834,17.0,39452.97251538589,3.199163057029845,0.3233991219900338,6.4858604078474364,29.64594349115378,Control
P0056,Stim_18,Content,45.0,60.13838447847438,195.3995175432724,257.38994421652467,203.44518952336566,11.0,23876.84229994561,3.676737632757086,0.3087063931557688,16.59146478514338,21.278478493918705,Design_A
P0057,Stim_5,Header,8.0,259.569168484645,308.08997669126757,59.01818876444572,115.25246923074108,10.0,6449.301722524953,5.381229969543372,0.31886010223763434,2.520707810028988,29.219333509071,Control
P0058,Stim_6,Navigation,41.0,1451.3059789411857,3769.138969401475,380.65853917587236,161.58807664134855,14.0,,4.351938166734605,,18.31121459624619,26.714807107937364,Design_A
P0059,Stim_7,Content,85.0,1564.8628773311068,659.4654894580365,240.80370066007887,138.0832052851088,18.0,8602.512787708329,3.3443059790939773,0.2007031722014928,5.5642926467811,14.617960775009118,Control
P0060,,Content,9.0,312.0919423388609,132.1533122968032,331.66629607490785,112.27716244275184,19.0,10066.959433798149,5.072567744098069,0.2749059137348355,18.992361379643384,24.909480201051384,Design_B
P0061,Stim_4,Header,33.0,491.92832021586185,281.86412365861753,177.05091503092726,212.19690625065857,10.0,5079.153958660014,3.8249382251171786,0.11831988364101796,17.624824087752035,23.411873312472824,Design_B
P0062,Stim_6,Navigation,19.0,114.84517989973138,1006.8459464331486,54.34816488750891,131.35898455780978,11.0,9425.124850778246,3.841032588639244,0.33437977119206486,5.966231465426201,7.78104377933001,Design_B
P0063,Stim_14,Navigation,31.0,,1332.067152270445,155.03135136517102,163.81040465591582,21.0,11113.463183086966,3.3940080184988592,0.9716376642509846,0.20908926359256785,1.399036625988868,Control
P0064,Stim_18,Navigation,26.0,81.80489091941469,2151.845888615972,18.927777709835254,199.47962540036056,18.0,5000.126710034274,4.451345412967829,0.3183767284589388,2.0512804775374494,28.401924141443168,Design_B
P0065,Stim_14,Footer,6.0,133.46278414229488,835.2014223884053,4.44586584830299,109.29565264511517,14.0,78388.14940178902,3.784783133296767,0.5326776707595148,19.993705881487262,25.565836249804118,Design_B
P0066,Stim_18,,43.0,363.98153243105065,1725.442685911027,34.40522405350912,236.4468016074859,14.0,18178.619111119682,4.052460649723726,0.2741459139945586,18.815640766745183,20.36716372003137,Control
P0067,Stim_7,Content,12.0,182.62189589175475,224.93475649983986,1027.6431372235982,250.39754014653045,17.0,1706.5772099952687,3.5537408544868794,0.4280436461402801,6.8365910158555,25.837888928957273,Control
P0068,Stim_6,CTA_Button,82.0,184.66695567642086,78.07628368975803,148.4237095703133,194.7610943718964,23.0,1048.3656553585647,4.126324364605487,0.4422215908359352,13.845806685755903,24.589013073782247,Control
P0069,Stim_10,CTA_Button,16.0,100.62003363661516,543.7334082357283,137.96857328617946,91.63524336115009,16.0,24304.418158890865,4.347487085982458,0.1130248674796385,18.16326606656306,21.64366733523208,Design_B
P0070,Stim_16,Footer,21.0,369.22126907004025,569.3980599775114,52.08941216882231,118.96496569152347,,2488.1087337758736,4.386311571308312,0.4744317480937562,10.951338810608904,19.06359103798929,Design_A
P0071,Stim_1,Header,33.0,973.5907188654656,117.98732351455729,173.4378644825005,,13.0,11893.836206079082,5.526415998608016,0.3478894631682732,15.758539237100823,24.85331700247735,Design_B
P0072,Stim_6,Content,15.0,174.59100405612526,2774.504986205212,3.3964460935430574,189.5945394345391,16.0,4859.005415238092,3.977669601420845,0.38182455833761086,11.247446558872188,18.548449530874695,Design_A
P0073,Stim_12,Content,11.0,217.9743025257196,273.301799383781,150.5055802409833,81.06295983337965,21.0,3041.7794453264128,4.22907932508633,0.4373973296551598,9.947009469338475,12.08419738590858,Design_B
P0074,Stim_2,CTA_Button,38.0,111.15033740478896,629.5666498863424,44.023897019463654,100.87294269030201,20.0,3101.9281200710557,3.7423009434618213,0.23229575016050805,2.1374679356333037,6.601092794013844,
P0075,Stim_18,Footer,18.0,546.8240191418189,110.58362767221931,250.12950857417042,56.62213477943359,12.0,11206.83861852723,3.335381155812956,0.2745462707418627,3.569181684421725,19.94414444701055,Control
P0076,Stim_7,Navigation,39.0,233.89224751278127,1122.3279798710191,324.9383382084746,50.477364931595744,16.0,9855.603063926988,4.033397993344309,0.3340827360877285,,18.022684477548765,Control
P0077,Stim_11,Navigation,100.0,295.81084864647215,,1491.0344527897798,378.943449423379,9.0,9368.70622533527,4.542305396968993,0.5345401850278718,19.11560409998095,22.03064376927286,Control
P0078,Stim_20,Header,6.0,214.06569235418985,1300.3871908384103,42.03982359864306,561.0553699029227,15.0,24127.411964507857,4.345675344430925,0.21730201764462534,7.112812063278813,18.387447953688483,Design_B
P0079,Stim_13,Sidebar,10.0,190.16893814028268,5901.015468313048,64.55222783461548,149.55944976711982,22.0,7471.846672431288,4.540695893061569,1.0351330121803612,15.733931360926485,29.005913935020885,Design_A
P0080,Stim_16,Content,5.0,167.9703231928319,70.5260682405204,388.8783521684013,38.84158869365556,16.0,8793.214566917472,4.169229048935207,0.3371990623218448,10.08939237569447,26.17086644782942,Design_A
P0081,Stim_19,Navigation,55.0,127.83069764610218,2437.2873193641867,1157.179447821854,160.75917223279976,18.0,11909.280157486073,4.358795953123357,0.5066590849961643,9.571512929402608,9.774448245370504,Control
P0082,Stim_13,Header,50.0,377.9674377678095,47.168397758163394,97.36686817115017,250.58198631184564,24.0,6151.58084205471,4.560843234216881,0.2502464491029347,0.6099116009164263,23.851973595038825,Design_A
P0083,Stim_18,Navigation,40.0,573.0800015628861,978.0878445248379,19.99099880654833,78.10478794214569,17.0,5476.375691494939,3.705120304539978,0.550768022735224,5.082999563630857,21.92024911960678,Design_A
P0084,Stim_4,Sidebar,36.0,211.1487599131719,166.2948664329641,8.845513736613926,220.51655231621936,12.0,4061.75510948008,3.917606333919865,0.159249217152821,11.409445807412947,15.916858038958384,Control
P0085,Stim_11,Header,36.0,98.52539258151852,1462.1021129768164,49.34326516416052,68.5351659900199,15.0,7974.013167762353,4.36871861228394,0.2937514565678473,17.02251164474222,17.2732445857991,Design_A
P0086,Stim_12,Header,33.0,218.23758180491618,2579.3965214512014,178.8158611354176,,18.0,30599.54745544079,4.530409763167636,0.3234592654239727,4.565999208722509,17.503322709082887,Design_A
P0087,Stim_16,Header,11.0,271.5206256448284,4857.532723538846,473.1217963018875,105.5159925068161,14.0,19869.794335849063,3.7197474839505955,0.6982183543981848,8.260851453539754,17.073381946827887,Control
P0088,Stim_9,Content,12.0,122.46657201994995,499.2774358387426,5.181834647277216,,17.0,18016.407646744945,4.7711735084554725,1.0470183642542554,16.65309660699656,29.97342742491209,Control
P0089,Stim_2,Sidebar,13.0,378.11954008375125,544.5092267248274,37.21967982572239,151.82285798656383,18.0,9847.273630291635,3.6831283437735913,0.19744278666733917,19.243049537075695,21.057342777696167,
P0090,Stim_17,CTA_Button,51.0,358.81142037472364,904.4727870648204,82.86212134361568,69.1955509631725,19.0,2900.466339786195,3.6301308669871877,0.17591132624388725,19.474530905621307,20.89754839547058,Control
P0091,Stim_3,Sidebar,35.0,300.24529157177466,2085.0323650906485,28.248353992026473,114.51402222175359,19.0,2126.968185502254,5.627351642299867,0.15076264378619533,4.547632169483449,29.848499471584233,Design_A
P0092,Stim_6,Sidebar,6.0,681.7624877416756,396.98931554447745,18.247888938261244,147.66728159498973,14.0,22815.307652171872,3.7001093832657386,0.5490455200977534,14.775040177578248,24.243803980913153,Control
P0093,Stim_1,CTA_Button,9.0,952.9243471653032,204.80103520859927,977.3741655429333,117.60833969997789,20.0,11718.115975651132,5.051552334392364,0.4836714328803488,17.339708403107675,17.478234905590263,Design_A
P0094,Stim_2,Content,61.0,145.91283179904323,134.62758158366145,106.15176222562772,124.12180678115297,14.0,10293.21545819427,3.5182815194828754,0.16921737528563663,14.470114383505774,25.34143094631228,Design_B
P0095,Stim_2,Navigation,38.0,220.1901688032682,452.00648151369813,124.18566293692265,86.06665792304207,16.0,9443.511125489422,4.453758481220112,0.21006577698800202,5.41907503084242,28.804959957936628,Design_A
P0096,Stim_15,Footer,27.0,501.9342699961915,267.6782741918826,21.62188634281051,142.07924348359148,14.0,750.3972185976024,3.8409571783830327,0.15674557213922202,10.522659778153749,16.684102324097957,Design_B
P0097,Stim_10,Footer,32.0,194.30829393123093,10201.219186988259,59.97440743361626,91.01127032618064,10.0,16299.336432871665,,0.34942303933837204,5.813294674219199,21.485478650198754,Design_B
,Stim_10,Sidebar,3.0,466.39374106664803,417.39619454155064,83.43064007821982,102.33110954237877,16.0,9192.425018168346,3.3357571640475885,0.44244297781559366,10.94848946589359,16.043475218624696,Design_B
P0099,Stim_20,Sidebar,21.0,304.76210403787076,644.3435862827549,89.92174895518085,123.93443479535684,15.0,4376.81576160483,3.203262180789867,0.25933104527246215,2.314376798475062,8.68040565665866,Design_A
P0100,Stim_8,Header,145.0,447.79402458683296,196.4496385012029,36.879683949684406,408.0104705831401,11.0,38654.43971618683,4.535041285949567,0.3854850958850807,3.04372360665057,14.191361308230158,Design_B
P0101,Stim_20,Sidebar,57.0,211.3588613166631,612.8903244200203,10.388918866977955,,11.0,12860.859830490985,3.7262715789034124,0.6417192787696866,14.45010356442177,25.080209688737916,Control
P0102,Stim_20,CTA_Button,14.0,1960.2893150653895,254.1189782119771,36.16716568754232,86.97467295651131,12.0,11227.943499326992,4.651546503787551,0.751192247360802,10.094966337681122,17.32008666951788,Control
P0103,Stim_5,,14.0,120.4560083753888,1380.1970948492917,86.50146753932388,120.42326884916496,10.0,8044.373132491148,3.7942005680402064,0.2188095970953061,12.723095357702281,25.999443769673654,Design_B
P0104,Stim_14,Header,48.0,304.85044631592245,226.42045634458634,12.221372176447518,71.68625292225023,14.0,75679.39374083518,4.44073963239318,0.38174352209983375,12.508988823656054,26.062375785135487,Control
P0105,Stim_1,Header,17.0,121.06070084847978,403.4722882518147,59.361342475225214,145.00621700363516,8.0,19221.997908062855,3.502558899125634,0.30205494731089916,10.775132800250375,28.791048132235332,Design_A
P0106,Stim_20,Header,11.0,625.7379418917222,372.6426304349855,113.39300127596562,70.71399762184548,13.0,3324.320391606363,4.893416708412889,,10.547645344663675,21.02085650872575,Design_A
P0107,Stim_10,CTA_Button,12.0,103.53383657139294,981.9285763395208,343.9513126643476,214.9253089977062,10.0,21186.631039373766,4.240311130282273,0.5553795102900615,0.8219753109847749,22.58477496082145,Design_B
P0108,Stim_1,,47.0,297.5890235210204,287.2825505285848,215.1791375838737,209.11725544977372,19.0,22037.746446970894,3.525589122830316,0.42782151051657547,2.6287050422558145,5.056229728935767,Design_A
P0109,Stim_11,Navigation,9.0,164.12691806457508,121.71596201684912,30.72228871225355,115.15158394810882,9.0,5645.1930211918125,3.0,0.3655708220034928,19.977745364006037,26.532000964264032,Control
P0110,Stim_13,CTA_Button,60.0,532.3458630607081,259.034385183432,808.359619928787,112.46900026178233,11.0,4199.327910702166,4.340859903261613,0.605962136281825,18.80823377997992,28.910745310013606,Design_A
P0111,Stim_11,Content,14.0,80.9416702398496,179.44993644287408,125.0407375176769,70.84943906487909,20.0,3633.080709334666,5.366560894609608,0.6643764006002152,6.7444726575123575,11.0656305014344,Control
P0112,Stim_7,Header,7.0,446.3770059672732,144.69264979042234,11.361120515968398,57.88915798036925,10.0,8424.922260807907,4.078186279437807,0.2542388667648733,19.373466387371213,26.16667356490161,Design_B
P0113,Stim_8,Content,11.0,273.79006629754684,75.54889879348727,43.40668463539172,200.50480174236125,13.0,13416.195581125765,4.8219509333546995,0.3773976008065437,1.7431117194877221,11.930459790239862,Control
P0114,Stim_8,Content,45.0,207.56993728391097,235.17559301311422,41.43008116157655,103.11814280854588,12.0,1005.7535024178983,4.295953065013375,0.3153184983419507,12.594589997742002,24.7606266468625,Design_A
P0115,Stim_6,Sidebar,7.0,236.411803952447,829.4655448122749,533.0384966595436,86.17502829540474,13.0,5486.123457840177,4.880069888259783,0.26435299808896207,18.44450276159328,26.431498527118404,Control
P0116,Stim_12,Header,66.0,74.76805117103042,1279.2490968557267,1786.9450090287862,150.37001995392998,11.0,11684.886880649554,4.315815605096412,0.4925384874695936,7.51767151165353,26.676173451076778,Control
P0117,Stim_5,CTA_Button,15.0,171.09868455664937,1718.8971512710593,969.5294275735066,81.06627168432163,19.0,2601.674877729371,3.8579477043406487,0.5306878181957801,2.6581319468817366,21.658284223027138,Control
P0118,Stim_19,Header,25.0,254.76501915781637,2949.117870815713,211.21945716168986,63.53817120258207,12.0,13399.121741018775,3.477108669639155,0.5727472113577069,16.211555288551896,22.827961166571395,Control
P0119,Stim_2,Content,75.0,147.33674019119698,138.92379684283756,47.23667067243519,239.69347844537197,16.0,13062.929503054012,4.743482630037464,0.1538211278025879,9.327321510682838,9.983414769638705,Design_B
P0120,Stim_8,CTA_Button,28.0,445.66113596557733,69.15970074271677,33.73664486916846,305.38557655967605,19.0,4656.6015964789885,3.7767519307439525,0.2532369346723942,14.244367923975169,25.32727883723246,Control
P0121,Stim_7,Header,25.0,116.60526121486946,5119.839177625997,60.723863850160484,109.30163464589904,16.0,11445.009671433774,4.248608434465966,0.5467393294317376,16.005891993801225,27.530211940409487,Control
P0122,Stim_8,Sidebar,13.0,144.36991190202718,396.1913255880664,432.1954319534794,96.47134588265115,20.0,6495.550766177582,3.9577790586169503,0.37909774796791573,17.50070051604278,19.624813463713902,Design_A
P0123,Stim_7,Navigation,25.0,1062.9114393948043,383.15170156588954,363.46420491696074,143.25099314772356,,6893.683983682673,5.703109357930291,1.153180449027851,5.331110271002101,28.303612213447924,Design_A
P0124,Stim_12,Content,9.0,258.25058723295183,141.4784389603674,226.1245206251566,99.89314648445787,17.0,46773.35607797249,5.07341309282108,0.5607048715444184,17.277885405389995,28.850367171613723,Control
P0125,Stim_9,Navigation,20.0,308.54993418703896,3884.0454242169094,123.80215204217455,63.31636443835687,21.0,4200.593179453713,3.6563193140738472,0.5682140214226054,9.55760994056167,22.418930776845,Design_A
P0126,Stim_20,Sidebar,13.0,513.4076552506679,6390.865596107292,33.53346702697535,242.46588448834066,21.0,3345.796538098947,4.101447894528596,0.3519726867578869,2.4891491494824147,12.698968024950133,Design_B
P0127,Stim_19,CTA_Button,66.0,741.388848326098,1885.4012037853277,114.97249665496689,173.345115040304,14.0,6803.959286726335,4.5778962623836446,0.39401825212419095,7.477959921624773,20.264485205451415,Design_B
P0128,Stim_16,Navigation,22.0,802.4082101115665,468.952935964021,27.067106180234074,243.3615835223365,14.0,27010.598965692923,4.1679480732794145,0.12330949796337028,12.151225945883544,16.052266567818673,Design_B
P0129,Stim_15,Sidebar,5.0,434.18048057610133,1309.6131827556283,138.42810289277185,65.33636803821851,10.0,9912.602154116217,3.8140663863911364,0.68693608777865,12.610856533072294,23.602565164178614,Design_A
P0130,Stim_14,Header,11.0,194.53987694714368,490.6604084874875,,623.3199182958926,11.0,7283.607372287927,4.312653723247739,0.250161946081985,8.461603583982546,27.839045541781605,Design_B
P0131,Stim_19,Footer,14.0,250.38418805736003,919.2119526406493,148.21970309947181,112.42973658440718,17.0,,5.3145252798514635,,1.0103895015230013,8.641773242321332,Design_B
P0132,Stim_13,Sidebar,17.0,275.2707094544328,1911.192169678622,238.9343016976461,50.582967292693695,20.0,1665.4236932857602,4.035675937654645,0.4776968302580762,19.403521544819306,27.94495241294996,Control
P0133,Stim_10,Header,14.0,88.44595323003807,921.6464171869072,236.98539353188417,721.0463839420651,15.0,32577.774379930084,4.320629519008218,0.06987209049335584,19.1221210822225,20.476079357944393,Control
P0134,Stim_12,Sidebar,11.0,231.7208863683425,351.2801548504816,1569.4750754296317,153.22289706291247,14.0,10077.135019609135,4.463808883456114,0.24696425049310716,13.54133538745405,16.95081240567585,Design_A
P0135,Stim_10,Navigation,12.0,802.3894019967377,572.6787204837302,216.04219759003738,137.59495828296798,14.0,5242.528591000114,5.260789278515297,,3.631402396900334,22.54510794417647,Design_B
P0136,Stim_6,Footer,12.0,388.05973068981285,,20.23576557419625,114.25338601792915,20.0,34835.739189035645,4.0442445356182555,0.3272080614587826,17.165206677229374,26.805774733511242,Design_B
P0137,Stim_17,Header,26.0,499.9764841936385,112.98825617872338,114.64399968006258,122.08874179683023,26.0,2588.0471909137314,4.384685392051672,0.34660205018422974,9.352821624225085,15.894765541054813,Design_A
P0138,Stim_17,Footer,20.0,535.9444702448453,2148.8872882474584,23.768944261238445,143.53449558599112,12.0,2064.9375165990655,3.0,0.2854315526557922,3.4015401140726786,9.784718341363149,Design_A
P0139,Stim_3,Navigation,26.0,99.09187675479275,120.02327253393064,2385.9666903862562,499.6031690917185,14.0,2268.288942333035,4.8966450718024355,0.1775492312137921,14.477825824967564,26.874605970099974,Design_B
