Participant_ID,Trial_ID,Condition,Stimulus_Word,Stimulus_Color,Response_Key,Correct_Response,Reaction_Time_ms,Accuracy,Trial_Order,Feedback,Age,Gender,Session_Number
P0020,20.0,Congruent,Blue,Green,Space,1.0,403.6584834182716,1.0,20.0,None,52.0,F,1.0
P0001,21.0,Neutral,Green,Green,Space,,245.3590681959721,0.0,21.0,None,36.0,M,1.0
P0002,22.0,Incongruent,Blue,Yellow,Space,0.0,671.735694568132,0.0,22.0,None,23.0,M,1.0
P0003,23.0,Incongruent,Green,Red,Space,0.0,414.80506325251963,1.0,23.0,None,31.0,M,1.0
P0004,24.0,Incongruent,,Green,Space,0.0,622.243248647864,1.0,24.0,None,38.0,M,1.0
P0005,25.0,,Green,Green,Space,1.0,297.7249240721701,1.0,25.0,None,44.0,M,1.0
P0006,26.0,Incongruent,Blue,Red,Space,0.0,872.1205491890065,1.0,,None,25.0,F,
P0007,27.0,Neutral,Green,Green,Space,0.0,501.02372518846687,1.0,27.0,None,20.0,M,1.0
P0008,28.0,Congruent,Blue,Blue,Space,1.0,200.69803986856235,1.0,,None,29.0,F,1.0
P0009,29.0,Neutral,Yellow,Yellow,Space,0.0,393.5858123687972,1.0,29.0,None,18.0,M,1.0
P0010,30.0,Neutral,Red,Blue,,1.0,389.5520881510104,1.0,30.0,None,56.0,F,1.0
P0011,31.0,Congruent,Red,Red,Space,1.0,159.68683817122349,,31.0,None,18.0,F,1.0
P0012,32.0,Neutral,Yellow,Green,Space,0.0,204.52013256710032,1.0,32.0,None,18.0,M,1.0
P0013,33.0,Incongruent,Green,Red,Space,0.0,1007.5792848274534,0.0,33.0,None,42.0,M,1.0
P0014,34.0,Congruent,Green,Red,Space,1.0,226.40133800877857,1.0,34.0,None,30.0,,1.0
P0015,35.0,Neutral,Green,Blue,Space,1.0,431.6846380688569,1.0,35.0,None,23.0,M,1.0
P0016,36.0,Incongruent,Yellow,Red,Space,0.0,1227.749284547995,1.0,36.0,None,18.0,F,1.0
P0017,37.0,Congruent,Red,Red,Space,1.0,466.4769106012292,1.0,37.0,None,24.0,M,1.0
P0018,38.0,Congruent,Green,Blue,Space,1.0,216.6101766900419,1.0,38.0,None,22.0,F,1.0
P0019,39.0,Neutral,Red,Red,Space,0.0,463.17651698792326,1.0,39.0,None,37.0,M,1.0
P0020,40.0,Neutral,Yellow,Red,Space,0.0,545.0275041673023,0.0,40.0,None,52.0,F,1.0
P0001,41.0,Neutral,Green,Yellow,Space,0.0,262.3281843400251,1.0,41.0,None,36.0,M,1.0
P0002,42.0,Neutral,Green,Red,Space,1.0,301.67481524040625,1.0,42.0,None,23.0,M,1.0
P0003,43.0,Neutral,Blue,Green,Space,1.0,341.8752824949897,1.0,43.0,None,31.0,M,1.0
P0004,44.0,Congruent,Red,Green,Space,1.0,230.14443228202026,1.0,44.0,None,38.0,M,1.0
P0005,45.0,Incongruent,Yellow,Yellow,Space,0.0,663.7365728255173,1.0,45.0,None,44.0,M,1.0
P0006,46.0,Incongruent,Green,Blue,Space,0.0,726.1276601735029,1.0,46.0,None,25.0,F,1.0
P0007,47.0,Congruent,Yellow,Blue,Space,1.0,222.40961441058587,1.0,,None,20.0,M,1.0
P0008,48.0,Neutral,Green,Blue,Space,0.0,221.85410452419288,0.0,48.0,None,29.0,F,1.0
P0009,1.0,Incongruent,Yellow,Green,,0.0,330.53969961242257,1.0,1.0,None,18.0,M,2.0
P0010,2.0,Congruent,Red,Green,Space,1.0,284.798611438288,1.0,2.0,None,56.0,F,2.0
P0011,3.0,Neutral,Blue,Green,Space,0.0,704.3659092159562,0.0,3.0,None,18.0,F,2.0
P0012,4.0,Incongruent,Red,Red,Space,0.0,973.4729492295284,1.0,4.0,None,18.0,M,2.0
,5.0,Incongruent,Green,Red,Space,0.0,484.17428272113943,1.0,5.0,None,42.0,M,2.0
P0014,6.0,Incongruent,Red,Yellow,Space,0.0,215.5563365248558,1.0,6.0,None,30.0,F,2.0
P0015,7.0,Congruent,Blue,Red,Space,1.0,326.3822022299667,1.0,7.0,None,23.0,M,2.0
P0016,8.0,Incongruent,Green,Red,Space,0.0,948.3959752003946,1.0,8.0,None,18.0,F,2.0
P0017,9.0,Congruent,Green,Green,Space,1.0,194.83816598517632,1.0,9.0,None,24.0,M,2.0
P0018,10.0,Incongruent,Green,Green,Space,0.0,775.8624314559038,1.0,10.0,None,22.0,F,2.0
P0019,11.0,Neutral,Green,Green,Space,1.0,214.6087979832373,1.0,11.0,None,37.0,M,2.0
P0020,12.0,Congruent,Green,Blue,Space,1.0,271.849940918966,1.0,12.0,None,52.0,F,2.0
P0001,13.0,Congruent,Yellow,Green,,,346.6598821285082,1.0,13.0,None,36.0,M,2.0
P0002,14.0,Neutral,Blue,Blue,Space,0.0,243.36000086000405,1.0,14.0,None,23.0,M,2.0
P0003,15.0,Incongruent,Yellow,Green,Space,0.0,883.3163783319038,0.0,15.0,None,31.0,M,2.0
P0004,16.0,Neutral,Blue,Blue,Space,0.0,210.48363851421178,1.0,16.0,None,38.0,M,2.0
P0005,17.0,Incongruent,Yellow,Green,Space,0.0,468.8666782172581,1.0,17.0,None,44.0,M,2.0
P0006,18.0,Incongruent,Green,Blue,Space,0.0,591.4561043615788,0.0,18.0,None,25.0,F,2.0
P0007,19.0,Neutral,Yellow,Red,Space,0.0,503.27864450096394,1.0,19.0,None,20.0,M,2.0
P0008,20.0,Congruent,Red,Red,Space,1.0,252.12810032055185,1.0,20.0,None,29.0,F,2.0
P0009,21.0,Incongruent,Red,Yellow,Space,0.0,450.5711287631827,1.0,21.0,None,18.0,M,2.0
P0010,22.0,Congruent,Blue,Blue,Space,1.0,257.3641459452893,1.0,22.0,None,56.0,F,2.0
P0011,23.0,Incongruent,Blue,Red,Space,0.0,502.34494102927226,0.0,23.0,None,18.0,F,2.0
P0012,24.0,Congruent,Blue,Blue,Space,1.0,333.98467678911334,1.0,24.0,None,18.0,M,2.0
P0013,25.0,Neutral,Blue,Yellow,Space,0.0,453.6135765099308,,25.0,None,42.0,M,2.0
P0014,26.0,Neutral,Blue,Green,Space,1.0,169.2939991906718,1.0,26.0,None,30.0,F,2.0
P0015,27.0,Congruent,Red,Yellow,Space,1.0,225.88215261121357,1.0,27.0,None,23.0,M,2.0
P0016,28.0,Incongruent,Yellow,Red,Space,0.0,1397.0738527648384,1.0,28.0,None,18.0,F,2.0
P0017,29.0,Neutral,Blue,Green,Space,0.0,579.2175355296536,1.0,29.0,None,24.0,M,2.0
P0018,30.0,Neutral,Red,Red,Space,0.0,368.09669254761394,1.0,30.0,None,22.0,F,2.0
P0019,31.0,Neutral,Yellow,Blue,Space,,257.01687758400766,1.0,31.0,None,37.0,M,2.0
P0020,32.0,Congruent,Green,Yellow,Space,1.0,205.42483790690008,1.0,32.0,None,52.0,F,2.0
P0001,33.0,Congruent,Yellow,Blue,Space,1.0,210.5910805371185,1.0,33.0,None,36.0,M,2.0
P0002,34.0,Incongruent,Yellow,Green,Space,0.0,444.9799735392683,0.0,34.0,None,23.0,M,2.0
P0003,35.0,Incongruent,,Red,Space,0.0,306.99725237868466,1.0,35.0,None,31.0,M,2.0
P0004,36.0,Congruent,Green,Yellow,Space,1.0,253.69658757581254,1.0,36.0,None,38.0,M,2.0
P0005,37.0,Incongruent,Green,Blue,Space,0.0,1032.0520306323297,1.0,37.0,None,44.0,M,2.0
P0006,38.0,Neutral,Red,Blue,Space,0.0,389.99137319729607,0.0,38.0,None,25.0,F,2.0
P0007,39.0,Incongruent,Green,Blue,Space,0.0,341.6909530812094,1.0,39.0,None,20.0,M,2.0
P0008,40.0,Neutral,Blue,Red,Space,0.0,347.85065443294195,1.0,40.0,None,29.0,F,2.0
P0009,41.0,Congruent,Green,Red,Space,1.0,171.3844058384536,1.0,41.0,None,18.0,M,2.0
P0010,42.0,Incongruent,Blue,Green,Space,0.0,830.5786549937233,1.0,42.0,None,56.0,F,2.0
P0011,43.0,,Blue,Red,Space,1.0,521.2094645412652,1.0,43.0,None,18.0,F,2.0
P0012,44.0,Congruent,Green,Blue,Space,1.0,260.61639495059956,1.0,44.0,None,18.0,M,2.0
P0013,45.0,Incongruent,Green,Red,Space,0.0,480.4797910224417,0.0,45.0,None,42.0,M,2.0
P0014,46.0,Incongruent,Red,Green,Space,0.0,665.5212379676678,1.0,46.0,None,30.0,F,2.0
P0015,47.0,Neutral,Red,Red,Space,0.0,284.5841044423785,1.0,47.0,None,23.0,M,2.0
P0016,48.0,Incongruent,Blue,Yellow,Space,0.0,298.5658329507708,0.0,48.0,None,18.0,F,2.0
P0017,1.0,Incongruent,Red,Green,Space,0.0,1216.5376185947885,1.0,1.0,None,24.0,M,3.0
P0018,2.0,Incongruent,Red,Red,Space,0.0,494.2262419139187,0.0,2.0,None,22.0,F,3.0
P0019,3.0,Neutral,Green,Green,Space,1.0,233.86948115692704,1.0,3.0,None,37.0,M,3.0
P0020,4.0,Incongruent,Yellow,Red,Space,0.0,713.3851360611628,0.0,4.0,None,52.0,F,3.0
P0001,5.0,Incongruent,Green,Yellow,,0.0,585.196364431733,1.0,5.0,None,36.0,M,3.0
P0002,6.0,Congruent,Red,Blue,Space,1.0,200.10023392286212,1.0,6.0,None,23.0,M,3.0
P0003,7.0,Neutral,Red,Blue,Space,0.0,322.950624966739,1.0,7.0,None,31.0,M,3.0
P0004,8.0,Neutral,Yellow,Yellow,Space,0.0,269.64396924621815,1.0,8.0,None,38.0,M,3.0
P0005,9.0,Congruent,Blue,Red,Space,1.0,228.1974167612112,1.0,9.0,None,44.0,M,3.0
P0006,10.0,Incongruent,Green,Blue,Space,0.0,1140.1133834287311,0.0,10.0,None,25.0,F,3.0
P0007,11.0,Incongruent,Blue,Blue,Space,0.0,856.4962689424036,1.0,11.0,None,20.0,M,3.0
P0008,12.0,Neutral,Red,Green,Space,0.0,484.61199016871984,1.0,12.0,None,29.0,F,3.0
P0009,13.0,Congruent,Green,Green,Space,1.0,216.80203929947166,1.0,13.0,None,18.0,M,3.0
P0010,14.0,Congruent,Green,Blue,Space,1.0,335.4727048025668,1.0,14.0,None,56.0,F,3.0
P0011,15.0,Neutral,Yellow,Green,Space,0.0,309.1472140302589,1.0,15.0,None,18.0,F,3.0
P0012,16.0,Neutral,Red,Red,,1.0,368.57107093811436,1.0,16.0,None,18.0,M,3.0
P0013,17.0,Congruent,Red,Red,Space,1.0,279.4247790010238,1.0,17.0,None,42.0,M,3.0
P0014,18.0,Neutral,Yellow,Red,Space,0.0,377.3800680407906,1.0,18.0,None,30.0,F,3.0
P0015,19.0,Incongruent,Green,Red,Space,0.0,450.3875352278552,0.0,19.0,None,23.0,M,3.0
P0016,20.0,Neutral,Blue,Green,Space,0.0,323.31296754906515,0.0,20.0,None,18.0,F,3.0
P0017,21.0,Congruent,Red,Yellow,Space,1.0,277.4540585439508,1.0,21.0,None,24.0,M,3.0
P0018,22.0,Neutral,Green,Blue,Space,0.0,315.5529098637445,0.0,22.0,None,22.0,F,3.0
P0019,23.0,Incongruent,Red,Blue,Space,0.0,1186.895574372979,,23.0,None,37.0,M,3.0
P0020,24.0,Incongruent,Green,Green,Space,0.0,427.4868500223194,1.0,24.0,None,52.0,F,3.0
,25.0,Congruent,Yellow,Red,Space,1.0,118.06978689111098,1.0,25.0,,36.0,M,3.0
P0002,26.0,Congruent,Blue,Blue,Space,1.0,359.6876205039226,1.0,26.0,None,23.0,M,3.0
P0003,27.0,Neutral,Blue,Green,Space,1.0,327.5046557564753,1.0,27.0,None,31.0,M,3.0
P0004,28.0,Neutral,Yellow,Red,Space,0.0,246.80789991095463,1.0,28.0,None,38.0,M,3.0
P0005,29.0,Incongruent,Red,Red,Space,0.0,752.0296972968289,1.0,29.0,None,44.0,M,3.0
P0006,30.0,Neutral,Green,Red,Space,0.0,251.76823508829983,1.0,30.0,None,25.0,F,3.0
P0007,31.0,Neutral,Blue,Red,Space,1.0,212.38225053712975,1.0,31.0,None,20.0,M,3.0
P0008,32.0,Congruent,Red,Blue,Space,1.0,132.71369721123688,1.0,32.0,None,29.0,F,3.0
P0009,33.0,Incongruent,Red,Yellow,Space,0.0,939.29539456596,0.0,33.0,None,18.0,M,3.0
P0010,34.0,Incongruent,Red,Green,Space,0.0,911.3347439399479,1.0,34.0,None,56.0,F,3.0
P0011,35.0,Neutral,Blue,Green,Space,0.0,324.44272183688577,1.0,35.0,,,F,3.0
P0012,36.0,Neutral,Green,Yellow,Space,0.0,274.4213114281001,1.0,36.0,None,18.0,M,3.0
P0013,37.0,Incongruent,Green,Red,Space,0.0,541.1963970870175,0.0,37.0,None,42.0,M,3.0
P0014,38.0,Incongruent,Blue,Blue,Space,0.0,577.7551102083456,1.0,38.0,None,30.0,F,3.0
P0015,39.0,Congruent,Green,Blue,Space,1.0,233.09566651031147,1.0,39.0,None,23.0,M,3.0
,,Congruent,Green,Red,Space,1.0,191.18718968652365,1.0,40.0,None,18.0,F,3.0
,41.0,Congruent,Green,Blue,Space,1.0,205.94850031637327,1.0,41.0,None,24.0,M,3.0
P0018,42.0,Incongruent,Yellow,Green,,0.0,732.6245996114724,0.0,42.0,None,22.0,F,3.0
P0019,43.0,Neutral,Red,Yellow,Space,0.0,402.28353903986766,1.0,43.0,None,37.0,M,3.0
P0020,44.0,Congruent,Blue,Red,Space,1.0,208.67454106420743,1.0,44.0,None,52.0,F,3.0
P0001,45.0,Congruent,Blue,Red,Space,1.0,161.61137148437464,1.0,45.0,None,36.0,M,3.0
P0002,46.0,Congruent,Green,Green,Space,1.0,299.28412903752263,1.0,46.0,None,23.0,M,3.0
P0003,47.0,Congruent,Green,Red,Space,1.0,270.9774364191128,1.0,47.0,None,31.0,M,3.0
P0004,48.0,Incongruent,Red,Yellow,Space,0.0,467.48121563419267,0.0,48.0,None,38.0,M,3.0
P0005,1.0,Congruent,Yellow,Green,Space,1.0,221.57296240812008,1.0,1.0,None,44.0,M,1.0
P0006,2.0,Neutral,Red,Yellow,Space,0.0,228.88870958284468,1.0,2.0,None,25.0,F,1.0
P0007,3.0,Neutral,Green,Blue,Space,1.0,271.75726991684047,1.0,3.0,None,20.0,M,1.0
P0008,,Congruent,Green,Yellow,Space,1.0,256.2327972868019,1.0,4.0,None,29.0,F,1.0
P0009,5.0,Congruent,Blue,Green,Space,1.0,311.80986037859594,1.0,5.0,None,18.0,M,1.0
P0010,6.0,Congruent,,,Space,1.0,213.10472955506745,1.0,6.0,None,56.0,F,1.0
P0011,7.0,Neutral,Blue,Red,Space,0.0,389.3274968150191,1.0,7.0,None,18.0,F,1.0
P0012,8.0,Congruent,Red,Blue,Space,1.0,339.0773260063602,1.0,8.0,None,18.0,M,1.0
P0013,9.0,Congruent,Red,Blue,Space,1.0,244.75886761776158,1.0,9.0,None,42.0,M,1.0
P0014,10.0,Congruent,Yellow,Red,Space,1.0,211.8873518861331,1.0,,None,30.0,F,1.0
P0015,11.0,Incongruent,Green,Red,Space,0.0,454.3554297138106,,11.0,None,23.0,M,1.0
P0016,12.0,Incongruent,Green,Green,Space,0.0,744.2454787005967,1.0,12.0,None,18.0,F,1.0
P0017,13.0,Neutral,Yellow,Yellow,Space,1.0,460.4871760173551,1.0,13.0,None,24.0,M,1.0
P0018,14.0,Incongruent,Blue,Yellow,Space,0.0,983.1347420427091,0.0,14.0,None,22.0,F,1.0
P0019,15.0,Incongruent,Red,Yellow,Space,0.0,807.7168978444917,1.0,15.0,None,37.0,M,1.0
P0020,16.0,Neutral,Yellow,Green,Space,0.0,305.9120638581674,1.0,16.0,None,52.0,F,1.0
,17.0,Congruent,Blue,Green,Space,1.0,270.43815078210685,1.0,17.0,None,36.0,M,1.0
P0002,18.0,Congruent,Yellow,Red,Space,1.0,332.7961883992355,1.0,,None,23.0,M,1.0
P0003,19.0,Neutral,Red,Green,Space,0.0,331.64376599776097,1.0,19.0,None,31.0,M,1.0
P0004,20.0,Neutral,Green,Red,Space,0.0,307.6770360025371,1.0,20.0,None,38.0,M,1.0
P0005,21.0,Neutral,Red,Red,Space,0.0,418.738514395095,0.0,21.0,None,44.0,M,1.0
P0006,22.0,Incongruent,Blue,Blue,Space,0.0,553.7436946777099,1.0,22.0,None,25.0,F,1.0
P0007,23.0,Congruent,Blue,Blue,Space,1.0,214.37512833624166,1.0,23.0,None,20.0,M,1.0
P0008,24.0,Neutral,Red,Yellow,Space,0.0,274.77906789815154,1.0,24.0,None,29.0,F,1.0
P0009,25.0,Congruent,Red,Blue,Space,1.0,377.80820605946343,,25.0,None,18.0,M,1.0
P0010,26.0,Congruent,Blue,Yellow,Space,1.0,184.60964627257377,,26.0,None,56.0,F,1.0
P0011,27.0,Congruent,Green,Blue,Space,1.0,330.2582876997638,1.0,27.0,None,18.0,F,1.0
P0012,28.0,Neutral,Red,Blue,,1.0,481.62029032961163,1.0,28.0,None,18.0,M,1.0
P0013,29.0,Incongruent,Yellow,Yellow,Space,0.0,400.65757694935803,1.0,29.0,None,42.0,M,1.0
P0014,30.0,Incongruent,Red,Yellow,Space,0.0,1435.5605956733825,1.0,30.0,None,30.0,F,1.0
P0015,31.0,Congruent,Blue,Red,Space,1.0,189.1907944237065,1.0,31.0,None,23.0,M,1.0
P0016,32.0,Neutral,Green,Blue,Space,1.0,518.4448366305606,1.0,32.0,None,18.0,F,1.0
P0017,33.0,Congruent,Green,Red,Space,1.0,170.49728170940327,0.0,33.0,None,24.0,M,1.0
P0018,34.0,Congruent,Yellow,Blue,Space,1.0,306.4863234741386,1.0,34.0,None,22.0,F,1.0
P0019,35.0,Congruent,Yellow,Yellow,Space,1.0,193.06542988601112,1.0,35.0,None,37.0,M,1.0
P0020,36.0,Congruent,Red,Red,Space,1.0,337.86633583012,1.0,36.0,None,52.0,F,
P0001,37.0,Congruent,Green,Yellow,Space,1.0,118.3820195844665,1.0,37.0,None,36.0,M,1.0
P0002,38.0,Incongruent,Blue,Blue,Space,0.0,505.6625308885373,0.0,38.0,None,23.0,M,1.0
P0003,39.0,Neutral,Blue,Yellow,Space,1.0,355.1185190665591,1.0,39.0,None,31.0,M,1.0
P0004,40.0,Congruent,Green,Yellow,Space,1.0,135.01256065594825,1.0,40.0,None,38.0,M,1.0
P0005,41.0,Incongruent,Blue,Red,Space,0.0,1066.4087770335855,1.0,41.0,None,44.0,M,1.0
P0006,42.0,Neutral,Blue,Green,Space,0.0,352.4846429916448,1.0,42.0,None,25.0,F,1.0
P0007,43.0,Neutral,Blue,Green,Space,1.0,245.63496568716604,1.0,43.0,None,20.0,M,1.0
P0008,44.0,Congruent,Red,Yellow,Space,1.0,313.302844573228,1.0,44.0,None,29.0,F,1.0
P0009,45.0,Incongruent,Blue,Blue,Space,0.0,622.2007647230879,1.0,45.0,,18.0,M,1.0
P0010,46.0,Neutral,Blue,Green,Space,1.0,294.3996558837327,0.0,46.0,None,56.0,F,1.0
P0011,47.0,Incongruent,Green,Blue,Space,0.0,545.9160196042386,0.0,47.0,None,18.0,F,1.0
P0012,48.0,Neutral,Yellow,Green,Space,1.0,367.9409632091142,1.0,48.0,None,18.0,M,1.0
P0013,1.0,Neutral,Green,Green,Space,1.0,303.5020094562444,1.0,1.0,None,42.0,M,2.0
P0014,2.0,Neutral,Green,Green,Space,1.0,552.651309490229,1.0,2.0,None,30.0,F,2.0
P0015,3.0,Incongruent,Yellow,Red,Space,0.0,544.3477775252394,1.0,3.0,None,23.0,M,2.0
P0016,4.0,Congruent,Red,,Space,1.0,196.41909542288641,1.0,4.0,None,18.0,F,2.0
P0017,5.0,Congruent,Red,Green,Space,1.0,267.81610122247116,1.0,5.0,None,24.0,M,2.0
P0018,6.0,Incongruent,Yellow,Green,Space,0.0,367.7787233267345,0.0,6.0,None,22.0,F,2.0
P0019,7.0,Congruent,Blue,Red,Space,1.0,260.60096679546393,1.0,7.0,None,37.0,M,2.0
P0020,8.0,Incongruent,Green,,Space,0.0,309.9831939554847,1.0,8.0,None,52.0,F,2.0
P0001,9.0,Neutral,Yellow,Blue,Space,1.0,252.15098864272184,1.0,,None,36.0,M,2.0
P0002,10.0,Congruent,Green,Red,Space,1.0,315.17184945192076,1.0,10.0,None,23.0,M,2.0
P0003,,Neutral,Blue,Red,Space,0.0,229.54773403484998,1.0,11.0,None,31.0,M,2.0
P0004,12.0,Neutral,Green,Yellow,Space,0.0,491.2235421728115,0.0,12.0,None,38.0,M,2.0
P0005,13.0,Neutral,Red,Blue,Space,0.0,236.56035567532652,1.0,13.0,None,44.0,M,2.0
P0006,14.0,Neutral,Blue,Red,Space,1.0,351.3288999762404,1.0,14.0,None,25.0,F,2.0
P0007,15.0,Incongruent,Green,Yellow,Space,0.0,537.2971061357032,1.0,15.0,None,20.0,M,2.0
P0008,,Incongruent,Yellow,Blue,Space,0.0,466.4047037039023,0.0,16.0,None,29.0,F,2.0
P0009,17.0,Incongruent,Red,Blue,Space,0.0,665.6171745316962,0.0,17.0,None,18.0,M,2.0
P0010,18.0,Incongruent,Yellow,Blue,Space,0.0,639.5234419652103,0.0,18.0,None,56.0,F,2.0
P0011,19.0,Neutral,Blue,Green,Space,0.0,553.2869189129254,1.0,19.0,None,18.0,F,2.0
P0012,20.0,Congruent,Red,Yellow,Space,1.0,245.11604755246034,1.0,20.0,None,18.0,M,2.0
P0013,21.0,Neutral,Red,Blue,Space,0.0,375.19181402148826,0.0,21.0,None,42.0,M,2.0
P0014,22.0,Incongruent,Green,Green,Space,0.0,587.7967557473595,1.0,22.0,None,30.0,F,2.0
P0015,23.0,Incongruent,Yellow,Red,Space,0.0,873.9686598742862,1.0,23.0,None,23.0,M,2.0
P0016,24.0,Neutral,Yellow,Blue,Space,1.0,288.35703903707525,1.0,24.0,None,18.0,F,2.0
P0017,25.0,Incongruent,Blue,Red,Space,0.0,589.1058268365009,1.0,25.0,None,24.0,M,2.0
P0018,26.0,Neutral,Red,Red,Space,1.0,563.4192906979981,0.0,26.0,None,22.0,F,2.0
P0019,27.0,Congruent,Blue,Red,Space,1.0,225.89022099216106,1.0,27.0,None,37.0,M,2.0
P0020,28.0,Incongruent,Yellow,Blue,Space,0.0,1376.2478825756584,1.0,28.0,None,52.0,F,2.0
P0001,29.0,Incongruent,Yellow,Blue,Space,0.0,730.6653992495783,1.0,29.0,None,,M,2.0
P0002,30.0,Incongruent,Blue,Green,Space,0.0,699.7159536803747,1.0,30.0,None,23.0,M,2.0
P0003,31.0,Congruent,Blue,Green,Space,1.0,288.0855924777465,1.0,31.0,None,31.0,M,2.0
P0004,32.0,Congruent,Blue,Green,Space,1.0,198.67767476088218,1.0,32.0,None,38.0,M,2.0
P0005,33.0,Congruent,Blue,Blue,Space,1.0,250.40588864742378,0.0,33.0,None,44.0,M,2.0
P0006,34.0,Incongruent,Blue,Blue,Space,0.0,444.27430843014173,0.0,34.0,None,25.0,F,2.0
P0007,35.0,Neutral,Blue,Blue,,,319.60957156334644,1.0,35.0,None,20.0,M,2.0
,36.0,Congruent,Blue,Yellow,Space,1.0,379.58847072271584,1.0,36.0,None,29.0,F,2.0
P0009,37.0,Congruent,Green,Yellow,Space,1.0,237.44323343495336,0.0,37.0,,18.0,M,2.0
P0010,38.0,Incongruent,Red,Blue,Space,0.0,361.11955774453014,1.0,38.0,None,56.0,F,2.0
P0011,39.0,Congruent,Green,Red,Space,1.0,227.50090717755035,1.0,39.0,None,18.0,F,2.0
P0012,40.0,Neutral,Green,Blue,Space,1.0,294.92576089506406,1.0,40.0,None,18.0,M,2.0
P0013,41.0,Incongruent,Green,Green,Space,,1135.270859201919,0.0,41.0,None,42.0,M,2.0
P0014,42.0,Congruent,Red,Yellow,Space,1.0,186.01176580809636,1.0,42.0,None,30.0,F,2.0
P0015,43.0,Congruent,Blue,Yellow,Space,1.0,296.2192357129578,1.0,43.0,None,23.0,M,2.0
P0016,44.0,Incongruent,Red,Yellow,Space,0.0,632.6531186609701,0.0,44.0,None,18.0,F,2.0
P0017,45.0,Congruent,Red,Blue,Space,1.0,177.47382013509238,1.0,45.0,None,24.0,M,2.0
,46.0,Neutral,Green,Red,Space,0.0,593.361450519676,1.0,46.0,None,22.0,F,2.0
P0019,47.0,Congruent,Blue,Yellow,Space,1.0,356.50082177098926,1.0,47.0,None,37.0,M,2.0
P0020,48.0,Incongruent,Green,Yellow,Space,0.0,1037.4778779962776,0.0,48.0,None,52.0,F,2.0
P0001,1.0,Congruent,Yellow,Green,Space,1.0,195.82640494192168,1.0,1.0,None,36.0,M,3.0
P0002,2.0,Congruent,Green,Red,Space,1.0,,1.0,2.0,None,23.0,M,3.0
P0003,3.0,Neutral,Green,Green,Space,1.0,490.75497863831055,1.0,3.0,None,31.0,M,3.0
P0004,4.0,Congruent,Blue,Blue,Space,1.0,216.5526157789516,1.0,4.0,None,38.0,M,3.0
P0005,5.0,Neutral,Green,Green,Space,0.0,258.09769289916073,1.0,5.0,None,44.0,M,3.0
P0006,6.0,Incongruent,Green,Red,Space,0.0,630.9509957797818,1.0,6.0,None,25.0,F,3.0
P0007,7.0,Incongruent,Red,Green,Space,0.0,,1.0,7.0,None,20.0,M,3.0
P0008,8.0,Congruent,Blue,Blue,Space,1.0,279.4965701653037,1.0,8.0,None,29.0,F,3.0
P0009,9.0,Congruent,Yellow,Blue,Space,1.0,165.77384254430285,1.0,9.0,None,18.0,M,3.0
P0010,10.0,Neutral,Blue,Red,Space,0.0,429.36218664400707,0.0,10.0,None,56.0,F,3.0
P0011,11.0,Incongruent,Blue,Yellow,Space,0.0,980.6762541712209,0.0,11.0,None,18.0,F,3.0
