User_ID,Session_ID,Referral_Source,Device_Type,Region,Step_1_Visited,Step_2_Clicked,Step_3_Submitted,Step_4_Confirmed,Completion,Exit_Step,Time_Between_Steps_s
U00112,S00112,Organic,Tablet,West,1.0,1.0,1.0,1.0,1.0,,17.55928378430593
U00113,S00113,Organic,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,11.808526655972797
U00114,S00114,Referral,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,11.822719250584806
U00115,S00115,Social,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,33.100640736328735
U00116,S00116,Organic,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,9.856962724729533
U00117,S00117,Social,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,18.165241954987586
U00118,S00118,Referral,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,10.380779828989976
U00119,S00119,Paid,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,25.14747408076055
U00120,S00120,Paid,Desktop,North,1.0,1.0,0.0,0.0,0.0,3.0,17.374701602131704
U00121,S00121,Paid,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,13.12345456962341
U00122,S00122,Social,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,29.011425999150102
U00123,S00123,Referral,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,16.42628929273726
U00124,S00124,Paid,,North,1.0,1.0,1.0,0.0,0.0,4.0,15.415328685508044
U00125,S00125,Paid,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,30.049374059080233
U00126,S00126,Organic,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,8.230269672519286
U00127,S00127,Referral,Desktop,South,0.0,0.0,0.0,0.0,0.0,1.0,107.92509667062433
U00128,S00128,Direct,Tablet,North,1.0,0.0,0.0,0.0,0.0,2.0,34.86564298057385
U00129,S00129,Organic,Tablet,South,1.0,1.0,1.0,1.0,1.0,0.0,47.08155364655358
U00130,S00130,Referral,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,8.205597856653744
U00131,S00131,Paid,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,32.019010323729894
U00132,S00132,Paid,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,90.04888532612318
U00133,S00133,Direct,Mobile,North,1.0,0.0,0.0,,0.0,2.0,10.02787943877289
U00134,S00134,Referral,Desktop,West,1.0,0.0,,0.0,0.0,2.0,22.472845746701246
U00135,S00135,Social,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,13.550992475309156
U00136,,Direct,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,39.66878187526499
U00137,S00137,Direct,Desktop,East,1.0,1.0,1.0,1.0,1.0,0.0,27.090613754076887
U00138,S00138,Direct,Mobile,South,1.0,1.0,,0.0,0.0,3.0,15.087956990381342
U00139,S00139,Referral,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,22.06802442219003
U00140,S00140,Referral,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,38.47011689933997
U00141,S00141,Organic,Tablet,South,0.0,0.0,0.0,0.0,0.0,1.0,6.298431863298877
U00142,S00142,Direct,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,18.629661974445884
U00143,S00143,Organic,Tablet,West,1.0,0.0,0.0,0.0,0.0,2.0,31.97150505269424
U00144,S00144,Referral,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,47.54131629309934
U00145,S00145,Paid,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,17.472393596874674
U00146,S00146,Organic,Tablet,East,1.0,1.0,1.0,1.0,1.0,0.0,26.04264189235639
U00147,S00147,Referral,,East,1.0,1.0,1.0,0.0,0.0,4.0,6.236917337803535
U00148,S00148,Paid,Mobile,South,1.0,1.0,1.0,1.0,1.0,0.0,20.717227423834977
U00149,S00149,Organic,Tablet,West,1.0,1.0,1.0,1.0,1.0,0.0,13.050860346717984
U00150,S00150,Organic,Mobile,East,1.0,1.0,1.0,0.0,0.0,4.0,19.184647906482777
U00151,S00151,Organic,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,15.432739870236771
U00152,S00152,Referral,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,17.18282296418804
U00153,S00153,Referral,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,32.978169460323464
U00154,S00154,Paid,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,6.813930332018815
U00155,S00155,Organic,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,2.2532676944063663
U00156,S00156,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,,74.95197028051203
U00157,S00157,Paid,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,52.19175260276546
U00158,S00158,Referral,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,18.04160792527726
U00159,S00159,Referral,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,10.418866631008692
,S00160,Paid,Mobile,South,1.0,0.0,0.0,,0.0,2.0,35.625028993278946
U00161,S00161,Direct,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,17.872319495634024
U00162,S00162,Organic,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,18.351175844094982
U00163,S00163,Referral,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,27.912362487086153
U00164,S00164,Paid,Mobile,East,1.0,1.0,1.0,0.0,0.0,4.0,8.321064425618497
U00165,S00165,Referral,Tablet,West,0.0,0.0,0.0,0.0,0.0,1.0,23.65288818254755
U00166,S00166,Direct,Mobile,North,1.0,,1.0,1.0,1.0,0.0,27.064782410867494
U00167,S00167,Social,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,15.384794824233422
U00168,S00168,Organic,Tablet,West,1.0,1.0,1.0,1.0,1.0,0.0,15.391934027856319
U00169,S00169,Paid,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,9.779444931656258
U00170,S00170,Social,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,37.275523199465766
U00171,S00171,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,42.51408305592682
U00172,S00172,Referral,Mobile,West,1.0,1.0,0.0,,0.0,3.0,28.57507514939922
U00173,S00173,Direct,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,23.26101405518711
U00174,S00174,Paid,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,12.666114180349021
U00175,S00175,Referral,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,44.51314743449068
U00176,S00176,Organic,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,8.315788250973204
U00177,S00177,Organic,Tablet,West,,0.0,0.0,0.0,0.0,2.0,21.569483880059177
U00178,S00178,Referral,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,10.242309863930132
U00179,S00179,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,13.781289136260941
U00180,S00180,Organic,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,14.944212791323409
U00181,S00181,,Mobile,North,1.0,1.0,1.0,0.0,0.0,4.0,7.776297313627144
U00182,S00182,,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,19.517351609919654
U00183,S00183,Referral,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,45.60879442635366
U00184,S00184,Direct,Tablet,North,1.0,1.0,1.0,1.0,1.0,0.0,19.416843220908614
U00185,S00185,Direct,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,17.35670142979129
U00186,S00186,Organic,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,15.272256313897083
U00187,S00187,Paid,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,16.57023649078819
U00188,S00188,Organic,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,5.4630034416260544
U00189,S00189,Social,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,4.708537491912
U00190,S00190,Direct,Mobile,East,0.0,0.0,0.0,0.0,0.0,1.0,22.662218476245776
U00191,S00191,Referral,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,44.10560244363787
U00192,S00192,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,12.944957454245833
U00193,S00193,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,30.86075364302449
U00194,S00194,Referral,Mobile,,1.0,1.0,1.0,0.0,,4.0,10.167344686997218
U00195,S00195,Organic,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,11.38822415154169
U00196,S00196,Organic,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,28.766882779178335
U00197,S00197,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,6.658350248870542
U00198,S00198,Organic,Tablet,West,1.0,0.0,0.0,0.0,0.0,2.0,23.827800191300895
U00199,S00199,Referral,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,10.87780396178929
,S00200,Referral,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,13.282162351329593
