User_ID,Session_ID,Query_Text,Query_Length,Search_Latency_ms,Results_Displayed,Clicked_Result_Rank,Click_Success,Reformulation_Count,Task_Success,Time_to_Completion_s,Dwell_Time_on_Result_ms
U00571,U00571_S1,return policy,2.0,61.30858781717892,20.0,3.0,1.0,0.0,1.0,14.157240884380691,470.0946912288772
U00077,U00077_S1,help,,46.47873507510146,20.0,1.0,1.0,0.0,1.0,40.34506053669618,2728.8775890166385
U01264,U01264_S1,support,1.0,36.68958795177194,10.0,1.0,1.0,0.0,1.0,65.97443340999988,1690.8703692890178
U00038,U00038_S2,billing,1.0,63.14861885626392,20.0,3.0,1.0,0.0,1.0,118.49918533662621,2008.1115763345997
U00444,U00444_S1,,1.0,56.15951729392924,50.0,4.0,0.0,2.0,0.0,33.60039842893877,497.6940345028436
U00162,U00162_S1,support,1.0,56.201083798948346,10.0,1.0,1.0,0.0,1.0,7.797601410534048,1797.8388370250505
U01829,U01829_S2,billing,1.0,81.58486032631481,10.0,2.0,1.0,0.0,1.0,39.402540689103354,1164.6420747760046
U00593,U00593_S1,support,1.0,91.44488535814283,,1.0,1.0,0.0,1.0,65.03890327266096,1536.7331444134275
U00307,U00307_S2,checkout,1.0,35.260339948429184,10.0,3.0,1.0,0.0,1.0,17.752463848520748,977.287679590536
U01779,U01779_S1,help,1.0,46.0503919967604,20.0,1.0,1.0,0.0,1.0,93.32448041597743,3407.1359292027305
U00067,U00067_S2,product search,2.0,61.71609943684515,20.0,3.0,1.0,0.0,1.0,62.56642076285257,373.39202997465037
U00979,U00979_S1,password reset,2.0,41.42188804193066,10.0,1.0,1.0,1.0,0.0,33.8600806672049,242.38625442888636
U00053,,return policy,2.0,84.22056485591801,10.0,1.0,1.0,0.0,0.0,20.407178041858685,376.53784452268434
U00899,U00899_S1,password reset,2.0,48.618608258005075,10.0,4.0,0.0,0.0,1.0,52.88823043882576,852.3381736066174
U01345,U01345_S2,,1.0,104.05398225029089,50.0,3.0,1.0,1.0,0.0,16.40005150464463,225.05496181083257
U00626,U00626_S2,billing,1.0,83.11661312272312,20.0,1.0,1.0,0.0,0.0,50.57301220822468,331.2383951519037
U01670,U01670_S2,checkout,1.0,73.0221547251559,50.0,1.0,1.0,0.0,0.0,22.88474151713548,8573.559851816439
U01454,U01454_S1,billing,1.0,73.61850534436931,20.0,1.0,1.0,0.0,1.0,12.143897870925478,533.375836375027
U00952,U00952_S1,help,1.0,57.362039404176166,50.0,1.0,1.0,0.0,,,11035.006759286258
U01530,U01530_S1,account settings,2.0,21.11244290898054,20.0,5.0,0.0,2.0,0.0,22.185956676171976,947.3500547516545
U00562,U00562_S2,help,1.0,51.4019701420731,50.0,2.0,1.0,1.0,0.0,18.67477712162873,301.9928912696507
U01623,U01623_S2,account settings,2.0,30.26434383228068,20.0,3.0,1.0,0.0,0.0,12.337681944070518,480.58772732766005
U01186,U01186_S1,login,1.0,60.68943023067771,20.0,1.0,1.0,0.0,1.0,54.61462534052417,1558.7997691049313
U00187,U00187_S2,help,1.0,77.46865818641254,50.0,4.0,0.0,1.0,0.0,26.261999101280587,436.4894489676167
U01577,U01577_S2,billing,1.0,52.23660739745171,20.0,2.0,1.0,0.0,1.0,58.04952228399595,481.7912010085514
U00841,U00841_S1,checkout,1.0,93.35799380679403,20.0,1.0,,0.0,1.0,52.504895170847526,1314.8654160367564
U00317,U00317_S1,product search,2.0,67.81341345535584,10.0,1.0,1.0,0.0,1.0,21.888332429733584,439.6555091870389
,U01606_S1,support,1.0,40.8888692795316,20.0,3.0,1.0,0.0,1.0,32.038238808016,1476.1431628670218
U01189,U01189_S1,login,1.0,43.95448251990585,50.0,,0.0,0.0,1.0,193.528241898721,
,U00935_S2,product search,2.0,23.858184291143434,20.0,1.0,1.0,1.0,0.0,37.00333821948574,3172.3360406179017
U01175,U01175_S1,,2.0,20.46292093805789,10.0,1.0,1.0,0.0,1.0,19.21101614777492,5056.062340035845
,U00958_S2,product search,2.0,20.085574986177612,50.0,5.0,0.0,0.0,1.0,260.2266672197264,3205.0729893899347
,U00604_S2,checkout,1.0,39.7227629836294,50.0,1.0,1.0,0.0,1.0,15.12533246866285,2617.297796265995
U01645,U01645_S2,account settings,2.0,51.01743963037545,,1.0,1.0,0.0,1.0,30.56274681617889,5828.92851511374
U01929,U01929_S1,support,1.0,167.20935037997884,20.0,1.0,1.0,1.0,0.0,101.39172857982524,1040.2025290134734
U01688,U01688_S2,checkout,1.0,30.81380348180445,50.0,1.0,1.0,0.0,1.0,23.335014033564423,457.95299473176215
U01719,U01719_S1,help,1.0,71.8103328529145,50.0,1.0,1.0,1.0,0.0,44.35145417768595,1409.392580475729
U00679,U00679_S1,product search,2.0,40.75492539691763,50.0,3.0,,0.0,1.0,26.58405742717279,4890.414168288586
U01490,U01490_S1,password reset,2.0,38.38691232428998,20.0,2.0,1.0,0.0,1.0,81.78223513590818,2293.85755361337
U01343,U01343_S2,account settings,2.0,51.23821304973585,20.0,1.0,1.0,0.0,1.0,46.71131818712774,682.6878835998496
U00169,U00169_S2,return policy,2.0,45.02035160871572,50.0,,0.0,0.0,1.0,16.138757176762322,
U01807,U01807_S1,login,1.0,181.26518024968811,10.0,4.0,0.0,0.0,1.0,26.61352540072126,1594.597657387579
U01988,U01988_S1,login,1.0,42.533880676253496,20.0,,0.0,0.0,1.0,12.866191695813496,
U00946,U00946_S1,help,1.0,48.74304318680294,50.0,2.0,1.0,0.0,1.0,41.2978204028308,993.6529512594681
U00132,U00132_S2,return policy,2.0,37.707925391431246,20.0,1.0,1.0,1.0,0.0,81.07713683311252,2436.3807192716476
U00595,U00595_S1,login,1.0,81.03018564586618,20.0,3.0,1.0,0.0,,47.99307075527084,2429.369326120352
U00553,U00553_S2,account settings,2.0,28.516521595730747,10.0,2.0,1.0,0.0,1.0,,3075.2527056291824
U01252,U01252_S1,help,1.0,42.205489715174956,10.0,1.0,1.0,0.0,1.0,33.27164786790039,4929.455970752133
U01887,U01887_S1,product search,2.0,54.65380636204339,50.0,2.0,1.0,0.0,1.0,91.15895379946478,892.5491276240625
U00966,U00966_S2,return policy,2.0,66.24631426409039,50.0,1.0,1.0,0.0,1.0,21.990336278844342,4819.872024150117
U00061,U00061_S2,support,1.0,31.30043401283817,50.0,4.0,0.0,0.0,0.0,17.19257828292817,1161.8849734953535
U00869,U00869_S2,return policy,2.0,107.82515937073475,50.0,3.0,1.0,0.0,1.0,12.622480051428578,
U00271,U00271_S1,support,1.0,15.056666739728517,20.0,,0.0,0.0,0.0,13.998283814533133,
U00018,U00018_S2,login,1.0,18.10407895538969,50.0,1.0,1.0,0.0,1.0,29.86674140032888,2888.7119400143006
U01196,U01196_S2,support,1.0,32.754821730067825,20.0,,0.0,0.0,1.0,38.14330980423342,
U01396,U01396_S1,return policy,,40.95461696659354,20.0,1.0,,0.0,1.0,72.683273954946,11017.772930024748
U00835,U00835_S1,billing,1.0,40.06095568763559,10.0,2.0,1.0,0.0,0.0,79.80163938387169,410.5586969741795
U01944,U01944_S1,support,1.0,22.91364470296571,10.0,,1.0,0.0,1.0,20.76045813523797,268.7933888435679
U00408,U00408_S2,login,1.0,78.0374341831739,10.0,2.0,1.0,1.0,0.0,15.624211348065067,2193.0925540448156
U01486,U01486_S2,account settings,2.0,65.49321152330043,10.0,3.0,1.0,0.0,1.0,22.57601436328076,1708.4273717190183
U01272,U01272_S2,product search,2.0,53.54770899442831,10.0,1.0,1.0,,1.0,44.19786427500589,3538.806166719428
U00958,U00958_S2,password reset,2.0,51.676576878263766,10.0,1.0,1.0,0.0,1.0,,915.2388970630053
U00593,U00593_S2,checkout,1.0,50.591008260988815,50.0,4.0,0.0,0.0,1.0,48.68846974815226,2933.061495259647
U01676,U01676_S1,login,1.0,56.59294555932271,20.0,2.0,1.0,0.0,0.0,9.606205027279278,690.0854980359135
U00226,U00226_S1,password reset,2.0,47.25581470806929,10.0,2.0,1.0,0.0,0.0,18.239236860682368,1281.5787381867517
U01790,U01790_S2,password reset,2.0,38.391061935739216,20.0,3.0,,0.0,1.0,12.51246062414023,463.57164740140297
U00847,U00847_S1,product search,2.0,74.02713939962078,10.0,4.0,0.0,0.0,1.0,8.83136107984173,564.5858383949895
U01809,U01809_S1,product search,2.0,73.34218291465237,50.0,1.0,1.0,0.0,1.0,30.603579514148276,2465.4130992187934
U01089,U01089_S2,checkout,1.0,16.271496934800346,50.0,,0.0,1.0,0.0,18.235520312160524,
U01369,U01369_S1,help,1.0,95.80515320864586,50.0,,0.0,0.0,1.0,40.45060373419613,
U00024,U00024_S1,support,1.0,40.35213811796231,20.0,1.0,1.0,0.0,1.0,94.61044455563729,251.00823980693863
U00523,U00523_S1,billing,1.0,51.290346731216125,50.0,1.0,1.0,0.0,1.0,53.561918236840086,8534.925699633664
U01426,U01426_S2,login,,55.17417443464107,20.0,3.0,1.0,0.0,1.0,41.03904536492295,489.4222551270784
U00737,U00737_S1,product search,2.0,38.84232937333662,20.0,2.0,1.0,0.0,1.0,42.973724259382664,734.7484439158635
U01284,U01284_S2,return policy,2.0,61.63720910786423,50.0,1.0,1.0,0.0,1.0,20.833869664005622,347.1122349201899
U00310,U00310_S1,support,1.0,42.07454208842173,50.0,4.0,0.0,0.0,1.0,84.7313557877432,
U01594,U01594_S1,product search,2.0,51.3595937882728,20.0,3.0,1.0,0.0,1.0,10.987101106040777,714.7296812886179
U00297,U00297_S1,password reset,2.0,50.57061300479751,50.0,1.0,1.0,1.0,0.0,41.81952472804064,123.59845243609774
U00511,U00511_S2,support,1.0,76.42858067484991,10.0,1.0,1.0,0.0,1.0,23.19057889486107,991.1800576876024
U00851,U00851_S2,support,1.0,28.47454940459951,50.0,1.0,1.0,0.0,1.0,60.557572972519374,1076.4783914412808
U00373,U00373_S2,account settings,2.0,65.30605148849953,10.0,2.0,1.0,0.0,1.0,23.988553178005056,611.538888179777
U01774,U01774_S1,checkout,1.0,20.89472278317715,20.0,4.0,0.0,1.0,0.0,34.91917227808797,9158.505925516702
U00226,U00226_S1,billing,1.0,72.17246474157349,20.0,1.0,1.0,0.0,1.0,23.924874159332216,
U01716,U01716_S2,return policy,2.0,129.38066606783974,10.0,2.0,1.0,0.0,1.0,25.50794662383528,872.5351277025164
U00273,U00273_S1,return policy,2.0,80.36438749655383,50.0,4.0,0.0,0.0,0.0,49.925424584018685,3844.713636594388
U00521,U00521_S2,checkout,1.0,65.89096560965974,10.0,1.0,1.0,0.0,1.0,14.819034460432485,947.2224954557802
U01208,U01208_S2,return policy,2.0,40.152791907682634,20.0,5.0,0.0,0.0,1.0,92.24171364499921,691.3013775888094
U00402,U00402_S2,billing,1.0,93.44386455403263,20.0,1.0,1.0,0.0,1.0,45.25452665082435,1269.8064296661003
U00646,U00646_S2,product search,2.0,112.0745537085392,10.0,3.0,1.0,0.0,1.0,98.96944719417093,4516.947259269514
U01424,U01424_S2,billing,1.0,68.1474278925149,20.0,1.0,1.0,0.0,0.0,16.688849789801218,1697.9057363243544
U01183,U01183_S2,checkout,1.0,73.00644720007095,50.0,1.0,,1.0,0.0,52.87550880996327,919.7201287479593
U01458,U01458_S1,help,1.0,45.73001827745595,50.0,1.0,1.0,0.0,0.0,17.01827191363724,2555.711055501829
U00788,U00788_S1,product search,2.0,53.19667917737005,10.0,1.0,1.0,0.0,1.0,46.032966856023585,738.293438717443
U01680,U01680_S1,support,1.0,97.60350150027566,20.0,1.0,1.0,0.0,0.0,31.844988565392036,1620.9809823688593
U01148,U01148_S1,account settings,2.0,77.43516196420227,20.0,1.0,1.0,0.0,1.0,7.681643855674378,1358.4549109673856
U01141,U01141_S2,return policy,2.0,57.92468620855945,10.0,4.0,0.0,0.0,1.0,24.20041555563758,1272.3664429175276
U00844,U00844_S2,account settings,2.0,24.216439528700285,20.0,1.0,1.0,0.0,1.0,19.608530339972283,432.7265382216672
U01348,U01348_S1,help,1.0,101.23287072124903,20.0,5.0,0.0,0.0,1.0,36.95909344987903,1220.7296419911793
U01971,U01971_S2,support,1.0,38.56604606089577,10.0,4.0,0.0,0.0,1.0,24.996234274709426,635.1518499584506
U01979,U01979_S2,return policy,2.0,55.6518725563283,20.0,1.0,1.0,0.0,0.0,83.12295867742789,2445.0884917112035
U00644,U00644_S2,password reset,2.0,43.44497185473358,20.0,1.0,1.0,0.0,1.0,19.833428465741022,252.93796950586818
U00941,U00941_S1,account settings,2.0,57.744733017484556,10.0,4.0,0.0,1.0,0.0,26.88055428647649,1012.4439453005957
U01041,U01041_S2,login,1.0,44.4180594681417,50.0,1.0,1.0,0.0,1.0,20.835518990330428,2090.764814196633
U00880,U00880_S1,checkout,1.0,150.84373578072154,20.0,2.0,1.0,0.0,,58.823410979224676,815.7700928841705
U01070,U01070_S1,return policy,,54.40472059297246,20.0,1.0,1.0,0.0,1.0,15.076070274410373,1574.2285588903255
U00984,U00984_S2,billing,1.0,92.7463481513967,20.0,3.0,1.0,0.0,0.0,99.3425921027513,1128.715430946334
U01656,U01656_S2,account settings,2.0,72.93588101218353,20.0,4.0,0.0,0.0,0.0,73.6259160487442,1220.084416647119
U01870,U01870_S2,help,1.0,95.45010868482224,20.0,1.0,1.0,0.0,1.0,11.497214917646653,810.669319027777
,U00516_S1,product search,2.0,12.6528245026139,10.0,2.0,1.0,,1.0,6.030099672458721,350.5688719176634
U01041,U01041_S2,billing,1.0,44.97444954590484,50.0,2.0,1.0,0.0,1.0,27.013174609273694,160.53147846814596
U01110,U01110_S1,login,1.0,75.9910297111458,20.0,2.0,1.0,0.0,1.0,12.402371231060327,2763.186638042637
U01813,U01813_S1,product search,2.0,68.01814921175618,50.0,4.0,0.0,0.0,1.0,37.56208824758964,3221.5341772430024
U00670,U00670_S1,help,1.0,45.18738300090076,20.0,,0.0,0.0,1.0,14.792380095329019,
U00530,U00530_S2,checkout,1.0,23.910139991705496,10.0,,0.0,0.0,1.0,48.830918580148094,
U00300,U00300_S1,help,1.0,117.97607154980672,10.0,,0.0,0.0,1.0,24.281505233963465,
U00303,U00303_S2,password reset,2.0,33.79692831670062,20.0,1.0,1.0,1.0,0.0,32.82142705468777,1353.5417452857903
U01084,U01084_S2,password reset,2.0,101.90125397024883,50.0,2.0,1.0,0.0,1.0,67.67324961755497,344.1109006644587
U00095,U00095_S1,billing,1.0,36.56061233945702,20.0,,0.0,,1.0,40.93191008305126,
U01390,U01390_S1,password reset,2.0,69.81827583982292,50.0,3.0,1.0,0.0,1.0,49.649591520930976,1293.3891254120704
U00138,U00138_S2,product search,2.0,51.75796683516344,50.0,1.0,1.0,0.0,1.0,75.48022340654246,587.6269374875726
U00655,U00655_S1,billing,1.0,60.87804778922685,50.0,1.0,1.0,0.0,0.0,7.388281261677222,1463.452712660642
U00771,U00771_S2,checkout,1.0,66.2578363750196,10.0,,0.0,0.0,1.0,12.502207879241915,
U00138,U00138_S2,billing,1.0,38.61629267847859,20.0,,0.0,0.0,1.0,50.043015252228216,
U00133,U00133_S2,billing,1.0,31.61770477524195,10.0,3.0,1.0,0.0,1.0,11.938416120312294,8105.737485424281
U00110,U00110_S2,password reset,2.0,74.42097386808028,20.0,4.0,0.0,0.0,0.0,18.34235445647459,605.8012827191154
U01619,U01619_S1,password reset,2.0,23.750808665343556,10.0,1.0,1.0,0.0,1.0,31.963453972900712,2244.517501229781
U01911,U01911_S1,return policy,2.0,51.54861434729871,10.0,2.0,1.0,0.0,1.0,51.257494539791956,1079.1328808284418
U01066,U01066_S1,product search,2.0,109.1090797256905,50.0,,0.0,0.0,1.0,21.117404244469203,
U00010,U00010_S1,product search,2.0,36.60967238017484,10.0,,0.0,0.0,1.0,55.683868486467844,
U00557,U00557_S1,product search,2.0,94.89793664767934,50.0,1.0,1.0,0.0,0.0,81.83384822717318,351.2903769851285
U00595,,,2.0,33.570632485957816,10.0,2.0,1.0,0.0,1.0,50.00019877237722,3208.563958652645
U01551,U01551_S1,support,1.0,48.78014611480682,10.0,3.0,1.0,0.0,1.0,139.27370847524318,713.0587660573125
U00053,U00053_S1,support,1.0,107.14846683014214,20.0,3.0,1.0,,1.0,31.588501533540118,2297.580009642975
U00481,U00481_S1,billing,1.0,,20.0,,0.0,0.0,1.0,26.136720307852894,
,U01146_S2,checkout,1.0,53.906108632084056,20.0,4.0,0.0,0.0,1.0,11.686737950910322,6281.398591783014
U00871,U00871_S1,help,1.0,67.46554060168611,50.0,3.0,1.0,0.0,1.0,28.352799261306664,5617.156481520807
U01253,U01253_S2,account settings,2.0,29.936590770263443,50.0,,0.0,0.0,1.0,40.91680444007642,
U00418,U00418_S1,account settings,2.0,170.149975992046,50.0,1.0,1.0,0.0,1.0,21.88778178570557,2220.986372672672
U00301,U00301_S1,login,1.0,45.8079078183221,20.0,1.0,1.0,0.0,0.0,33.747521901620814,1803.0109263828365
U01821,U01821_S2,help,1.0,57.18141690382652,20.0,1.0,1.0,1.0,0.0,32.64039751265624,3388.6879523760426
U00919,U00919_S2,password reset,2.0,126.91425256213988,20.0,2.0,1.0,0.0,1.0,26.467512242112544,292.1653633779394
U01039,U01039_S1,account settings,2.0,87.03622263627129,10.0,1.0,1.0,0.0,1.0,36.72550484682045,1831.2809546178735
U01862,U01862_S1,support,1.0,74.65115217890393,20.0,1.0,1.0,0.0,1.0,55.02907767479462,982.0570809396239
U01756,U01756_S2,return policy,2.0,34.63651969553417,20.0,4.0,0.0,0.0,1.0,42.81634478345343,581.8307895271123
U00717,U00717_S2,account settings,2.0,63.80606502433505,10.0,1.0,,0.0,1.0,14.927083519998826,3226.526602048563
U00254,U00254_S1,return policy,2.0,,10.0,3.0,1.0,0.0,1.0,71.18719187463526,1185.537667114258
U01861,U01861_S1,,2.0,66.21305053326287,50.0,1.0,1.0,0.0,,23.255259556371026,736.2502077127705
U00769,U00769_S1,help,1.0,99.28875082190754,10.0,1.0,1.0,0.0,1.0,52.23915934418859,1385.5119118351145
U00014,U00014_S1,product search,2.0,252.92814603799098,10.0,3.0,1.0,0.0,1.0,96.46337074178226,
U00752,U00752_S1,product search,2.0,44.32957100759636,50.0,4.0,0.0,0.0,1.0,42.92318528988019,1245.7848103653723
U01602,U01602_S2,checkout,1.0,50.8197587778719,50.0,1.0,1.0,0.0,1.0,20.69488644355519,1646.746680310224
U01483,U01483_S1,support,1.0,49.89725366407412,50.0,,0.0,0.0,1.0,46.20699720781957,
U00199,U00199_S1,product search,2.0,53.25176781291371,10.0,,0.0,0.0,1.0,42.00758846345216,
U01574,U01574_S1,login,1.0,23.335255427003958,20.0,,0.0,0.0,1.0,10.074112164912032,
U00327,,billing,1.0,28.491868019213257,10.0,1.0,1.0,0.0,1.0,,
U01954,U01954_S1,checkout,1.0,63.06913612086924,20.0,1.0,1.0,0.0,1.0,53.17750386125616,862.1414194461163
U01312,U01312_S2,account settings,2.0,20.4791094210259,20.0,,1.0,1.0,0.0,26.513811597897543,966.2337213760026
U00831,U00831_S1,login,1.0,30.706769661012412,50.0,2.0,1.0,0.0,0.0,16.847461352061032,938.7723130882964
U00069,U00069_S2,return policy,2.0,53.967272092799305,20.0,4.0,0.0,0.0,1.0,16.429114617424403,1027.5508796010565
U01745,U01745_S2,billing,1.0,76.03998926173516,10.0,1.0,1.0,0.0,1.0,268.86227938058914,951.5702893158154
U01834,U01834_S1,billing,1.0,54.04951524731534,10.0,1.0,1.0,0.0,1.0,7.710801481489689,3783.0740890626325
U00950,U00950_S2,product search,,50.78241431519628,50.0,1.0,1.0,0.0,1.0,15.260818676282476,723.530100264871
U00487,U00487_S2,login,1.0,120.40876223356314,50.0,2.0,1.0,0.0,0.0,32.251567629351456,
,U00642_S1,support,1.0,21.404557896077517,10.0,,,0.0,1.0,24.24294230655591,
U00946,U00946_S2,login,1.0,28.467266922899483,20.0,1.0,1.0,0.0,1.0,43.27432287969756,1625.3380313901557
U00192,U00192_S2,product search,2.0,112.65097967237641,20.0,3.0,1.0,0.0,0.0,36.10535483428088,228.2808121785794
U01765,U01765_S1,help,1.0,41.3369940809523,10.0,2.0,1.0,0.0,1.0,55.60024425263635,659.9900153448717
U00787,U00787_S1,product search,2.0,43.88212747237353,50.0,2.0,1.0,0.0,1.0,23.416722263125585,
U01452,U01452_S2,password reset,2.0,43.03014350599416,50.0,1.0,1.0,0.0,1.0,22.759887304981184,4055.1182685950894
U01847,U01847_S1,billing,1.0,152.54907959703624,10.0,4.0,0.0,0.0,1.0,9.351621525577686,1301.1577167154978
U00465,U00465_S2,billing,1.0,75.43846662579485,50.0,1.0,1.0,0.0,1.0,21.386374710075827,7869.151142268234
