Participant_ID,Disability_Type,Assistive_Tech,Task_Name,Task_Success,Completion_Time_s,Error_Count,Error_Type,Keyboard_Presses,Cognitive_Load_Score,Satisfaction_Score,WCAG_Issue_Count
P0085,Motor,Keyboard_Only,,0.0,106.65067860130998,1.0,Navigation,19.0,4.0,6.0,3.0
P0086,Motor,Keyboard_Only,Form_Submit,1.0,140.79115650542295,4.0,,14.0,1.0,5.0,1.0
P0087,Visual,Magnifier,Search,1.0,108.35820884107261,0.0,None,20.0,1.0,5.0,1.0
P0088,Cognitive,None,Form_Submit,0.0,52.72549981442749,1.0,Compatibility,29.0,4.0,6.0,3.0
P0089,Motor,Voice_Control,Checkout,0.0,79.2515438415608,4.0,Focus,21.0,3.0,4.0,0.0
P0090,Cognitive,None,Form_Submit,1.0,40.164446439259024,3.0,Focus,11.0,5.0,5.0,
P0091,Cognitive,None,Navigation,0.0,131.54360500005825,3.0,Focus,22.0,2.0,5.0,1.0
P0092,Cognitive,None,Checkout,0.0,55.089333943610356,0.0,None,28.0,3.0,4.0,6.0
P0093,Motor,Voice_Control,Checkout,0.0,137.22221960887538,1.0,Navigation,25.0,4.0,5.0,1.0
P0094,Cognitive,None,Checkout,1.0,160.526433261993,6.0,Focus,11.0,4.0,4.0,4.0
P0095,Motor,Voice_Control,Search,0.0,216.43514600090532,0.0,None,28.0,2.0,7.0,2.0
P0096,Motor,Voice_Control,Checkout,1.0,81.92369500223643,0.0,None,11.0,3.0,7.0,2.0
P0097,Hearing,None,Navigation,1.0,115.35625623492658,3.0,Navigation,9.0,5.0,6.0,3.0
P0098,Visual,Screen_Reader,Form_Submit,1.0,46.34857201196277,2.0,Compatibility,13.0,1.0,6.0,4.0
P0099,Motor,Keyboard_Only,Navigation,1.0,131.36372251684793,1.0,Focus,9.0,3.0,4.0,1.0
P0100,Visual,Screen_Reader,Form_Submit,1.0,31.688317180474765,0.0,None,14.0,3.0,5.0,0.0
P0101,Visual,Screen_Reader,Checkout,0.0,291.95655605690285,0.0,None,32.0,3.0,6.0,2.0
P0102,Hearing,None,Form_Submit,1.0,124.20455304910004,4.0,Compatibility,14.0,3.0,6.0,2.0
P0103,Hearing,None,Search,1.0,98.13705270146264,0.0,None,14.0,5.0,6.0,4.0
P0104,Hearing,None,Form_Submit,0.0,246.89440603341217,2.0,Focus,33.0,5.0,6.0,0.0
P0105,Visual,Screen_Reader,Form_Submit,1.0,201.12899623170264,1.0,Navigation,20.0,4.0,7.0,2.0
P0106,Hearing,None,Navigation,0.0,283.5693974935505,2.0,Compatibility,21.0,2.0,6.0,1.0
P0107,Cognitive,None,Navigation,1.0,140.14661974804065,4.0,Focus,16.0,1.0,5.0,3.0
P0108,Hearing,None,Navigation,1.0,199.96557879489652,0.0,None,16.0,1.0,5.0,1.0
P0109,Hearing,None,Navigation,0.0,342.68728742499127,2.0,Navigation,22.0,2.0,7.0,2.0
P0110,Visual,Screen_Reader,Form_Submit,1.0,37.53358302888081,0.0,None,7.0,3.0,7.0,3.0
P0111,Motor,Voice_Control,Form_Submit,0.0,56.495279016898465,2.0,Navigation,34.0,2.0,7.0,0.0
P0112,Cognitive,None,Form_Submit,1.0,261.73034456439393,5.0,Navigation,12.0,5.0,6.0,2.0
P0113,Hearing,None,Search,0.0,61.132319391088124,2.0,Focus,20.0,2.0,6.0,
P0114,Motor,Voice_Control,Search,1.0,198.82149475827725,2.0,Navigation,19.0,5.0,6.0,2.0
P0115,Motor,Keyboard_Only,Search,1.0,62.784883043494446,3.0,Labeling,16.0,4.0,4.0,2.0
P0116,Cognitive,None,Checkout,1.0,17.88534314501154,1.0,Focus,17.0,2.0,5.0,4.0
P0117,Motor,Voice_Control,Checkout,1.0,28.64470683408615,3.0,Labeling,14.0,5.0,7.0,2.0
P0118,Visual,Magnifier,Form_Submit,0.0,70.42151689898918,3.0,Labeling,29.0,3.0,7.0,3.0
P0119,Cognitive,None,Navigation,1.0,170.18810702936204,0.0,None,18.0,,,2.0
P0120,Visual,Screen_Reader,Checkout,1.0,90.45495666839076,0.0,None,17.0,2.0,6.0,3.0
P0121,Motor,Keyboard_Only,Search,1.0,577.2260397437936,2.0,Compatibility,15.0,3.0,6.0,2.0
,Motor,Voice_Control,Navigation,0.0,50.40365729439672,2.0,Focus,25.0,4.0,7.0,2.0
,Hearing,None,Checkout,0.0,29.512767456458565,4.0,Compatibility,21.0,4.0,7.0,3.0
P0124,Visual,Screen_Reader,Form_Submit,0.0,165.2669188187063,2.0,Compatibility,27.0,3.0,6.0,3.0
P0125,Cognitive,None,Form_Submit,1.0,41.25578429388026,4.0,Focus,10.0,2.0,5.0,2.0
P0126,Cognitive,None,Search,0.0,73.25658837970471,7.0,Navigation,17.0,4.0,6.0,1.0
P0127,Visual,Screen_Reader,Navigation,1.0,26.71874592673956,2.0,Labeling,18.0,4.0,5.0,3.0
P0128,Motor,Voice_Control,Form_Submit,0.0,84.87159830969165,0.0,None,36.0,4.0,6.0,1.0
P0129,Cognitive,None,Navigation,1.0,517.9667990443465,4.0,Focus,13.0,4.0,6.0,2.0
P0130,Visual,Screen_Reader,Navigation,0.0,57.89872260032414,0.0,None,23.0,1.0,7.0,1.0
P0131,Cognitive,None,Navigation,0.0,133.09228150183492,3.0,Labeling,31.0,2.0,7.0,1.0
P0132,Visual,Screen_Reader,Checkout,1.0,27.899574165932336,4.0,Labeling,20.0,5.0,5.0,2.0
,Visual,Screen_Reader,Form_Submit,1.0,82.39599627078216,1.0,Compatibility,14.0,5.0,6.0,2.0
P0134,Visual,Screen_Reader,Form_Submit,1.0,77.50508461178782,5.0,Focus,14.0,4.0,5.0,0.0
P0135,Cognitive,None,Checkout,0.0,310.357403638195,0.0,None,31.0,3.0,6.0,1.0
P0136,Visual,Screen_Reader,Form_Submit,0.0,76.40580646514876,1.0,Navigation,26.0,1.0,6.0,3.0
,Hearing,None,Navigation,0.0,65.61032157474945,1.0,Navigation,20.0,4.0,6.0,3.0
P0138,Cognitive,,Search,1.0,51.08985129921352,5.0,Navigation,15.0,4.0,4.0,0.0
P0139,Cognitive,None,Checkout,1.0,104.1360073239193,0.0,None,17.0,5.0,6.0,3.0
P0140,Hearing,None,Checkout,1.0,38.63263243207001,0.0,None,15.0,4.0,7.0,1.0
P0141,Motor,Keyboard_Only,Checkout,0.0,271.70190005920495,2.0,Labeling,19.0,2.0,6.0,0.0
P0142,Motor,Voice_Control,Checkout,1.0,108.9123863274935,0.0,None,14.0,4.0,7.0,1.0
P0143,Motor,Keyboard_Only,,1.0,64.7979842663502,0.0,None,23.0,4.0,7.0,2.0
P0144,Motor,Voice_Control,Checkout,1.0,96.87451260969766,3.0,Labeling,9.0,4.0,5.0,2.0
P0145,Cognitive,None,Navigation,0.0,78.6647270928105,4.0,Compatibility,21.0,1.0,6.0,3.0
P0146,Hearing,None,Navigation,1.0,23.758212030082806,1.0,Labeling,17.0,4.0,6.0,0.0
,Visual,Screen_Reader,Search,1.0,115.32045439908109,0.0,None,11.0,1.0,5.0,3.0
P0148,Hearing,None,Form_Submit,1.0,137.746691006439,3.0,Navigation,16.0,2.0,7.0,0.0
P0149,Motor,Voice_Control,Form_Submit,0.0,101.20453999693703,1.0,Navigation,21.0,4.0,5.0,3.0
P0150,Visual,Screen_Reader,Checkout,0.0,137.97915664425773,3.0,Labeling,20.0,5.0,7.0,1.0
P0151,Visual,Magnifier,Form_Submit,1.0,134.49164862616828,5.0,Navigation,18.0,4.0,6.0,4.0
P0152,Cognitive,None,Form_Submit,0.0,465.88489678792405,0.0,None,20.0,2.0,6.0,1.0
P0153,Cognitive,None,Search,1.0,100.11609811948432,0.0,None,17.0,4.0,4.0,1.0
P0154,Cognitive,None,Search,0.0,162.70008741267426,1.0,Focus,25.0,,5.0,3.0
P0155,Visual,Magnifier,Search,0.0,148.08727898854394,3.0,Labeling,22.0,3.0,5.0,0.0
P0156,Motor,Voice_Control,Search,1.0,66.63120479457994,0.0,None,8.0,4.0,6.0,2.0
P0157,Visual,Screen_Reader,Navigation,0.0,386.66320387465095,4.0,Compatibility,26.0,3.0,4.0,2.0
P0158,Cognitive,None,Navigation,0.0,28.6972499362324,3.0,Labeling,18.0,3.0,7.0,1.0
P0159,Cognitive,None,Form_Submit,1.0,77.75964383201276,0.0,None,8.0,4.0,5.0,0.0
P0160,Motor,Keyboard_Only,Form_Submit,1.0,77.61825415815798,1.0,Focus,19.0,1.0,6.0,3.0
P0161,Motor,Keyboard_Only,Checkout,0.0,187.27476311858885,6.0,Focus,21.0,3.0,6.0,2.0
P0162,Hearing,None,Checkout,0.0,145.07599017784352,0.0,None,29.0,4.0,5.0,3.0
P0163,Cognitive,None,Checkout,1.0,103.42028448102202,2.0,Compatibility,5.0,5.0,5.0,8.0
P0164,Cognitive,None,Navigation,1.0,68.17220290546197,3.0,Focus,24.0,3.0,6.0,0.0
P0165,Cognitive,None,Navigation,0.0,202.3063078192332,0.0,None,28.0,1.0,5.0,1.0
P0166,Motor,Keyboard_Only,Checkout,0.0,212.26990906535679,0.0,None,33.0,5.0,6.0,0.0
P0167,Motor,Voice_Control,Navigation,1.0,44.32455187159141,4.0,Compatibility,12.0,2.0,5.0,1.0
P0168,Cognitive,None,,1.0,47.10553103609231,1.0,Focus,,3.0,4.0,1.0
P0169,Motor,Keyboard_Only,Form_Submit,1.0,170.95231932711982,4.0,Focus,19.0,4.0,5.0,4.0
P0170,Motor,Voice_Control,Navigation,0.0,218.02587234624144,0.0,None,29.0,2.0,5.0,4.0
P0171,Cognitive,None,Search,1.0,19.59399166348215,0.0,None,15.0,3.0,6.0,4.0
P0172,Visual,Screen_Reader,Search,1.0,17.84073470781018,5.0,Labeling,13.0,3.0,7.0,2.0
P0173,Motor,Keyboard_Only,Search,0.0,91.09720937732519,2.0,Compatibility,25.0,3.0,4.0,1.0
P0174,Motor,Voice_Control,Navigation,0.0,205.66570493043548,4.0,Focus,31.0,5.0,5.0,4.0
P0175,Hearing,None,Navigation,1.0,100.85493772739252,3.0,Navigation,22.0,2.0,5.0,
P0176,Hearing,None,Navigation,0.0,621.9018776113156,2.0,Labeling,26.0,4.0,6.0,2.0
P0177,,None,Navigation,0.0,96.46641662778545,0.0,None,22.0,4.0,7.0,1.0
P0178,Hearing,None,Form_Submit,0.0,45.399596683423745,4.0,Navigation,21.0,3.0,7.0,5.0
P0179,Hearing,None,Checkout,1.0,105.70532746167504,2.0,Focus,19.0,1.0,6.0,2.0
P0180,Cognitive,None,Form_Submit,1.0,209.58952210015667,5.0,Labeling,13.0,5.0,6.0,
P0181,Visual,Magnifier,Search,0.0,246.77912470331083,0.0,None,28.0,3.0,7.0,1.0
P0182,Motor,Keyboard_Only,Search,1.0,89.83958108865191,4.0,Labeling,14.0,4.0,6.0,2.0
P0183,Visual,Magnifier,Checkout,0.0,35.43293545319446,0.0,None,14.0,4.0,6.0,1.0
P0184,Cognitive,None,Form_Submit,1.0,329.4634534797962,6.0,Navigation,15.0,3.0,5.0,3.0
P0185,Motor,Keyboard_Only,Navigation,0.0,18.00868728503436,0.0,None,25.0,4.0,,3.0
P0186,Visual,Screen_Reader,,1.0,115.45712576633005,4.0,Focus,18.0,5.0,6.0,0.0
P0187,Visual,Screen_Reader,Checkout,0.0,415.2946714350047,0.0,None,24.0,2.0,6.0,3.0
P0188,Motor,Voice_Control,Checkout,0.0,83.27687581662379,7.0,Focus,15.0,3.0,6.0,2.0
P0189,Cognitive,None,Navigation,1.0,46.788609899983854,3.0,Focus,17.0,3.0,6.0,2.0
P0190,Hearing,None,Checkout,1.0,459.7937611914148,1.0,Compatibility,9.0,2.0,4.0,1.0
P0191,Hearing,None,Navigation,1.0,213.98101713544827,2.0,Labeling,15.0,3.0,6.0,1.0
P0192,Cognitive,None,Checkout,1.0,53.59517196270244,0.0,None,18.0,5.0,6.0,2.0
P0193,Visual,Magnifier,Checkout,1.0,51.83442252339728,0.0,None,17.0,4.0,7.0,2.0
P0194,Hearing,None,Search,0.0,43.72536467070156,3.0,Focus,19.0,4.0,6.0,3.0
P0195,Cognitive,None,Form_Submit,0.0,50.77886920736589,1.0,Compatibility,30.0,2.0,4.0,1.0
P0196,Motor,Keyboard_Only,Navigation,0.0,98.64846395658364,4.0,Focus,24.0,1.0,6.0,2.0
P0197,Visual,Screen_Reader,Navigation,0.0,51.33032769237589,3.0,Focus,35.0,2.0,5.0,1.0
P0198,Hearing,None,Navigation,1.0,,2.0,Labeling,17.0,4.0,5.0,2.0
P0199,Hearing,None,Form_Submit,1.0,31.852858363557303,3.0,Labeling,13.0,4.0,6.0,3.0
P0200,Visual,Magnifier,Form_Submit,1.0,35.06467227723926,1.0,Focus,19.0,4.0,4.0,2.0
P0201,Cognitive,None,Form_Submit,1.0,69.80466427483724,1.0,Labeling,16.0,3.0,5.0,2.0
P0202,,Screen_Reader,Checkout,1.0,328.3143210771751,1.0,Navigation,25.0,3.0,5.0,1.0
P0203,Hearing,None,Checkout,0.0,69.13052956255027,0.0,None,26.0,4.0,4.0,1.0
P0204,Cognitive,None,Checkout,1.0,25.214404962245265,1.0,Labeling,15.0,1.0,4.0,3.0
P0205,Hearing,None,Navigation,0.0,283.0526134361405,2.0,Navigation,30.0,4.0,5.0,2.0
P0206,Cognitive,None,Search,1.0,49.55977769085575,3.0,Focus,22.0,3.0,7.0,1.0
P0207,Cognitive,None,Search,1.0,122.00025464484935,3.0,,15.0,4.0,6.0,1.0
P0208,Hearing,None,Checkout,1.0,61.18537178269608,0.0,None,19.0,5.0,5.0,1.0
P0209,Motor,Keyboard_Only,Search,1.0,148.5172524581055,2.0,Focus,13.0,3.0,4.0,1.0
P0210,Hearing,None,Navigation,1.0,55.00108756554231,0.0,None,14.0,4.0,5.0,1.0
P0211,Visual,Screen_Reader,Form_Submit,1.0,58.76633327835212,0.0,None,23.0,5.0,5.0,0.0
P0212,Visual,Screen_Reader,Checkout,1.0,72.00860891653733,4.0,Compatibility,,3.0,4.0,4.0
P0213,Hearing,None,Form_Submit,1.0,62.75562612647698,4.0,Focus,20.0,3.0,7.0,1.0
P0214,Cognitive,None,Navigation,0.0,175.48690179858173,1.0,Compatibility,25.0,4.0,6.0,2.0
P0215,Cognitive,None,Search,1.0,78.44891610263367,1.0,Compatibility,17.0,5.0,6.0,3.0
P0216,Hearing,None,Form_Submit,1.0,8.263843519074843,0.0,None,14.0,3.0,4.0,2.0
P0217,Motor,Keyboard_Only,Search,0.0,83.52952238690378,2.0,Compatibility,25.0,3.0,6.0,2.0
P0218,Motor,Keyboard_Only,Search,1.0,80.40882680972457,3.0,Navigation,15.0,3.0,5.0,2.0
P0219,Hearing,None,Form_Submit,1.0,46.55412176108061,5.0,Navigation,15.0,3.0,7.0,2.0
P0220,Hearing,None,Form_Submit,1.0,367.4226658015,2.0,Navigation,13.0,5.0,5.0,3.0
P0221,Hearing,None,Navigation,1.0,357.79587611415127,0.0,None,19.0,1.0,,1.0
P0222,Hearing,None,Checkout,1.0,75.4635642769216,1.0,Compatibility,21.0,2.0,6.0,3.0
P0223,Visual,Screen_Reader,Navigation,1.0,62.09230642626256,3.0,Navigation,13.0,4.0,7.0,4.0
P0224,Cognitive,None,Checkout,1.0,148.33432081983477,5.0,Compatibility,16.0,5.0,5.0,4.0
P0225,Hearing,None,Checkout,0.0,102.47157211949198,3.0,Focus,31.0,3.0,6.0,0.0
P0226,Motor,Voice_Control,Form_Submit,1.0,192.36079141879026,1.0,Navigation,20.0,4.0,5.0,5.0
P0227,Cognitive,None,Checkout,1.0,41.13579508780073,1.0,Compatibility,11.0,,7.0,8.0
P0228,,Magnifier,Navigation,1.0,42.149145189503976,0.0,None,14.0,3.0,6.0,3.0
P0229,Cognitive,None,Checkout,0.0,107.48615251170531,0.0,None,29.0,4.0,5.0,1.0
P0230,Visual,Screen_Reader,Form_Submit,0.0,76.10281016132905,4.0,Focus,23.0,1.0,6.0,3.0
P0231,Visual,Magnifier,Checkout,1.0,105.56348533627576,4.0,Navigation,11.0,1.0,6.0,1.0
P0232,Hearing,None,Search,0.0,53.80547262741305,2.0,Compatibility,25.0,3.0,7.0,1.0
P0233,Motor,Keyboard_Only,Navigation,0.0,132.807661357457,0.0,None,22.0,3.0,7.0,2.0
P0234,Cognitive,None,Navigation,0.0,46.22548662768684,6.0,Navigation,20.0,2.0,6.0,1.0
P0235,Visual,Screen_Reader,Search,1.0,60.81784863665623,3.0,Compatibility,15.0,4.0,5.0,0.0
P0236,Hearing,None,Checkout,0.0,22.251602877784475,3.0,Focus,26.0,4.0,7.0,4.0
P0237,Motor,Voice_Control,Checkout,1.0,47.38023976575671,6.0,Labeling,8.0,4.0,7.0,2.0
P0238,Visual,Magnifier,Form_Submit,0.0,26.305998850589127,1.0,Navigation,29.0,5.0,5.0,1.0
P0239,Hearing,None,Navigation,1.0,169.85022676332633,2.0,Compatibility,7.0,4.0,5.0,2.0
P0240,Cognitive,None,Checkout,1.0,235.05351311471378,0.0,None,13.0,1.0,6.0,1.0
P0241,Motor,Keyboard_Only,Search,0.0,19.18820247795925,2.0,Focus,27.0,5.0,6.0,4.0
P0242,Visual,Screen_Reader,Navigation,1.0,17.197911969329233,3.0,Compatibility,15.0,3.0,6.0,3.0
P0243,Hearing,None,Navigation,0.0,35.662878753645565,0.0,,22.0,1.0,5.0,2.0
P0244,Cognitive,None,Form_Submit,1.0,56.7627455889958,6.0,Compatibility,16.0,4.0,6.0,1.0
P0245,Visual,Screen_Reader,Form_Submit,0.0,147.92240435541555,1.0,Compatibility,,3.0,6.0,0.0
P0246,,Voice_Control,Search,1.0,142.00357491829692,0.0,None,14.0,1.0,4.0,1.0
P0247,Motor,Voice_Control,Search,1.0,184.1332891980895,5.0,Labeling,21.0,3.0,5.0,0.0
P0248,Motor,Voice_Control,Search,1.0,239.12819108452928,5.0,Focus,11.0,3.0,5.0,1.0
P0249,Motor,Voice_Control,Navigation,1.0,70.21938524507942,2.0,Navigation,,1.0,5.0,3.0
P0250,,None,Checkout,0.0,21.814887868815674,4.0,Navigation,32.0,5.0,6.0,5.0
P0251,Motor,Voice_Control,Navigation,1.0,22.317678995525966,1.0,Labeling,,2.0,6.0,3.0
P0252,Cognitive,None,Navigation,0.0,61.379111921507764,2.0,Labeling,30.0,5.0,6.0,4.0
P0253,Motor,Keyboard_Only,Form_Submit,1.0,49.01050185933185,0.0,None,9.0,4.0,5.0,1.0
P0254,Hearing,None,Navigation,0.0,39.462584588395444,2.0,Focus,32.0,4.0,6.0,1.0
P0255,Hearing,None,Form_Submit,0.0,66.04290053694584,0.0,None,19.0,3.0,5.0,0.0
P0256,Cognitive,None,Navigation,1.0,146.74274834347966,5.0,Navigation,20.0,3.0,7.0,0.0
