Player_ID,Session_ID,Level_Number,Play_Duration_s,Actions_Per_Minute,Deaths,Score,XP_Gained,Time_in_Menu_s,Item_Used,Game_Mode,Engagement_Score,Session_Success
Player_0034,,16.0,343.04669243761435,51.0,3.0,,2721.756413534304,7.706843872664955,Grenade,Solo,61.2514612521184,1.0
Player_0182,Player_0182_S4,20.0,149.26108057961497,33.0,5.0,2426.4460586566033,3450.19805825881,14.92015726456063,Mana_Potion,Competitive,72.60234311893039,1.0
Player_0130,Player_0130_S4,13.0,68.6596093447068,41.0,3.0,23971.50088607336,6174.592452118485,24.177724154172004,None,Solo,78.77007895940194,1.0
Player_0136,Player_0136_S1,8.0,112.9059091845631,45.0,6.0,4313.391056356439,1812.4016641742078,11.051866255316616,Mana_Potion,Competitive,52.97341110840013,1.0
Player_0175,Player_0175_S1,13.0,105.69029165708277,43.0,2.0,46997.58427453338,2022.3998402559046,82.20255735953377,Grenade,Competitive,87.94541475844785,1.0
Player_0182,Player_0182_S4,13.0,104.01848269508618,45.0,3.0,14354.624772445675,2222.058392725859,20.239081416286904,Shield,Solo,58.41465954417053,0.0
Player_0147,Player_0147_S1,7.0,50.34369720729073,56.0,4.0,30192.102846520545,6759.194090501489,27.038717973933835,Shield,Competitive,86.3339473804817,
Player_0148,Player_0148_S2,20.0,363.8653585108513,51.0,5.0,26840.661229434343,16728.375421534543,15.46566837719016,Grenade,Cooperative,72.67449337514626,1.0
Player_0011,Player_0011_S3,4.0,10.577149733452556,44.0,4.0,223269.03249529836,1861.391396713963,20.494590465661908,Health_Potion,Competitive,80.9632116167945,0.0
,Player_0165_S2,20.0,1369.5241625142967,48.0,1.0,11699.93825287892,974.9933164777534,15.04956340799807,Grenade,Solo,58.319603256155474,1.0
Player_0050,Player_0050_S1,11.0,40.604731641271165,37.0,1.0,28531.11981258082,3981.2843405566446,16.978995010501716,Shield,Competitive,,0.0
Player_0011,Player_0011_S2,6.0,93.68510834559987,48.0,1.0,45075.419588392724,11185.988630826423,19.871487283852648,Health_Potion,Competitive,80.28642835256706,0.0
Player_0184,Player_0184_S2,,85.55671127796096,41.0,2.0,46732.69479703891,7780.609813893743,17.413979872208014,Shield,,49.45085984068523,0.0
Player_0115,Player_0115_S4,20.0,101.80362076861455,,4.0,17312.486637589223,14927.882994674823,33.861563286313505,None,Cooperative,53.875467711141525,1.0
Player_0141,Player_0141_S3,11.0,698.8441424017183,48.0,1.0,17663.11863173957,5554.969895838632,29.71073152072789,Grenade,Cooperative,47.110945560325575,0.0
Player_0025,Player_0025_S1,10.0,369.2790229061105,46.0,4.0,28354.493478048422,21727.70440142999,3.552710582986413,Grenade,Competitive,49.37980079821783,0.0
Player_0102,Player_0102_S3,20.0,85.79833760074615,39.0,4.0,63170.22272371244,2145.443313006097,6.247841424097673,Mana_Potion,Solo,81.9123818877449,0.0
Player_0111,Player_0111_S2,,74.37434178797128,47.0,1.0,68328.79902137519,1168.1016899532365,30.798193749059685,Grenade,Solo,65.59984580495016,0.0
Player_0069,Player_0069_S1,13.0,836.7218116258637,48.0,2.0,,1775.7272651197325,16.74430628511833,Shield,Cooperative,74.13634095782618,0.0
Player_0014,Player_0014_S1,2.0,598.1715498808779,43.0,2.0,55183.348409264545,2918.887982705552,20.318022929450493,Grenade,Competitive,81.23949980678614,1.0
Player_0197,Player_0197_S2,15.0,59.02647869831477,41.0,2.0,8214.34389098623,5602.631896206567,39.099850186079635,Mana_Potion,Solo,61.584257747573176,1.0
Player_0086,Player_0086_S2,15.0,62.215886599022106,40.0,2.0,3348.707903931326,14223.619765722882,20.481013308241522,Health_Potion,Solo,77.79809119592214,1.0
Player_0024,Player_0024_S4,3.0,2069.9919478932566,39.0,1.0,7772.7859865488645,7467.475766341936,22.142340599929053,Shield,Solo,64.7444591204647,0.0
Player_0089,Player_0089_S4,,240.68994285635583,46.0,3.0,65569.13343668355,1693.4174061277686,12.936864896903698,Mana_Potion,Competitive,91.5158586330563,1.0
Player_0080,Player_0080_S3,13.0,16.589677167038964,56.0,4.0,7202.35722488034,9138.696234173669,26.059815502955402,Grenade,Solo,74.66735485780603,1.0
Player_0046,Player_0046_S2,6.0,1256.6296597513674,50.0,0.0,98544.54075327913,10894.663648114123,41.29716027641373,Shield,Competitive,69.03805317208574,0.0
Player_0040,Player_0040_S1,5.0,67.3910459616173,46.0,3.0,30820.70559697821,2089.158977762763,17.035341677298337,None,Competitive,81.62168164107601,1.0
Player_0118,Player_0118_S4,18.0,163.80073751191287,39.0,4.0,4208.587037338996,,15.884725649805047,None,Competitive,73.74522863681116,1.0
Player_0161,Player_0161_S4,,61.061927314094106,44.0,4.0,22055.688167579217,1157.5955978514903,9.15835144053869,Mana_Potion,Competitive,94.654166375644,0.0
Player_0131,,14.0,46.127326312022404,54.0,2.0,6727.474200291359,4061.0745811179845,6.123794201974203,Shield,Cooperative,38.42870134154748,1.0
Player_0105,Player_0105_S1,13.0,155.18945414193368,48.0,2.0,31136.014964197522,3778.4236371961456,10.55500571092107,Health_Potion,Solo,79.38255015099678,
Player_0189,Player_0189_S4,3.0,102.95261726073213,38.0,3.0,4960.748306242933,3384.7285564497342,18.143110855571344,None,Competitive,57.42137444495727,
Player_0042,Player_0042_S4,4.0,66.60851920008248,32.0,3.0,24085.78021328272,2370.3685919026234,6.133419225334745,None,Solo,58.97352798463441,1.0
Player_0118,Player_0118_S3,9.0,79.78286857753098,41.0,1.0,14512.76534243442,5857.071815182534,8.251190725454466,Grenade,Cooperative,60.516623908924274,0.0
Player_0009,Player_0009_S3,2.0,173.59344881714136,39.0,0.0,1426.0882436316244,6421.871703770772,29.507052592697608,Shield,Competitive,77.06850530916881,0.0
Player_0162,Player_0162_S3,14.0,102.64826502991123,48.0,3.0,56384.40416278737,7045.370551598643,18.882378207477583,Health_Potion,Competitive,64.48552105941313,0.0
Player_0188,Player_0188_S3,15.0,995.6373857292738,47.0,3.0,6109.004365865495,8689.426638951834,9.805782896402611,Mana_Potion,Cooperative,40.749682472250804,1.0
Player_0156,Player_0156_S3,13.0,18.47178139174755,53.0,1.0,10117.537925801284,5939.552277125229,4.637625589993742,Shield,Cooperative,62.03538288319578,1.0
Player_0107,Player_0107_S1,8.0,1191.2149779868423,50.0,1.0,66230.10113833261,13547.713002490624,69.3540518008271,Shield,Cooperative,70.40139695183127,1.0
Player_0086,Player_0086_S1,2.0,37.38662499138449,41.0,2.0,6907.520070193349,904.4098846479543,20.724180242365644,Grenade,Competitive,57.19450072439071,1.0
Player_0100,Player_0100_S1,11.0,186.72417629585107,39.0,1.0,17794.42450349238,9915.761025001615,16.813474571264134,None,Competitive,51.415677145002206,1.0
Player_0006,Player_0006_S4,12.0,555.8843167684912,40.0,5.0,75038.64344575786,2754.6268478126467,14.319616420904394,Grenade,Cooperative,70.35649392765275,1.0
Player_0189,Player_0189_S1,19.0,475.088789413962,43.0,2.0,39349.35628417661,3048.929366889882,49.1939261901502,Health_Potion,Cooperative,77.76247692517127,1.0
Player_0200,Player_0200_S1,20.0,450.8741877620033,50.0,2.0,14620.283223114055,482.15200208433345,12.483199833222553,Mana_Potion,Competitive,59.00089465247098,1.0
Player_0039,Player_0039_S3,6.0,89.52770284827787,39.0,4.0,36984.89176987688,2973.6231714257556,12.09132023419396,Shield,Competitive,71.32666405498608,1.0
Player_0100,Player_0100_S4,1.0,1248.701646563404,43.0,3.0,15030.656752845904,,,Grenade,Solo,76.53116653699435,1.0
Player_0007,Player_0007_S4,1.0,95.924034781326,30.0,3.0,24921.198297590363,7343.795011096514,17.23742880969411,None,Cooperative,91.62478471450748,1.0
Player_0184,Player_0184_S2,15.0,501.1638077257011,46.0,0.0,20306.87090095069,3902.035816446187,20.050754838852303,Shield,,39.096661418070475,0.0
Player_0014,Player_0014_S4,19.0,112.40987506262286,56.0,4.0,54195.91751974326,2626.040785085236,27.396643350747482,Grenade,Competitive,,1.0
Player_0064,Player_0064_S4,20.0,238.87093503795518,45.0,0.0,12029.528297194604,5896.608102474058,15.259486081515778,Shield,,81.5018032813952,1.0
Player_0013,Player_0013_S1,17.0,92.04146587004011,41.0,1.0,35506.81081589829,3416.611412085491,20.6784514968302,Shield,Competitive,87.18099344598122,1.0
Player_0047,Player_0047_S4,19.0,72.01762637748894,39.0,2.0,11141.158136571476,873.3921448056665,10.563483485525953,Grenade,Cooperative,76.97331284685681,1.0
Player_0067,Player_0067_S4,9.0,1625.0137077289498,43.0,0.0,17393.07164008793,529.0531882961535,20.548636629789147,Shield,Competitive,54.76971888703493,0.0
Player_0128,Player_0128_S1,6.0,286.2647436476264,35.0,0.0,15648.122768537853,3232.3662692536545,11.872650260340938,Shield,Competitive,66.85862555404987,0.0
Player_0154,Player_0154_S3,13.0,107.71664270468814,55.0,0.0,19478.614406733235,1427.8453543801274,63.594596121568934,Grenade,Solo,44.47367941445333,0.0
Player_0143,Player_0143_S3,18.0,57.93013748875211,52.0,1.0,16687.289182254022,1231.2982013331903,2.2811145333293688,Grenade,Competitive,37.82246712203545,1.0
Player_0021,,7.0,13.108539086439508,45.0,1.0,32220.351064713705,3129.6448823504943,22.13548504318103,Grenade,Cooperative,67.65390810164517,1.0
Player_0064,Player_0064_S1,12.0,183.91895825824594,50.0,2.0,9900.789528502388,1256.6267658424233,58.901251361422695,Mana_Potion,Cooperative,93.50373574592048,1.0
Player_0065,Player_0065_S4,6.0,,46.0,1.0,183687.79543196736,3189.3941825736615,103.7632343254026,Shield,Competitive,76.12413950190067,0.0
Player_0150,Player_0150_S2,19.0,156.3287523559122,48.0,1.0,12154.62393092971,2882.4775994663296,12.194199417956055,Shield,Competitive,51.74294791413504,
Player_0084,Player_0084_S1,10.0,103.74140067661124,40.0,0.0,41466.89487844934,4381.90919543055,32.97108944129433,None,Solo,71.77596277170827,1.0
Player_0090,Player_0090_S4,12.0,757.9733746008313,48.0,2.0,9065.272873774285,3692.0052796359423,12.317295827972572,Shield,Cooperative,70.71907947747783,1.0
Player_0131,Player_0131_S3,16.0,41.85703758666907,43.0,1.0,6906.38253265558,277.9960312372893,80.95068761811164,Grenade,Cooperative,67.37103620205615,1.0
Player_0180,Player_0180_S4,17.0,89.20599223611347,31.0,0.0,37376.01882196935,1894.0753901533035,140.87159106727975,Grenade,Cooperative,40.166986306902345,1.0
Player_0010,Player_0010_S1,1.0,53.8899655933853,35.0,3.0,9681.894308895922,657.2932002465262,15.308323003226263,Mana_Potion,Cooperative,71.25191751444422,1.0
Player_0167,Player_0167_S1,11.0,135.57350449060797,47.0,2.0,31711.909666110034,4497.488323787062,22.983563232656856,Grenade,Cooperative,73.40100026500815,0.0
Player_0032,Player_0032_S4,16.0,10.468509229850357,48.0,,82213.23821662793,4983.21378360722,26.682954380872456,Health_Potion,Competitive,60.27820151157569,1.0
Player_0075,Player_0075_S3,3.0,217.06588998003053,46.0,1.0,26443.206961032072,8307.167879717335,31.234421987097207,Shield,Competitive,,0.0
Player_0073,Player_0073_S1,14.0,210.94850437879185,42.0,2.0,5527.750036665432,1886.0372183919935,163.65892545800762,Health_Potion,Cooperative,64.8465763442645,0.0
Player_0162,Player_0162_S2,13.0,110.6351757278354,51.0,0.0,13074.926344275478,2626.548694062703,17.3333369742933,Shield,Competitive,61.0850656268774,1.0
Player_0043,Player_0043_S2,16.0,260.43764384405506,58.0,2.0,17232.23577374962,1810.538459812491,41.62988726628922,Health_Potion,Solo,64.17331726667742,0.0
,Player_0169_S2,17.0,12.08197952326888,45.0,2.0,8094.931722923789,9219.51989140502,10.81021549115239,Shield,Competitive,56.569410040717926,0.0
Player_0029,Player_0029_S2,14.0,20.375025667553793,51.0,2.0,72968.49884434562,2365.207095585898,31.05146747466117,Health_Potion,Cooperative,74.70698224912044,0.0
Player_0172,Player_0172_S3,11.0,356.260257885604,38.0,0.0,9692.340633307922,1593.2576220683086,21.53258593144154,Shield,Cooperative,89.45048254167018,1.0
Player_0145,Player_0145_S1,14.0,48.00158560575197,48.0,2.0,29858.479770152404,5815.801818980752,16.234457766880745,Grenade,Competitive,63.225741325713656,1.0
Player_0184,Player_0184_S1,11.0,26.55534217860981,47.0,8.0,14088.079647037885,3117.0471537534822,45.48087506949014,Health_Potion,,56.641780573156964,1.0
Player_0049,Player_0049_S3,10.0,598.7336975156265,50.0,3.0,15979.354606764664,5030.358066154428,68.92809514499983,None,Solo,75.57599841540666,0.0
Player_0124,Player_0124_S4,11.0,146.69351341045143,34.0,2.0,16021.81020227812,6241.538063588044,11.629211014699633,Health_Potion,Cooperative,71.76612532670505,0.0
Player_0071,Player_0071_S1,6.0,913.6643670578911,41.0,3.0,13121.28143287505,2232.0397738463766,14.28007893775437,,Cooperative,70.9030511134697,0.0
Player_0066,Player_0066_S3,12.0,126.25594189921951,44.0,2.0,18994.430339586357,6957.039961889935,30.605820399253187,None,Competitive,32.44091789911957,
Player_0044,Player_0044_S1,13.0,34.17663938192129,46.0,4.0,8768.952786025264,658.3718683187602,13.095623326622187,Mana_Potion,Cooperative,54.60964996212705,0.0
Player_0003,Player_0003_S3,20.0,412.9247470139433,64.0,4.0,11809.532685438446,1731.236877577095,35.135914520535515,Mana_Potion,Competitive,58.6222985845122,1.0
Player_0049,Player_0049_S4,14.0,109.26365299681491,48.0,6.0,37042.70268182536,2486.867861943151,9.835423282993315,Grenade,Solo,72.34699584518577,1.0
Player_0133,Player_0133_S4,3.0,223.44613589305857,41.0,1.0,15175.589007071585,3127.4172168134305,17.72341735759532,Grenade,Cooperative,60.78810636907777,1.0
Player_0047,Player_0047_S3,2.0,100.2824321166938,45.0,3.0,10000.409936128448,9533.639412011209,15.043773912271476,Health_Potion,Cooperative,73.83811035971664,1.0
Player_0126,Player_0126_S3,12.0,1019.4315510961075,49.0,3.0,114678.95778751974,1443.388443561189,17.146489637494458,Mana_Potion,Solo,36.275642564744736,0.0
Player_0079,Player_0079_S1,11.0,204.4626506172023,46.0,1.0,,16845.6152531287,48.81621278153269,Mana_Potion,Solo,79.84441234825773,0.0
Player_0116,Player_0116_S2,11.0,398.5156647481202,43.0,1.0,122553.33989074934,14819.436234291872,23.638866365476332,Grenade,Solo,76.22417834157542,1.0
Player_0037,Player_0037_S4,2.0,1469.4237930916026,48.0,4.0,20753.466976695985,5617.095456808222,44.66873071344453,,Solo,62.934268446992036,1.0
Player_0172,Player_0172_S3,2.0,111.30375088016908,51.0,4.0,16368.152377232012,1034.39979695176,8.088016198744283,Grenade,Solo,80.60597860200158,0.0
Player_0099,,8.0,47.47706272519828,34.0,1.0,159737.73552494662,321.35830976635646,11.663104814811806,,Competitive,90.62446986679741,1.0
Player_0085,Player_0085_S3,5.0,65.39334254820716,44.0,0.0,11784.215471466248,1708.8126943511563,30.205045706753264,Health_Potion,Solo,73.81623296689821,1.0
Player_0133,Player_0133_S2,19.0,41.26903594968865,,1.0,35333.05087470648,4752.3840205957395,35.56477976260423,Grenade,Solo,61.406228956782485,1.0
Player_0135,Player_0135_S3,1.0,588.7689948716763,54.0,2.0,6628.958867352658,3672.4420402937963,10.638119984258722,Mana_Potion,Cooperative,52.53934766363356,1.0
Player_0165,Player_0165_S2,13.0,473.3389490380891,31.0,4.0,42292.306971580816,2999.035028269884,49.41653692685514,None,Cooperative,43.658392739955126,0.0
Player_0158,Player_0158_S1,10.0,128.6719736512209,37.0,0.0,29672.91627574272,645.4761592731409,2.9608846232490653,Shield,Solo,70.10186221420992,1.0
Player_0026,Player_0026_S1,3.0,16.0591670138419,44.0,2.0,4813.658151418738,616.377018373052,17.703372165737854,Shield,Solo,53.63156459219538,1.0
Player_0166,Player_0166_S2,2.0,33.75343097415374,47.0,1.0,10031.15921822092,1055.6100614060015,16.240906555732447,Health_Potion,Cooperative,61.64837721330987,1.0
Player_0030,Player_0030_S2,16.0,42.15042624382018,37.0,4.0,6575.424663300259,3903.053236670308,20.11883777507141,Health_Potion,Cooperative,78.08578368282129,0.0
Player_0139,Player_0139_S3,1.0,60.578352479982875,43.0,1.0,13680.743355442206,5947.703824598099,9.910237929925678,Health_Potion,Solo,58.43703429271396,1.0
Player_0181,Player_0181_S3,,165.28494287487925,47.0,3.0,21479.285960648245,4377.906130457213,11.940329298822254,Shield,Solo,69.01184666844004,1.0
Player_0132,Player_0132_S2,6.0,367.06260456513894,43.0,4.0,24139.7780034826,3022.223165164234,28.12025648920815,Health_Potion,Solo,88.05811833457776,0.0
Player_0075,Player_0075_S1,19.0,712.6766626377018,46.0,2.0,842.0093090439167,2255.549790280261,35.7783158882264,Health_Potion,Competitive,48.90684721484175,1.0
Player_0055,Player_0055_S3,9.0,368.5382186844044,41.0,2.0,45907.514293477376,874.7492798482108,26.315413579650887,None,Solo,76.55998389449498,0.0
Player_0095,Player_0095_S2,6.0,230.70415042087402,49.0,1.0,6145.503377769682,651.2845510333032,28.8754409289377,Health_Potion,Competitive,70.33260547562202,1.0
Player_0078,Player_0078_S1,20.0,166.04456427598876,34.0,2.0,11388.773729516304,5601.506125133344,20.849039347510107,Mana_Potion,Cooperative,85.34672738555984,
Player_0070,Player_0070_S4,15.0,1204.9999901542812,56.0,5.0,17776.15893914582,4603.358295428142,12.650695446069138,None,Competitive,69.87034436973121,0.0
Player_0194,Player_0194_S2,10.0,357.74937287055377,40.0,3.0,29623.590259935518,6050.225502736787,14.923687673635433,Shield,Solo,48.74574208476493,0.0
Player_0079,Player_0079_S3,18.0,209.45938855878438,49.0,2.0,7907.320757568597,7058.63539064226,9.040143094547687,Health_Potion,Solo,76.59650681485937,1.0
Player_0030,Player_0030_S1,14.0,253.3675744169346,38.0,2.0,10776.65821016328,207.34571094875594,22.60201623743368,Health_Potion,Cooperative,75.26083930698158,1.0
Player_0115,Player_0115_S2,17.0,30.743514675472316,49.0,1.0,11371.854636115082,4229.256139049623,59.74149760433342,Health_Potion,Competitive,72.45525625333435,0.0
Player_0159,Player_0159_S2,11.0,790.5090112778727,54.0,1.0,19411.615199330463,3929.938240149648,76.81053824170408,None,Cooperative,57.67354180171409,0.0
Player_0090,Player_0090_S3,4.0,954.1297287209505,55.0,1.0,33600.92561104362,7950.966805868011,55.786448009862966,None,Competitive,72.05662325693785,1.0
Player_0070,Player_0070_S1,17.0,1038.575745936017,37.0,2.0,2693.728266640401,4875.07951292618,13.062688441529549,Shield,Solo,67.66791488255201,1.0
Player_0005,Player_0005_S4,6.0,150.26843766005354,53.0,2.0,,10699.196402321524,14.004882505680486,Mana_Potion,Competitive,81.50266950424168,1.0
Player_0131,Player_0131_S2,13.0,96.93514526707223,34.0,2.0,4882.6505823181105,10724.472616528856,9.899662152398264,Mana_Potion,Solo,80.60714295413915,0.0
Player_0167,Player_0167_S2,3.0,102.18536666851719,40.0,2.0,38778.45582362579,10513.55754509024,34.25894988234304,Shield,Competitive,60.72865765406902,1.0
Player_0131,Player_0131_S2,,551.9529024028566,40.0,1.0,724.9918366055875,378.1709016153048,25.275290705333173,None,Solo,65.31385917184322,1.0
Player_0177,Player_0177_S2,12.0,269.09439432018223,38.0,3.0,27189.59122177863,5283.051676559281,12.61731400221643,None,Solo,57.55704981026625,0.0
Player_0179,Player_0179_S2,4.0,88.90665372614981,42.0,4.0,10704.590559129796,1151.8910433971296,17.151817471432985,Health_Potion,Cooperative,45.97773718460566,1.0
Player_0023,Player_0023_S4,15.0,373.6955702331262,54.0,2.0,27830.423047661236,2687.997029697606,32.620648686908496,Shield,Competitive,84.75416476062352,0.0
Player_0194,Player_0194_S2,4.0,529.6307231194648,34.0,1.0,94377.97630276723,44768.82048789182,38.17632571014745,Grenade,Solo,68.85158844635949,1.0
Player_0154,Player_0154_S2,18.0,19.673822804019856,47.0,,1135.4485545829116,1527.2706539215367,5.340585539855056,Grenade,Cooperative,69.36565571484013,1.0
Player_0071,Player_0071_S1,8.0,,44.0,1.0,7450.037139640682,13328.801726471698,25.27130410239657,Health_Potion,Solo,66.31741842291558,1.0
Player_0113,Player_0113_S2,17.0,178.97583039046617,40.0,0.0,7753.680974953571,2573.173789139865,125.45458395036545,Shield,Cooperative,39.17927370881143,0.0
Player_0073,Player_0073_S2,5.0,359.98711357924896,50.0,2.0,13439.435042176867,10771.255801516309,78.47695646897984,Shield,Solo,56.4171001712512,1.0
Player_0183,Player_0183_S4,2.0,84.96449684839446,40.0,1.0,34813.76383914108,5328.961690354946,65.77064974684114,Grenade,Competitive,58.49386968702967,1.0
Player_0179,Player_0179_S4,4.0,120.40660274119779,47.0,0.0,57504.04399448203,3961.4022025228146,7.313862836933711,Mana_Potion,Cooperative,74.75954108997237,1.0
Player_0055,Player_0055_S1,16.0,105.00784498061516,,5.0,31312.76997657146,3203.004516400237,19.36353597617197,Grenade,Solo,,1.0
Player_0161,Player_0161_S2,7.0,61.65987937433603,40.0,2.0,94629.55817836913,1653.6227163350356,45.223217558041355,Shield,Cooperative,85.71225916868845,1.0
Player_0007,Player_0007_S1,17.0,273.15266518183813,47.0,,37381.42939561655,3593.3932414517203,13.334143729579631,None,Competitive,55.090977758634395,0.0
Player_0195,Player_0195_S4,3.0,27.81637055331418,50.0,3.0,15985.234510187624,8207.074320485046,38.07385313558354,Mana_Potion,Solo,52.71338667883845,1.0
Player_0074,Player_0074_S1,3.0,556.027787443587,49.0,4.0,5640.4346274397685,7916.392234227409,38.61426700947407,None,Competitive,75.65486957129855,1.0
Player_0101,Player_0101_S4,9.0,74.82226961223934,58.0,0.0,38123.82623557359,835.2339329528243,19.350003973226162,Health_Potion,Cooperative,34.27986205891511,1.0
Player_0105,Player_0105_S2,2.0,,42.0,2.0,9839.806512328974,7970.3785440770525,14.794029918607368,Shield,Cooperative,35.58634848249079,1.0
Player_0198,Player_0198_S4,2.0,129.7225667817059,38.0,1.0,12725.789189962332,3545.40709793404,37.86772453538143,Mana_Potion,Cooperative,80.2074948553415,0.0
Player_0009,Player_0009_S3,18.0,62.99320021451542,47.0,2.0,46364.21206518873,9608.663780326902,9.483527863148767,Mana_Potion,Solo,75.74496295982733,1.0
Player_0162,Player_0162_S3,2.0,67.18245003198832,42.0,1.0,6732.527031890353,12901.526161439173,29.936720741165814,Shield,Cooperative,78.08412077448675,1.0
Player_0046,Player_0046_S1,9.0,235.59900324830033,50.0,1.0,11229.851812240946,527.7331144501374,16.07809229404293,Shield,Cooperative,62.157245654951446,0.0
Player_0199,Player_0199_S4,7.0,86.58602257216468,36.0,1.0,162600.49783579222,9875.15425634618,18.53502485647229,Mana_Potion,Solo,60.887508434987325,1.0
Player_0158,Player_0158_S2,12.0,78.92716941575016,47.0,2.0,51537.90821379148,1271.3416041151993,10.806654323186285,None,Competitive,64.03541831714247,0.0
Player_0071,Player_0071_S2,16.0,1060.833064831625,47.0,1.0,6309.122878237293,474.60999701005744,13.487287703078472,Shield,Competitive,86.40350115080582,1.0
Player_0147,Player_0147_S1,2.0,489.36676725141905,41.0,1.0,37494.309186897604,1610.2312390505285,66.82285959100739,Health_Potion,Cooperative,74.2804768058767,1.0
Player_0081,Player_0081_S4,11.0,,42.0,2.0,22313.685339775526,13739.038911726388,24.770832406693184,Health_Potion,Solo,62.490754617777455,1.0
,Player_0034_S3,5.0,353.5323087035258,42.0,4.0,5863.722745321904,,18.5380476897335,Health_Potion,Solo,53.201784833620614,1.0
Player_0183,Player_0183_S4,5.0,187.20754770384121,44.0,1.0,9335.723243003089,14588.960485517708,10.907275276308335,Mana_Potion,Cooperative,46.63032141083743,0.0
Player_0164,Player_0164_S4,4.0,373.3346366974152,46.0,5.0,96542.27820420389,1344.5416084088902,59.93253524327233,,Solo,51.46873569513731,1.0
Player_0033,Player_0033_S1,1.0,228.57725155822655,41.0,2.0,50908.956813859506,1557.0230844330558,69.01951184755198,Shield,Competitive,71.28321984202763,1.0
Player_0178,Player_0178_S1,8.0,82.75040364512783,43.0,1.0,18750.943065018248,21013.52015542593,16.55484789251905,Mana_Potion,Cooperative,60.3203314998001,1.0
Player_0078,Player_0078_S3,20.0,179.46008398972143,49.0,1.0,17646.548869658123,6346.702444983479,34.70474727711058,Grenade,,22.456329542578867,0.0
Player_0186,Player_0186_S1,14.0,189.74184947743007,48.0,2.0,3991.883867719451,5012.946722442812,23.244739421240382,None,Competitive,57.31186306153096,0.0
,Player_0045_S2,1.0,16.22594359401237,46.0,1.0,21104.49827061485,1019.9120467819021,21.584880996698782,None,Solo,47.16952627898041,1.0
Player_0066,Player_0066_S1,17.0,19.50991097192518,37.0,1.0,17672.280135926772,1244.0442716620814,25.995822450513394,,Solo,34.815403460211826,1.0
Player_0157,Player_0157_S3,14.0,84.54079937716169,55.0,1.0,13892.66747989107,6305.645238171191,7.884809131675197,None,Solo,77.18548768400885,1.0
