User_ID,Session_ID,Turn_Number,User_Message_Text,Bot_Response_Text,Intent_Label,Intent_Confidence,Response_Latency_ms,Resolution_Success,User_Sentiment_Score,Escalated_to_Human,Task_Type,End_of_Session
U00159,U00159_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.6973866921977181,196.06009995472098,1.0,,0.0,Transactional,0.0
U00502,U00502_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9288011315119207,242.12303751272285,0.0,-1.3700487703607176,,Informational,0.0
U00053,U00053_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.8346924719892939,167.78653371179476,1.0,-0.16804996419035317,0.0,Support,0.0
U00094,U00094_S1,4.0,Sample user message for return,Bot response for return,return,0.6751869699654788,368.9454584265493,1.0,0.9850976114836894,0.0,Transactional,0.0
U00554,U00554_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7826037199356368,297.1058968612615,1.0,1.1378154249468067,0.0,Support,0.0
U00056,U00056_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.6260313642788724,576.7813434221121,,0.712450911908988,1.0,Informational,0.0
U00322,U00322_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.7853550887962681,447.7048793593973,1.0,-0.7770087134977006,0.0,Informational,0.0
U00240,U00240_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6472146897043063,235.20942124795798,1.0,-0.892049460374757,0.0,Transactional,1.0
U00256,U00256_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.8634168212102105,195.2573509003157,1.0,1.5545189173563947,0.0,Support,0.0
,U00548_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.4602921268651895,352.3964375782428,0.0,0.5363037646902665,0.0,Support,0.0
U00494,U00494_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.682394730095665,319.5145512006773,1.0,-0.5854041800771266,0.0,Support,0.0
U00579,U00579_S1,4.0,,Bot response for return,return,0.9290111241579889,324.37687644632945,0.0,,0.0,Support,0.0
U00452,U00452_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6769816512158939,575.8744796425557,0.0,-0.0525688947938948,0.0,Informational,0.0
U00704,U00704_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.5787046743018976,310.38253577514905,1.0,2.38815950059282,0.0,Support,0.0
U00710,U00710_S1,7.0,Sample user message for billing,Bot response for billing,billing,0.6643514664793977,109.5397681477743,1.0,0.3468930425122936,0.0,Informational,0.0
U00044,U00044_S1,8.0,Sample user message for general_info,Bot response for general_info,general_info,0.8752525620064594,580.6381868974275,1.0,2.2852304795157234,0.0,Informational,1.0
U00221,U00221_S1,1.0,Sample user message for order_status,Bot response for order_status,order_status,0.6490395365667081,776.2983768654858,1.0,-0.4510110112550311,0.0,Support,0.0
U01187,U01187_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9436724851852079,130.52262586942976,1.0,-0.08303608082739962,0.0,Support,0.0
U00267,U00267_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.9092773269776507,149.63826221395496,1.0,0.9334354180813598,0.0,Informational,0.0
U00346,U00346_S1,4.0,Sample user message for order_status,Bot response for order_status,order_status,0.8127209788039225,222.8716150323036,1.0,-0.04089332623945219,0.0,Support,0.0
U00109,U00109_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8624321695727843,306.6765746116683,1.0,-0.29308953851367026,0.0,,0.0
U00882,U00882_S1,6.0,Sample user message for return,Bot response for return,return,0.6942294148404845,2770.594220590431,0.0,0.5025503772962203,0.0,Support,0.0
U00396,U00396_S1,7.0,Sample user message for return,Bot response for return,return,0.8420483334409385,167.17794455378893,1.0,-0.022504445370255897,0.0,Support,0.0
U00061,U00061_S1,8.0,Sample user message for return,Bot response for return,return,0.7610782769374329,181.64608912108204,1.0,-0.653493194145729,0.0,Support,1.0
U00568,U00568_S1,1.0,Sample user message for order_status,Bot response for order_status,order_status,0.7883979468978629,95.18067743323796,1.0,-0.9056929760908351,0.0,Informational,0.0
U00582,U00582_S1,2.0,Sample user message for return,Bot response for return,return,0.810829602600436,861.8037574388088,1.0,0.36557702569477984,0.0,Informational,0.0
U00287,U00287_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.48228215972185823,229.68214665442292,1.0,-0.5478708509861311,0.0,,0.0
U00026,U00026_S1,4.0,Sample user message for return,Bot response for return,return,,132.5846299486155,1.0,1.3212760044767708,0.0,Informational,0.0
U01043,U01043_S1,5.0,Sample user message for order_status,Bot response for order_status,order_status,0.8693015463515077,952.3692753074522,1.0,0.7605350443476765,0.0,Transactional,0.0
U01115,U01115_S1,6.0,Sample user message for billing,Bot response for billing,billing,0.9599134092424032,890.2123534089031,0.0,-0.5614210136019135,0.0,Transactional,0.0
U00967,U00967_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.8579371279734919,2514.145108608366,0.0,0.09051936185028282,0.0,Support,0.0
U00773,U00773_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6908496282720293,119.87908076471707,1.0,0.3285380120338041,0.0,Transactional,1.0
U01102,U01102_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.7331932837848049,272.8727411180893,1.0,0.18631645573686742,0.0,Support,0.0
U00165,U00165_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.7392179204484809,439.42353877434084,1.0,2.5412367225334256,0.0,Support,0.0
U00349,U00349_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.8732488650119677,673.5284577290141,0.0,-0.22449524372320068,0.0,Informational,0.0
U00304,U00304_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.5460512396569279,471.7668570997125,1.0,-0.3101950704525416,0.0,Informational,0.0
U01096,U01096_S1,5.0,Sample user message for order_status,Bot response for order_status,order_status,0.8608710483780351,278.5785769766312,1.0,1.915049783577924,0.0,,0.0
U00204,U00204_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.9040872763402225,382.01043529824784,1.0,0.5517435467441205,0.0,Support,0.0
U00117,U00117_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5405709952215325,155.77928251742608,1.0,-0.15070392299358698,0.0,Informational,0.0
U00636,U00636_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9540028183867447,783.3701298485302,0.0,-0.8770047093305249,0.0,Support,1.0
U00296,U00296_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.9594203237473997,313.0714450344718,1.0,1.6891537349686603,0.0,Transactional,0.0
,U00899_S1,2.0,Sample user message for return,Bot response for return,return,0.8383005484118208,286.2452554851322,1.0,0.5118057736479181,0.0,Support,0.0
U00001,U00001_S1,3.0,Sample user message for order_status,,order_status,0.9016684426496898,53.29943083655784,1.0,0.1751379318525187,0.0,Transactional,0.0
U01046,U01046_S1,,Sample user message for technical_support,Bot response for technical_support,technical_support,0.969644057727382,332.3488486510032,1.0,-0.3529503786641491,0.0,Support,0.0
U01185,U01185_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,,285.8947061041221,1.0,-1.1627430585734564,0.0,Informational,0.0
U00830,U00830_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.5904685645091381,206.47280658481876,1.0,2.0521047274403745,0.0,Support,0.0
U00398,U00398_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.9604503748092955,2172.4698351959078,0.0,1.3592410122593288,0.0,Support,0.0
U00662,U00662_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.897052220515362,1571.460816330402,0.0,-1.3438882559429612,1.0,Transactional,1.0
U01016,U01016_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9015429841734449,330.43532411917306,1.0,1.6522830138334577,0.0,Transactional,0.0
U00602,U00602_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.858312852126185,388.96197190479234,0.0,2.915301349013321,0.0,Transactional,0.0
U00029,U00029_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.663893195165494,104.97544218743079,1.0,-2.214866521301824,0.0,Informational,0.0
U00020,U00020_S1,4.0,Sample user message for general_info,Bot response for general_info,general_info,0.6759860829839749,136.70836460519536,1.0,0.8924983149736557,0.0,Transactional,0.0
U00512,U00512_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.9335156316315444,264.00863233239085,1.0,-0.1673842746114639,0.0,Support,0.0
U00643,U00643_S1,6.0,Sample user message for return,Bot response for return,return,0.7733434319920579,309.28961762406436,1.0,0.7640358297471328,0.0,Transactional,0.0
U00234,U00234_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6547435033937747,179.23016315555162,1.0,-0.812663355176173,0.0,Informational,0.0
U00816,U00816_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.8718915623890899,300.16951350264833,1.0,1.126200499171862,0.0,Transactional,1.0
U00826,U00826_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.7937245709918472,1296.8447109322065,0.0,0.01760482549975119,0.0,Transactional,0.0
U00716,U00716_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.8457468401082081,225.7159613776124,1.0,-0.4155200956542394,0.0,Transactional,0.0
U01150,U01150_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.6124974274762366,181.54939715053052,1.0,0.5439019936279774,0.0,Support,0.0
U00173,U00173_S1,4.0,Sample user message for return,Bot response for return,return,0.8360361478452344,745.4515594563909,1.0,2.188770228131997,0.0,Informational,0.0
U00733,U00733_S1,5.0,Sample user message for return,Bot response for return,return,0.7847192737505859,362.9182543385777,1.0,-1.315547158720244,0.0,Informational,0.0
U01159,U01159_S1,6.0,Sample user message for billing,Bot response for billing,billing,0.8306987823105054,148.84325522691154,1.0,1.5781001667197168,0.0,Informational,0.0
U00111,U00111_S1,7.0,Sample user message for billing,Bot response for billing,billing,0.877695521851087,342.07077260352037,1.0,0.07997926452279247,0.0,,0.0
U00792,U00792_S1,8.0,Sample user message for return,Bot response for return,return,0.7320294168024548,1024.8511227194094,0.0,-1.6751273147845631,0.0,Transactional,
U00027,U00027_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9131456017295212,159.744162495961,1.0,1.076288622247877,0.0,Support,0.0
U00051,U00051_S1,2.0,Sample user message for return,Bot response for return,return,0.6155519297028939,350.30950737299156,1.0,0.7819635073743205,0.0,Transactional,0.0
U00937,U00937_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.954081668372392,423.9001450428835,0.0,0.8956047315223097,0.0,Support,0.0
,U00190_S1,4.0,Sample user message for general_info,Bot response for general_info,general_info,0.9238655139213691,147.2103686225454,1.0,-0.2762427792236012,0.0,Support,0.0
U00375,U00375_S1,5.0,Sample user message for billing,Bot response for billing,billing,0.6863185848107761,724.8130515142346,1.0,-1.1730715347518628,0.0,Support,0.0
U01108,U01108_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.8744810515754018,124.75477526711566,1.0,,0.0,Informational,0.0
U01054,U01054_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.9397537346391437,627.1965463622547,1.0,0.19000342344315657,0.0,Support,0.0
U00370,U00370_S1,8.0,Sample user message for billing,Bot response for billing,billing,0.8111972402904563,447.66783730971576,1.0,-1.3845082238924935,0.0,Informational,1.0
U00380,U00380_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.7192568838777398,679.104771271204,1.0,-1.0010021673756337,0.0,Informational,0.0
U00060,U00060_S1,2.0,,Bot response for billing,billing,0.8051960935973121,492.55253098580425,1.0,0.4495596242137348,0.0,Informational,0.0
U00177,U00177_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.6719477972512524,1993.2828120251966,0.0,1.354483091613965,0.0,Transactional,0.0
U00717,U00717_S1,4.0,Sample user message for return,Bot response for return,return,0.835737042695315,169.07942322757154,1.0,1.1970994499578447,0.0,Transactional,0.0
U00296,U00296_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.941154879693662,,0.0,-2.241076275291379,0.0,Support,0.0
U00210,U00210_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.8417135889030282,141.3229832244559,1.0,1.2461752500364542,0.0,Informational,0.0
U01131,U01131_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5209438298901286,50.79210208921898,1.0,0.3051139294060525,0.0,Informational,0.0
U00044,U00044_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8667556273748892,435.2098098929398,1.0,-0.653885292460383,0.0,,1.0
U00309,U00309_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7483624535944692,918.0944149298316,1.0,-1.035472927786118,0.0,Transactional,0.0
U00689,U00689_S1,2.0,Sample user message for return,Bot response for return,return,0.827210302140994,263.3679820911622,1.0,2.0741631705397254,0.0,Transactional,0.0
U01240,U01240_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.6833546674950314,217.48974751974578,1.0,-0.41206590152952316,0.0,Support,0.0
U00489,U00489_S1,4.0,Sample user message for order_status,Bot response for order_status,order_status,0.9253047906492895,420.1505719724648,1.0,-0.07827784971366578,0.0,Transactional,0.0
U00292,U00292_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6889000950330239,141.609591939686,1.0,0.23281707881411856,0.0,Informational,0.0
U00755,U00755_S1,6.0,Sample user message for return,,return,0.8437799563406572,,1.0,0.06069036664206332,0.0,Support,0.0
U01233,U01233_S1,7.0,Sample user message for return,Bot response for return,return,0.6488387581747266,676.2683593275359,1.0,-0.3335625813062627,0.0,Support,0.0
U00661,U00661_S1,8.0,Sample user message for billing,Bot response for billing,billing,,1281.5283883861136,0.0,-0.8700383563571574,0.0,Support,1.0
U00067,U00067_S1,1.0,,Bot response for order_status,order_status,0.808294382121137,358.48381779540154,1.0,-0.7467093132862668,0.0,Support,0.0
U00344,U00344_S1,2.0,Sample user message for general_info,Bot response for general_info,general_info,0.8603571058555568,210.4666650037733,1.0,-1.1725509822158733,0.0,Support,0.0
U00943,U00943_S1,3.0,Sample user message for return,Bot response for return,return,0.6722480504632771,271.6204749137332,1.0,0.0388052000997532,0.0,Support,0.0
U00422,U00422_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.9068773128456008,556.8036331377767,1.0,-0.5524361817301305,0.0,Informational,0.0
U00187,U00187_S1,5.0,Sample user message for order_status,Bot response for order_status,order_status,0.7326238376488838,97.04122735102263,1.0,-0.5873078258335742,0.0,Support,0.0
U00089,U00089_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.9866059113734719,170.10482275389433,1.0,-0.07375762176407646,0.0,Transactional,0.0
U01178,U01178_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.981080792256765,1194.7145652427323,0.0,-0.2572869732362441,0.0,Transactional,0.0
U01189,U01189_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.33806539703198935,282.5854716738488,0.0,0.007140087387146359,0.0,Informational,1.0
U00014,U00014_S1,1.0,Sample user message for order_status,Bot response for order_status,order_status,0.8531838681026959,282.69435418982727,1.0,-0.7266295396334477,0.0,Support,0.0
U00449,U00449_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.9164445238551615,407.1113325702683,1.0,0.20064989406405911,0.0,Informational,0.0
U01239,U01239_S1,3.0,Sample user message for return,Bot response for return,return,0.5053784322289651,445.52985726508194,0.0,0.017914936532688778,0.0,Transactional,0.0
U00938,U00938_S1,4.0,Sample user message for order_status,Bot response for order_status,order_status,0.8431234838098447,111.16788368227648,1.0,0.6494345585200162,0.0,Support,0.0
U00012,U00012_S1,5.0,Sample user message for return,Bot response for return,return,0.8744240918503148,248.9368294774945,1.0,-1.557279651845334,0.0,Informational,0.0
U00655,U00655_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.9171020576009288,118.01101005138547,1.0,0.5248626693476446,,Informational,0.0
U00962,U00962_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.7855061653642309,1213.9214112272798,0.0,-0.8556751439905625,0.0,Informational,0.0
U00658,U00658_S1,8.0,Sample user message for return,Bot response for return,return,0.7052722080938492,304.4058722639758,1.0,0.7318252852134578,0.0,Informational,1.0
U00694,U00694_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8018149107671231,205.39985430642645,1.0,0.6191378070341347,0.0,Informational,0.0
U00029,U00029_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.47936636878088634,689.3153170647292,0.0,1.571431555327562,0.0,Informational,0.0
U00222,U00222_S1,3.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6215063290100065,239.14455669125724,0.0,-0.7404474954191762,0.0,Transactional,0.0
U01206,U01206_S1,4.0,Sample user message for general_info,Bot response for general_info,general_info,0.844373780381164,479.42728362404836,1.0,0.41793409488193217,0.0,Informational,0.0
U00143,U00143_S1,5.0,Sample user message for return,Bot response for return,return,0.9400438527253907,138.55763205171337,1.0,0.48237955578679914,0.0,Informational,0.0
U00692,U00692_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.8410146492199805,213.6221067367436,1.0,0.8034412418871723,0.0,Informational,0.0
U00121,U00121_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.7286176217509134,320.366948068249,1.0,0.7349178076254771,0.0,Transactional,0.0
U01008,U01008_S1,8.0,Sample user message for general_info,Bot response for general_info,general_info,0.9029295269923017,,0.0,-0.02366903039419932,0.0,Support,1.0
U01173,U01173_S1,1.0,Sample user message for return,Bot response for return,return,0.9097003978101591,124.55866445267222,1.0,0.31440596068538634,0.0,Support,0.0
U00532,U00532_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.7723673104595657,151.08599551875685,1.0,-2.085001035636379,0.0,Informational,0.0
U01227,U01227_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.7355425064725141,166.02606065593366,1.0,-0.8660430644631533,0.0,,0.0
U00389,U00389_S1,4.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7347543248131959,149.36106969238307,1.0,-0.6011168904605019,0.0,Informational,0.0
U00535,U00535_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8329360961062618,787.2736843094452,0.0,0.24664344214156692,0.0,Support,0.0
U00453,,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.9454488395601014,201.0180627898021,1.0,,0.0,,0.0
U01030,U01030_S1,7.0,Sample user message for billing,Bot response for billing,billing,0.8576913308126733,779.0499384866753,0.0,-0.34142199452014044,0.0,Support,0.0
,U01085_S1,8.0,Sample user message for return,Bot response for return,return,0.7899935286870219,763.0489601524378,,0.6238710130585614,0.0,Support,1.0
U00332,U00332_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.6647546942573888,110.74313253310163,1.0,-0.8468357367180668,0.0,Informational,0.0
U01210,U01210_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.5005702622535974,307.2999453128162,1.0,0.049704359133658185,0.0,Support,0.0
U01222,U01222_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.6673833145481355,423.2182595629497,1.0,-0.8439984970058744,0.0,Support,
U01031,U01031_S1,4.0,Sample user message for return,Bot response for return,return,0.8816710605001835,218.654601801031,1.0,0.497243857944388,0.0,Transactional,0.0
U00345,U00345_S1,5.0,Sample user message for order_status,Bot response for order_status,order_status,0.9388598582394541,198.8539549829549,1.0,1.4092101785223514,0.0,Transactional,0.0
U01098,U01098_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.8525734171976147,544.701104266691,0.0,-1.4041840414843205,0.0,,0.0
U00038,U00038_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.8163449513129263,861.0898221876029,1.0,,0.0,Support,0.0
U00369,U00369_S1,8.0,Sample user message for billing,Bot response for billing,billing,0.7488422681014196,193.9968996734754,1.0,0.910920579920644,0.0,Transactional,1.0
U00939,U00939_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.8866617698897824,1065.3895041862227,0.0,-1.2650710476782039,0.0,Informational,0.0
U00192,U00192_S1,2.0,Sample user message for general_info,Bot response for general_info,general_info,0.8305390242805827,701.0542692760927,0.0,0.9512527652229019,1.0,Informational,0.0
,U01155_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.6601715143937359,1536.123548273755,0.0,-0.9348533079392799,0.0,Informational,0.0
U00906,U00906_S1,4.0,Sample user message for return,Bot response for return,return,0.9377227699744117,156.45069565715812,1.0,0.5620584587046693,0.0,Transactional,0.0
U00637,U00637_S1,5.0,Sample user message for order_status,Bot response for order_status,order_status,0.7273238549064327,445.6125612910339,0.0,-0.3302287903107611,0.0,Support,0.0
U00436,U00436_S1,6.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9245648234983183,272.3012001100075,1.0,0.18972138784853973,0.0,Informational,0.0
U00470,U00470_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7458022806803227,121.89990200577688,1.0,-1.3865871969909922,0.0,Transactional,0.0
U01028,U01028_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.8676532187191764,834.0010154285882,0.0,0.7703067991796462,0.0,Informational,1.0
U01143,U01143_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.6771193882158393,226.75211355652692,1.0,,0.0,Informational,0.0
U00642,U00642_S1,2.0,,Bot response for order_status,order_status,0.5019899048291354,159.31119002690386,1.0,0.2900803641978134,0.0,Support,0.0
U00874,U00874_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.7337709170117108,345.8912710354591,1.0,-0.03059632851916498,0.0,Support,0.0
U01208,U01208_S1,4.0,Sample user message for order_status,Bot response for order_status,order_status,0.8311234180927576,289.8957610145022,1.0,1.4845192967895815,0.0,Informational,0.0
U00462,U00462_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.8551939589241406,185.40315257394897,1.0,1.0011211911731137,0.0,Transactional,0.0
,U01230_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.7919122489615271,149.8625986523505,1.0,0.7239767996938091,0.0,Transactional,0.0
U01161,U01161_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.7836896056917962,500.3730219720076,1.0,-1.041224337241314,0.0,Support,0.0
U00654,U00654_S1,8.0,Sample user message for general_info,Bot response for general_info,general_info,0.7551095494639217,1142.509773534786,0.0,1.0057974360535982,0.0,Informational,
U00578,U00578_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.45460011370294773,469.72718875558985,0.0,0.16916700938385046,0.0,Support,0.0
U01233,U01233_S1,2.0,Sample user message for general_info,Bot response for general_info,general_info,0.8965625637076005,748.1605647135879,0.0,1.3560083597818426,0.0,Support,0.0
U00250,U00250_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.6958077877955576,135.1782588007465,1.0,-0.8683098848482649,0.0,Support,0.0
U00324,U00324_S1,4.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9436671517700926,469.31938389920566,0.0,-1.530927292820776,0.0,Informational,0.0
U00064,U00064_S1,,Sample user message for order_status,Bot response for order_status,order_status,0.7390509083132569,392.51498114743566,1.0,0.189427989504337,0.0,Informational,0.0
U00736,U00736_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.8982938720197753,362.42064551457673,,0.8784156339614263,0.0,Support,0.0
U00375,,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.8485713066116896,192.58631483892762,1.0,0.9870743997727575,0.0,Transactional,0.0
U01177,U01177_S1,8.0,Sample user message for technical_support,Bot response for technical_support,,0.8967640478555379,1672.8949188302927,0.0,-1.4741848496022678,1.0,Informational,1.0
U01016,U01016_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5252553668716294,260.5613573573257,1.0,0.6569530314199006,0.0,Informational,0.0
U00722,U00722_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.7570364076851882,682.7061025920658,0.0,1.8143161028105022,0.0,Transactional,0.0
,U00730_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.7986942885429912,110.8764574775881,1.0,-0.12158566642739567,,Informational,0.0
U00045,U00045_S1,4.0,Sample user message for order_status,Bot response for order_status,order_status,0.6559633399885931,117.4161786790289,1.0,-0.21774752301850647,0.0,Transactional,0.0
U00462,U00462_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.51407884011647,274.89358359922414,0.0,-0.42260174545412765,0.0,Informational,0.0
U00597,U00597_S1,6.0,Sample user message for technical_support,Bot response for technical_support,technical_support,,202.67411868381018,1.0,2.9742222142484738,0.0,Support,0.0
U00921,U00921_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.8638282151918446,83.9851149898846,1.0,1.724251638770644,0.0,Support,0.0
U00347,U00347_S1,,Sample user message for order_status,Bot response for order_status,order_status,0.8776907725598759,483.1767957160742,0.0,-0.010113807075114197,0.0,Support,1.0
U00608,U00608_S1,1.0,Sample user message for return,Bot response for return,return,0.8257542932715013,215.59789312084666,1.0,0.9379148281541012,0.0,Support,0.0
