User_ID,Cohort_Date,Feature_Name,Feature_Used,Days_Since_Launch,Usage_Count,Retention_Day_1,Retention_Day_7,Retention_Day_30,Session_Length_s,Engagement_Score,Subscription_Status,Region,Device_Type
U00037,,Notifications,1.0,22.0,5,1,1.0,0.0,45.32411633128532,63.963744332193386,0.0,EU,Desktop
U00038,2024-01-27,Profile_Edit,1.0,59.0,3,1,0.0,0.0,126.4653237496942,39.936906260502205,1.0,US,Tablet
U00039,2024-01-03,Search,1.0,,4,1,0.0,0.0,35.8053909862668,56.336824934739596,1.0,EU,Mobile
U00040,2024-01-21,Notifications,1.0,6.0,5,1,1.0,0.0,66.89089279283519,71.41466726928374,0.0,Other,Desktop
U00041,2024-01-27,Notifications,1.0,24.0,5,1,0.0,0.0,107.32089705639919,86.86834810938645,0.0,EU,Mobile
U00042,2024-01-04,Dark_Mode,0.0,6.0,0,1,0.0,0.0,48.248899735971136,30.127577370807874,1.0,EU,Tablet
U00043,2024-01-04,Export_Data,1.0,43.0,5,1,1.0,1.0,53.38701578926036,79.21218771624963,1.0,ASIA,Desktop
U00044,2024-01-01,Notifications,1.0,9.0,5,1,,0.0,98.82031297963076,48.25023439301601,1.0,EU,Desktop
U00045,2024-01-14,Search,1.0,32.0,4,0,0.0,0.0,50.69407817721664,72.95607896464487,1.0,EU,
U00046,2024-01-16,Search,0.0,29.0,0,0,0.0,0.0,401.7227819328769,31.03913424089506,0.0,ASIA,Mobile
U00047,2024-01-28,Export_Data,1.0,55.0,8,1,0.0,0.0,36.345727750358535,57.79445028390672,0.0,US,Desktop
U00048,2024-01-20,Export_Data,0.0,29.0,0,1,0.0,0.0,39.686987560326514,20.561482234538765,0.0,EU,Tablet
U00049,2024-01-23,Notifications,0.0,11.0,0,1,1.0,0.0,,22.053811570446307,1.0,EU,Mobile
U00050,2024-01-23,Notifications,1.0,22.0,4,1,0.0,0.0,29.650351178433546,80.81111311396964,0.0,US,Mobile
