User_ID,Session_ID,Task_Name,Task_Success,Time_to_Complete_s,Error_Rate_%,Satisfaction_Score,Cognitive_Load_Score,System_Latency_ms,Click_Error_Rate,Average_Path_Length,Help_Accessed,Post_Task_Confidence,Device_OS,Timestamp
U00011,S000011,Upload,0.0,10.804325059219128,12.543359504544116,5.698581880090164,5.0,56.37400709605136,1.346462088735107,7.0,0.0,5.0,Android,2024-03-12
U00012,S000012,Search,1.0,26.35960920362839,2.3699487320273853,4.387196295201913,1.0,54.253492677605905,1.5556315036255655,3.0,1.0,3.0,iOS,2024-02-06
U00013,S000013,Login,1.0,174.58523780418795,2.8948579922903126,4.3170756424373495,1.663386727702795,83.85007227118422,5.5382758574596425,4.0,1.0,4.0,iOS,2024-02-28
U00014,S000014,Search,,137.74628170206202,2.6564300291497682,6.42873644126951,3.340611699831772,77.84131038905485,0.4645087172368524,5.0,0.0,5.0,iOS,2024-02-03
U00015,S000015,Upload,1.0,40.926669133009455,5.176622204234197,7.0,4.356945625490172,105.42105685714807,3.893485818532288,7.0,0.0,4.0,Windows,2024-01-08
U00016,S000016,Settings,1.0,37.04286859096638,2.240844495204784,4.940666988616299,4.48321758392226,58.34740464009465,1.3260830477459484,6.0,,5.0,Android,2024-03-28
U00017,S000017,Login,0.0,60.64852798623814,10.15482046866946,,3.584711176344967,87.92826912177712,0.21362909127861118,6.0,0.0,5.0,Android,2024-01-27
U00018,S000018,Login,0.0,82.83774030630508,13.356311058365073,5.877524205265379,4.463796866008882,29.921690101876344,8.377858303638519,6.0,0.0,3.0,Windows,2024-02-09
U00019,S000019,Upload,,32.24089740321445,2.899287407386952,4.95824721052318,4.112424951469968,110.74007021638053,0.014932384532216797,4.0,0.0,3.0,Windows,2024-03-11
U00020,S000020,Search,1.0,127.43250260088398,3.2678914503986487,6.062680204874873,3.7395360647974534,34.740914778705985,2.843000219012781,9.0,0.0,5.0,iOS,2024-01-08
U00021,S000021,Search,1.0,35.6110428769861,0.23969261342023251,6.486481443612449,2.5614868794683936,33.598985495970666,1.1746155557462703,4.0,0.0,5.0,iOS,2024-03-12
U00022,S000022,Checkout,1.0,14.351372560862744,2.0014014091344077,6.062936788136045,3.300449796109342,39.23895192823137,3.2728640137301483,4.0,0.0,4.0,Windows,2024-03-27
U00023,S000023,Login,1.0,25.397556345000655,0.6818763454384645,6.025362219178604,3.847895357037776,29.676781043245942,2.3043112997924813,4.0,1.0,5.0,Windows,2024-01-14
U00024,S000024,Checkout,1.0,10.267803892879444,1.0153080805813457,5.238424546856629,,252.02011776179666,3.172024318340989,,1.0,4.0,Windows,2024-01-27
U00025,S000025,Search,1.0,10.627201958156606,2.17896567075774,5.485785975647444,1.9532021484424473,46.79219846572789,0.6140661180657477,3.0,0.0,5.0,Android,2024-03-07
U00026,S000026,Upload,1.0,35.23431535693227,3.12238689210796,4.38669639741623,2.389944464712435,53.365591000513106,2.84002869822869,6.0,1.0,4.0,MacOS,2024-03-17
U00027,S000027,Upload,1.0,34.60694786817599,3.3203248511464443,6.874574868372219,2.8034522067009218,31.840269702201326,0.12984864172624458,4.0,0.0,5.0,iOS,2024-03-30
U00028,S000028,Upload,1.0,103.24659724231722,2.9099153048520128,6.862823797481267,3.0005179055229267,63.69744211170828,3.297370351023893,4.0,1.0,3.0,iOS,2024-02-01
U00029,S000029,Search,0.0,25.08878339977134,12.240840518741887,4.209346945459103,3.9642074443375726,32.26475501921581,0.9520263191519149,8.0,1.0,3.0,Android,2024-01-08
U00030,S000030,Settings,1.0,19.696908933413393,5.475111261267695,5.071467480052591,4.226477290682691,74.17501450162466,5.576047480840461,3.0,0.0,4.0,Android,2024-02-05
U00031,S000031,Search,1.0,51.3401224877865,5.436561749067311,2.753775019931771,3.3827876258330054,166.9294980029894,0.15422071695271494,4.0,0.0,5.0,iOS,2024-03-06
U00032,S000032,Search,1.0,41.39071187493756,0.6799945096825692,7.0,3.912986203468591,73.53798795202177,4.601031466746548,5.0,0.0,3.0,iOS,2024-01-02
U00033,S000033,Upload,0.0,106.26106752659955,10.667635939581409,5.408848965584398,3.7611062199176666,37.77716048835796,6.761837471322935,2.0,0.0,4.0,Windows,2024-03-22
U00034,S000034,Settings,1.0,49.5195823325399,2.3269084217544034,5.661804915946119,3.073567585042167,36.24595630149231,0.6762192344256283,8.0,0.0,4.0,Windows,2024-02-13
U00035,S000035,Login,1.0,37.12272377936439,6.844097982985787,6.533690078755154,1.9684853893526661,54.83438523011968,6.781992204722724,3.0,0.0,5.0,iOS,2024-02-14
U00036,S000036,Upload,1.0,86.00523225036127,2.4720659179221975,4.002970973996433,3.2032747372501085,92.41834397589562,0.7114014655583338,5.0,1.0,3.0,Android,2024-02-23
U00037,S000037,Checkout,1.0,56.9989689438854,5.222472916727646,3.7721526471782307,3.1609361371749736,22.842832414858428,0.8058210701774435,9.0,0.0,3.0,MacOS,2024-01-11
U00038,S000038,Login,1.0,40.32814175323388,,4.993663784358122,2.4119876860830503,83.9725941156324,3.8891994482955603,4.0,1.0,5.0,MacOS,2024-01-10
U00039,S000039,,1.0,46.87570912705456,3.073486844378457,5.097862477006442,2.535385729059377,33.43317488527586,0.24750020942626033,5.0,1.0,5.0,MacOS,2024-03-09
U00040,S000040,Login,0.0,27.941886325559018,11.609854438344065,4.675030352824688,4.398386690249723,24.414604010038044,0.6208657633710177,8.0,0.0,4.0,Windows,2024-03-21
U00041,S000041,Settings,0.0,42.111087969393715,11.796551914684244,7.0,5.0,60.796235900979454,10.397884185229936,4.0,1.0,5.0,Windows,2024-02-09
U00042,S000042,Login,0.0,31.191323366335638,10.44495542396421,2.839485927098935,4.539102149692348,58.75474488443641,1.5218787452424252,5.0,0.0,4.0,iOS,2024-01-03
U00043,S000043,Upload,0.0,18.507113575073895,10.22483106369116,4.014978995778207,3.872613917438464,26.56025415385209,1.4444921588551864,3.0,1.0,4.0,Windows,2024-03-22
U00044,S000044,Checkout,1.0,163.45033001310463,2.0353191771643147,7.0,3.418078943372299,75.70407151293352,0.12097425142857071,5.0,1.0,5.0,iOS,2024-01-24
U00045,S000045,Upload,1.0,9.031165855842625,7.034080776028256,7.0,2.481291850828388,36.3153737418166,1.3064147698018655,4.0,0.0,5.0,iOS,2024-01-20
U00046,S000046,Login,1.0,,1.494921048010614,4.553670120532195,2.97477196329554,58.40231811302134,0.5433643770566357,4.0,0.0,5.0,MacOS,2024-03-24
U00047,S000047,Login,1.0,37.992711595372384,0.8729910210069697,6.815848758705056,3.9627054212209605,32.569146774296215,0.7092407393838361,6.0,0.0,3.0,Android,2024-01-29
U00048,S000048,Login,0.0,74.58622891863088,10.511342304855471,5.205299803644573,4.837798018134245,26.74890233282158,0.37211202416371475,5.0,1.0,5.0,MacOS,2024-01-30
U00049,S000049,Upload,1.0,19.91595886554721,1.6833223633762024,7.0,2.6483665871924473,22.545701905206748,1.741032602670711,4.0,0.0,4.0,MacOS,2024-03-06
U00050,S000050,Settings,0.0,35.05432700773559,13.756093617489054,4.518285413294171,5.0,50.09178487157674,1.3122884964127448,5.0,0.0,5.0,Android,2024-02-14
U00051,S000051,Checkout,1.0,106.57160555113343,1.0161752949204337,7.0,2.2676910954973657,71.9249231063386,6.87533372746673,6.0,0.0,4.0,MacOS,
U00052,S000052,Checkout,1.0,21.875913501586645,0.4511540482792644,,3.397203608509086,34.9416312783597,1.5606378834707997,4.0,0.0,4.0,Android,2024-03-25
U00053,S000053,Checkout,1.0,40.17613325286902,1.6274757326882605,6.169203035968185,3.3223697108555266,25.774619366620403,1.7902092175078865,2.0,,5.0,iOS,2024-02-18
U00054,S000054,Settings,1.0,55.290757189458866,5.654307723465554,4.625814876777845,2.091434668441002,89.72484678165199,0.04723131088887848,3.0,0.0,4.0,Android,2024-03-13
U00055,S000055,Search,1.0,23.26105556822911,0.5859574749631851,6.590362972006173,3.643624666358948,36.55020203476893,0.3206830153848542,9.0,0.0,,Android,2024-03-21
U00056,S000056,Login,1.0,31.614006002325535,2.0436797207273427,5.87262116567227,3.2416174921351852,19.623900980862555,1.1837656129748702,4.0,1.0,5.0,Windows,2024-01-10
U00057,S000057,Login,0.0,109.92418451538728,10.617683013379363,4.17320451092542,3.6285779949881243,31.894781172672587,1.064796835327216,11.0,0.0,3.0,iOS,2024-01-21
U00058,S000058,Search,0.0,29.825286255401835,11.740248405321012,3.6842899835576812,,30.324688629588465,0.710909226901962,4.0,0.0,5.0,MacOS,2024-01-30
U00059,S000059,Checkout,1.0,30.21249389316644,4.559968019938111,7.0,4.869628297704314,46.27813976197183,0.20923470128791843,3.0,0.0,5.0,MacOS,2024-02-05
U00060,S000060,Login,0.0,36.790844867712224,10.359851984303477,5.596868309216062,4.75112808531499,18.608605475297633,2.00621074047343,4.0,1.0,4.0,Windows,2024-01-25
U00061,S000061,Checkout,1.0,39.51241121062817,5.247308714587092,4.436501178979806,3.094020300409094,50.62460027701859,3.6372870555120516,2.0,0.0,5.0,,2024-01-04
U00062,S000062,Checkout,1.0,165.12934715623348,7.487100002144366,7.0,3.1503364433076775,8.7774560448666,2.022611473093852,8.0,0.0,3.0,Windows,2024-03-29
U00063,S000063,Search,1.0,25.154346924371104,5.290147887584982,6.646543961711857,2.306914723572688,35.910087093624085,0.866659152909156,5.0,0.0,5.0,MacOS,2024-01-29
U00064,S000064,Settings,0.0,60.36632086640886,17.28079431808455,4.457229518256993,4.244763296083427,40.3891049718527,,8.0,0.0,,iOS,2024-01-07
U00065,S000065,Settings,0.0,90.447656331662,12.699971816118435,5.163616841490711,5.0,114.0502412268062,0.9158063009676464,8.0,0.0,4.0,iOS,2024-02-29
U00066,S000066,Search,0.0,31.907019198843145,10.04837440158121,4.5358846529041,3.724678787013388,97.03308155165439,2.4480425025348183,9.0,0.0,5.0,Android,2024-01-03
U00067,S000067,Settings,1.0,45.74986326565079,0.10026998770650933,5.991392520137608,2.896422850603507,73.63550925412461,0.8061052723422211,5.0,1.0,5.0,iOS,2024-03-28
U00068,S000068,Search,1.0,22.087166632205648,0.798268167036691,5.651452704081428,3.8349057723179505,31.257278144070685,2.218218372904541,5.0,1.0,5.0,Android,2024-01-12
U00069,S000069,Checkout,0.0,20.513819632599606,11.42593588867463,2.4661588686303864,3.894379740163068,86.34541947265527,1.265366321187091,6.0,1.0,4.0,iOS,2024-02-14
U00070,S000070,Checkout,0.0,21.420199104019304,14.150738735078262,6.139244967038337,5.0,19.190432674277982,1.2571712466185108,12.0,0.0,5.0,MacOS,2024-02-10
U00071,S000071,Settings,1.0,43.314285854574265,3.443734642505073,7.0,1.9443596932564438,30.201743986093696,1.6020333013278036,3.0,1.0,5.0,Windows,2024-03-07
U00072,S000072,Login,0.0,13.002028362787387,11.113746168914952,2.449457351443134,5.0,67.19488108874265,1.327390100477779,7.0,0.0,4.0,iOS,2024-03-25
U00073,S000073,Login,1.0,18.89342616523762,2.0483370520968904,7.0,1.2420071643433626,126.68462283888519,1.1492423991908873,4.0,0.0,5.0,Android,2024-03-29
U00074,S000074,Checkout,0.0,25.252829401981717,10.095355821021611,5.023271869378916,4.285436388862764,32.88382723741111,6.034015366158354,5.0,0.0,4.0,MacOS,2024-03-22
U00075,S000075,Login,0.0,,10.258842068476891,,3.1346810238826324,152.47027168284762,0.2567303164743542,9.0,1.0,3.0,Windows,2024-01-06
U00076,S000076,Settings,1.0,26.13248863711497,1.8760281662012819,6.105131463648186,1.577102284555078,74.88205512047489,2.1914027825779816,2.0,0.0,5.0,MacOS,2024-01-22
U00077,S000077,Upload,,20.925144902113253,2.431441918733062,5.781536742556547,1.5880980707642856,54.57060514134581,6.789164643889465,5.0,1.0,,Android,2024-02-25
U00078,S000078,Login,1.0,15.979599202814512,0.13768737379457321,6.246614756295118,3.3530474538659,10.358348229372094,0.8541066293320901,2.0,0.0,5.0,Windows,2024-03-11
U00079,S000079,Settings,1.0,73.08040312921374,2.6244213272614934,5.602672796523143,2.588692228194712,41.80075115374691,0.4386489874640498,3.0,0.0,5.0,Windows,2024-02-02
U00080,S000080,Upload,1.0,100.3898366830097,0.032627193779995775,4.735692818032917,3.8202453434311185,37.03394837180419,1.6665808126673542,8.0,0.0,5.0,iOS,2024-01-19
U00081,S000081,Checkout,1.0,35.958942826777424,3.609779450356706,,2.554602751335974,43.45107654165097,0.1431041431165783,6.0,0.0,5.0,,2024-03-02
U00082,S000082,Settings,0.0,57.95464801688593,11.39474579208586,5.089497110935026,5.0,25.61438376663027,4.09688679465002,3.0,1.0,5.0,Windows,2024-03-25
U00083,S000083,Login,1.0,51.700462925209806,0.49980124189797015,4.223885969333694,3.3910184710501925,196.31635959546452,0.9520696690627629,5.0,1.0,3.0,Android,2024-02-23
U00084,S000084,Upload,1.0,33.40936751444865,1.6706227027558058,5.2163646146716705,4.802070475976028,66.3874988268715,0.061273643957518976,7.0,0.0,4.0,Windows,
U00085,S000085,Search,0.0,47.541227335006795,11.81716321391809,4.305835935747839,2.9419912637303414,98.06464870288835,0.40329832420193334,2.0,0.0,5.0,Windows,2024-01-19
U00086,S000086,Upload,1.0,48.35004487090937,3.795065322961107,7.0,3.1203099068166034,46.97069260967913,3.868872523435959,4.0,1.0,5.0,Windows,2024-02-25
U00087,S000087,Upload,1.0,12.300569672753031,1.65195093616531,5.068073477072786,3.5005953016624223,,2.5833546582236244,3.0,0.0,3.0,MacOS,2024-01-22
U00088,S000088,Login,1.0,27.261467664922687,3.87828966628601,4.432634980955743,3.995849910832755,19.071612515767185,0.7267582822274209,9.0,0.0,4.0,iOS,2024-03-11
U00089,S000089,Settings,1.0,23.64367901250396,3.5760772946489006,3.8373028877395683,2.8328532973890352,20.438548424881315,5.393092431631817,5.0,0.0,5.0,MacOS,2024-02-23
U00090,S000090,Checkout,0.0,,10.338741810431001,3.2951627784361763,4.112047393171332,,1.7163692496375236,5.0,1.0,4.0,iOS,2024-03-15
U00091,S000091,Settings,1.0,41.102366606178705,1.553845855577106,4.266701592327025,3.82950888959175,68.01077356248582,0.2864069751434184,7.0,0.0,5.0,Windows,2024-01-03
U00092,S000092,Login,1.0,68.17957611091757,0.4954519199225619,7.0,3.2989944383840717,84.52403501671436,0.15054709288999926,3.0,1.0,5.0,iOS,2024-03-26
U00093,S000093,Upload,0.0,21.614284525155913,12.147486181126467,4.867191392090746,3.850334523604351,86.04920162960707,1.2374148863658838,6.0,0.0,5.0,Android,2024-02-15
U00094,S000094,Login,1.0,14.845701965198389,2.798539145279046,3.8075546771885502,1.7513925027596777,19.71884524060846,3.2839523725048236,8.0,0.0,5.0,,2024-01-01
U00095,S000095,Upload,0.0,44.54942428655912,17.67211525872483,4.9995782363205015,5.0,92.47985352772562,0.9239873611235244,6.0,0.0,4.0,iOS,2024-03-20
U00096,S000096,Search,,37.19793221735821,0.7926305467258754,6.492328074763004,2.51025428608269,55.926432552918115,0.17898514457982476,7.0,0.0,4.0,Windows,2024-01-23
U00097,S000097,Checkout,1.0,43.60567547389654,2.3535971542699086,7.0,3.4354405733606734,15.30397089891745,0.8894078147351301,4.0,1.0,4.0,Android,2024-02-16
U00098,S000098,Upload,0.0,50.095406096389645,10.418702383296626,6.358277063716799,4.653369420263532,53.97430927913461,0.09685228309428877,7.0,0.0,5.0,Android,2024-02-25
U00099,S000099,Login,1.0,29.00256874030189,2.1978812466627597,4.914517641949847,2.213679861109836,26.46265527411626,0.6737435931590631,4.0,0.0,3.0,Android,2024-01-10
U00100,S000100,Search,1.0,159.52762454346745,0.8362294444136333,6.751429534715524,3.1474677143190233,63.01755010161857,0.36334833288554286,6.0,0.0,3.0,iOS,2024-02-28
U00101,S000101,Search,0.0,20.87929174204486,13.493321635225637,6.5637555041449644,2.2992245749492812,84.02630475114485,2.8275786021166414,8.0,0.0,4.0,iOS,2024-02-03
,S000102,Login,1.0,108.74974359677196,4.860929940912827,,4.345012754336477,39.38489552553505,1.3250273917093511,4.0,0.0,5.0,Android,2024-02-19
U00103,S000103,Settings,0.0,24.27418677993298,13.072539728897794,5.419102640810247,4.672991466172112,68.25308292504427,0.7378306487349205,4.0,1.0,5.0,Windows,2024-02-13
U00104,S000104,Checkout,0.0,23.21224457785987,16.769884632504386,5.384299048539476,4.6086543402207845,,5.166661319417568,5.0,0.0,3.0,iOS,2024-03-20
U00105,S000105,Upload,1.0,109.70843254525609,1.0528351584555282,5.434353752130652,3.608085962812649,75.41845769937153,0.797051243375117,4.0,0.0,4.0,MacOS,2024-01-14
U00106,S000106,,1.0,45.19841835380288,4.24756518231987,6.087260073799846,2.6720690362643094,62.916884799666185,5.997155040017909,10.0,1.0,3.0,Windows,2024-02-28
U00107,S000107,Checkout,1.0,23.5576105591139,1.5070098727679557,4.7564944044255855,2.453623603820138,43.213054592192215,1.8788111181570546,6.0,0.0,5.0,MacOS,2024-02-09
U00108,S000108,Checkout,1.0,79.72766550795271,4.663890671808312,7.0,2.6687582040400235,36.9181155889867,2.365564325661106,4.0,0.0,4.0,Android,2024-01-20
U00109,S000109,Settings,1.0,47.136220737640194,4.384548256650412,5.9627984302750185,2.130821693816512,95.3333022084529,1.5231581495638982,5.0,0.0,4.0,iOS,2024-03-01
U00110,S000110,Checkout,0.0,22.984552848236913,12.902515729047822,6.457976552168332,5.0,95.10768214150848,0.46581679175382523,2.0,0.0,5.0,iOS,2024-03-29
U00111,S000111,Upload,1.0,25.549518668540056,2.095890063099142,5.741847831816481,4.196238008052936,44.67539930661908,0.4269635573392184,8.0,0.0,3.0,Windows,2024-02-14
U00112,S000112,Search,0.0,57.78349945167403,11.137174678612602,5.114093678357497,5.0,38.96183739703919,8.654023328859193,7.0,0.0,5.0,Windows,2024-03-04
U00113,S000113,Checkout,1.0,22.139631837388553,1.8413923921933937,6.548427503295053,3.2176572988583207,73.90317844470253,0.45875580938575233,,0.0,5.0,iOS,2024-02-14
U00114,S000114,Settings,1.0,19.621148013572828,1.2287882952160536,6.371061144886692,2.39943573354552,83.39017377039737,0.6874158309914953,6.0,0.0,4.0,Windows,2024-03-04
U00115,S000115,Settings,1.0,8.716609775401137,0.9827809100143419,5.533767809392871,2.9098074626854196,44.81265769916241,3.7151085190452253,,0.0,5.0,MacOS,2024-01-22
U00116,S000116,Checkout,1.0,16.167757300842485,5.436808037866924,4.443611774734561,3.9072917969791163,194.91151597822855,1.8603703302875598,4.0,0.0,3.0,Windows,2024-01-21
U00117,S000117,Checkout,1.0,34.00077083694294,5.380546612278816,5.121312947647626,2.534940942038206,59.820962172318694,0.5313672656245901,11.0,1.0,,Android,2024-03-02
U00118,S000118,Login,1.0,26.565797738356032,0.5389419597589474,5.245979058974474,3.183190264660205,49.294579298610536,3.446920139413365,5.0,0.0,5.0,Android,2024-03-29
U00119,S000119,Checkout,1.0,88.90583316968514,7.215924690057214,6.72832275715837,2.9626599160257414,26.739230608383828,1.3096919154098858,5.0,0.0,3.0,MacOS,2024-03-12
U00120,S000120,Settings,0.0,55.91616900783421,11.300225380053515,4.722021009902199,4.5906462808846165,33.749613166506826,1.4031769271415757,5.0,0.0,5.0,Windows,2024-02-23
U00121,S000121,Login,1.0,34.134725648432756,12.209003048368924,6.862403380758982,3.4868330529794336,25.527718736815235,5.112976865889865,8.0,0.0,3.0,Windows,2024-03-19
U00122,S000122,Checkout,1.0,35.77153293603816,1.5179727896206723,6.482502577796591,3.4522892772284592,132.68425073814734,1.2714184212451964,6.0,0.0,3.0,MacOS,2024-02-29
U00123,S000123,Upload,1.0,70.25291920915677,0.13370238670206075,5.407981062990715,2.643146638358396,39.46421691266103,3.6186773907038363,3.0,1.0,5.0,Android,2024-01-31
U00124,S000124,Settings,1.0,13.485108748306715,18.913679674240935,5.62885909370554,3.54245942289602,98.24343001530532,0.7725693847305614,7.0,0.0,,iOS,2024-01-22
U00125,S000125,Search,1.0,14.51755562028462,2.79721724047709,5.352467733455722,2.519686507844634,77.41878602080399,1.838662853138767,5.0,1.0,,MacOS,2024-02-19
U00126,S000126,Checkout,1.0,23.51148861311446,1.3586444678494867,7.0,3.6876022586836403,34.39921286716388,0.21194925514754348,5.0,0.0,3.0,MacOS,2024-01-23
U00127,S000127,Login,1.0,68.2604721703996,2.42639574697109,5.333786904745178,2.8517333965407983,183.82091306639052,1.466294233130951,8.0,1.0,5.0,MacOS,2024-01-03
U00128,S000128,Login,1.0,53.59634414121613,2.1395837899563803,7.0,1.60854898318151,71.12546693579631,4.229897548995105,4.0,0.0,5.0,iOS,2024-01-24
U00129,,Search,0.0,45.27185455439513,18.450402597750987,7.0,4.067626846043014,66.01237234820806,0.7348946818114783,10.0,0.0,3.0,MacOS,2024-03-16
U00130,S000130,Search,1.0,28.05277042074032,0.4646076307517465,5.503550847248526,2.3494864087839367,33.72349268131876,0.9147092605072743,8.0,0.0,5.0,Android,2024-01-04
U00131,S000131,Settings,1.0,42.83074610467668,0.7619132541339853,5.284863631154352,2.753741220034478,31.41995225058966,7.208167939089076,5.0,0.0,4.0,iOS,2024-02-26
U00132,S000132,Checkout,1.0,36.42230196632348,1.3903356354886123,6.078969343082189,1.7190981201695799,89.19789335391431,6.603225600956166,7.0,0.0,4.0,MacOS,2024-03-22
U00133,S000133,Checkout,1.0,62.302726526785705,1.0184544648646212,2.957097988769293,3.9584230089544596,31.069756243314362,2.34455606790972,5.0,0.0,4.0,iOS,2024-03-02
U00134,S000134,Checkout,0.0,50.175082017468846,13.054116495937361,,3.9030760606365225,39.31419680382835,0.26468740863548385,6.0,0.0,5.0,iOS,2024-03-12
U00135,S000135,Login,1.0,11.127582736081512,,7.0,2.871717066892106,24.811555530553907,0.439590345614423,7.0,0.0,5.0,Windows,2024-03-23
U00136,S000136,Checkout,1.0,35.7318749688491,2.554071149592253,4.785320245347135,3.538560677079801,70.23910425860191,0.26538073759067926,3.0,0.0,5.0,MacOS,2024-02-07
U00137,S000137,Search,1.0,42.616085088753984,1.1618148384743816,5.729442377709103,2.4655049697742095,56.156438185134796,1.1229372992686764,3.0,0.0,4.0,MacOS,2024-01-21
U00138,S000138,Checkout,0.0,,11.503756903799195,5.967359248102861,5.0,16.190951496625736,0.2962837839372301,4.0,1.0,4.0,Windows,2024-03-24
U00139,S000139,Upload,1.0,,2.85295570411503,4.814630916121537,2.0458249384195932,89.0166867097463,0.7470803446668111,2.0,0.0,3.0,Windows,2024-02-14
U00140,S000140,Checkout,1.0,22.701938601034048,2.3259488616243638,7.0,1.6475213256121322,64.19138821762533,5.1122559727486925,7.0,0.0,4.0,MacOS,2024-02-05
U00141,S000141,Settings,1.0,16.10646703057228,2.7309146662276222,7.0,3.163570496017652,51.20992190587018,0.22315052420259646,6.0,0.0,5.0,iOS,2024-03-21
U00142,S000142,Settings,0.0,17.111950521968758,11.390158284507937,4.00670183554881,3.2075582768393094,7.208895826800414,1.440704162041697,6.0,1.0,5.0,MacOS,2024-03-02
U00143,S000143,Checkout,1.0,67.06071039513732,2.861539334006216,5.5842339345503795,2.200819615071145,25.88133375165395,0.9310505084624779,9.0,0.0,4.0,Windows,2024-02-01
U00144,S000144,Checkout,1.0,23.898446247031732,1.3063341356800804,4.626738483511563,4.4118338396903045,15.666376034289254,0.12451868996036008,3.0,,5.0,Android,2024-03-03
U00145,S000145,Search,1.0,79.80463014754615,0.23937383872240411,,2.9950928773434002,53.007419178668144,0.6597754041660161,3.0,1.0,5.0,MacOS,2024-02-10
U00146,S000146,Upload,1.0,48.877336830511815,2.9945866910699706,5.7049547595286585,1.814005397328664,46.59981231505957,0.40885030577616654,4.0,0.0,5.0,Windows,2024-01-28
U00147,S000147,Login,1.0,53.34102847485908,4.135793762762036,7.0,4.02926244307825,58.14053611430788,1.988945938527026,2.0,0.0,3.0,Android,2024-01-13
U00148,S000148,Search,0.0,97.70165182529834,11.693349955196583,5.647521791629588,4.77263047630749,41.318681435913895,1.4744503153111013,4.0,0.0,3.0,MacOS,2024-03-27
U00149,S000149,Search,1.0,40.13532338954956,14.567791789792135,,3.603647913913461,23.10704816502329,0.49678762399814813,4.0,0.0,5.0,Windows,2024-02-10
U00150,S000150,Search,1.0,58.72762460009179,2.431174485462036,4.876498692086995,2.548662092980831,122.97150201408174,1.2073574488839303,3.0,0.0,5.0,Windows,2024-03-23
U00151,S000151,Upload,1.0,26.603485902057905,12.530074253373964,3.614491095445378,2.4012012377609944,90.46960781708206,1.9964114631754573,4.0,1.0,4.0,MacOS,2024-01-10
U00152,S000152,Upload,1.0,85.83448366579951,0.3007331804444091,6.654424150226412,3.5455794813330233,70.49049400180785,0.32504939311935865,11.0,0.0,5.0,Windows,
U00153,S000153,Settings,1.0,30.404421943351643,4.0767318285793905,7.0,1.7945367522333369,40.379749478381356,1.9599983749106238,8.0,,5.0,MacOS,2024-03-15
U00154,S000154,Upload,1.0,26.055129719781426,0.5372385650703814,4.510881873168491,3.519051569685059,68.88858983105276,1.5540059334925205,8.0,0.0,5.0,Windows,2024-03-19
U00155,S000155,Checkout,1.0,19.735262140312194,2.545230958863103,6.194366726365362,3.145932524539728,82.55579982941228,2.7003141932520704,4.0,0.0,,iOS,2024-01-28
U00156,S000156,Settings,1.0,28.379661401126764,4.287577193677059,7.0,3.076386735521468,26.21354059333721,2.7424144894148084,4.0,0.0,5.0,iOS,2024-02-29
U00157,S000157,Login,1.0,66.12090564873236,0.031183314171601802,5.98208429047547,4.170780724043196,127.626864268706,3.897475342700342,4.0,0.0,5.0,Android,2024-01-09
U00158,S000158,Settings,,25.87393521087322,0.9424776557883345,5.7876406193729855,2.2526181303799353,63.03404362118642,2.1753854452478243,8.0,0.0,3.0,iOS,2024-02-17
U00159,S000159,Login,1.0,42.15077868927883,3.9650396097174556,,2.265057557799504,129.2466240304445,1.5700597428139622,7.0,1.0,5.0,Android,2024-03-06
U00160,S000160,Upload,1.0,14.480258517370695,2.514883641000919,6.412587440256249,2.4342997977993712,34.17033802242885,1.78358564861635,3.0,1.0,5.0,Android,2024-02-16
