Participant_ID,Age,Gender,Device_Type,Experience_Level,Task_Success,Completion_Time_s,SUS_Q1,SUS_Q2,SUS_Q3,SUS_Q4,SUS_Q5,SUS_Q6,SUS_Q7,SUS_Q8,SUS_Q9,SUS_Q10,UEQ_Attractiveness,UEQ_Efficiency,UEQ_Perspicuity,NASA_TLX_Mental,NASA_TLX_Temporal,NASA_TLX_Frustration,Trust_Score,Ease_of_Use,Willingness_to_Reuse,Attention_Check_Passed
P0011,23.0,F,Desktop,Intermediate,1.0,110.34400580827993,3.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,4.0,5.0,6.0,12.525928307033197,4.389076937940124,-4.978363894932951,5.982033246345754,,4.5696639894095705,1.0
P0012,38.0,M,Android,Advanced,1.0,49.77303797556016,4.0,1.0,4.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,7.0,7.0,4.0,9.4241633760167,6.264318448945428,,6.726072277097711,7.540223098017634,2.3681525246663044,1.0
P0013,38.0,M,Android,Beginner,1.0,28.537775436477936,5.0,5.0,4.0,4.0,4.0,5.0,3.0,,4.0,4.0,5.0,7.0,5.0,7.401745492841083,6.4840987438575235,8.248776225920128,7.411985950734738,7.355982236138088,3.670119587294577,1.0
P0014,34.0,M,Android,Beginner,1.0,12.928428071293169,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,6.0,5.0,6.0,9.744360557056373,6.133224780264567,-3.0302152454713958,6.714682773826009,5.5770472620935685,4.860545522173592,1.0
P0015,21.0,F,iOS,Intermediate,1.0,119.12566938306611,5.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,6.0,,6.0,4.160576753377766,6.38718104141024,-4.605716356594998,6.726959051830818,4.6157537361574095,4.205658780275964,1.0
P0016,33.0,F,Android,Intermediate,,250.48313266020156,3.0,5.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,14.76178854542024,4.624478475825056,4.540852896265292,5.516088050420979,5.297052820087403,3.18796272537917,
P0017,44.0,F,iOS,Beginner,1.0,0.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,6.0,4.0,5.0,5.814339019660216,3.5246753507435327,-4.982909307061594,6.100145051014727,7.231887257176292,3.37954924752719,1.0
P0018,37.0,M,Android,Intermediate,1.0,103.2053749957235,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,9.999689785896123,20.93776971456568,-2.2081549763033506,6.335483400032892,7.173736825091522,2.7716039750609567,1.0
P0019,18.0,M,Android,Intermediate,1.0,11.987928892177552,3.0,4.0,4.0,3.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,19.27902634842554,13.47699983124661,7.826159583596542,6.148276151653354,7.278537929622317,3.5701413197987337,0.0
P0020,43.0,M,iOS,Beginner,0.0,59.85238262258704,5.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,6.0,3.0,13.348138005466074,7.195160134279238,8.804831969502196,5.238874546954262,3.587438175379802,4.851367361700278,1.0
P0021,18.0,F,Android,Advanced,1.0,143.09282634988693,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,1.0,5.0,3.0,5.0,14.736625955423353,9.935056520208482,-4.430373701056001,7.516772668093637,4.859747161259732,4.994246663893282,1.0
P0022,49.0,M,Desktop,Beginner,1.0,145.9725062662545,4.0,1.0,5.0,5.0,4.0,5.0,3.0,4.0,2.0,1.0,5.0,6.0,4.0,16.977318885834116,9.055364544249466,-3.7082908866960587,6.127769579232825,5.857650713787979,5.907076079863397,
P0023,37.0,F,Android,Advanced,1.0,86.56246145927761,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0,4.0,3.0,5.0,6.0,3.7826680663302663,5.437477459813307,-1.7632423399991848,6.901047692371072,7.140541388348843,3.6354280934485086,1.0
P0024,21.0,M,Android,Beginner,1.0,60.62589366008035,5.0,5.0,5.0,4.0,2.0,3.0,4.0,5.0,5.0,3.0,7.0,5.0,5.0,9.175421857609129,,0.5986523432770596,7.204346106595731,6.907219077879506,6.138667549595872,1.0
P0025,,F,iOS,Intermediate,1.0,29.24423064656878,3.0,3.0,5.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,5.0,7.0,5.0,18.470252621516636,5.703164599609574,11.705981309456522,7.645908426080457,7.351246639618308,5.3113586454861705,1.0
P0026,35.0,F,iOS,Beginner,1.0,220.92067271619845,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,6.0,4.0,21.0,6.370479806315434,0.7388873619620622,7.170641519111201,6.29717690138868,3.4079178295639667,0.0
P0027,31.0,F,iOS,Advanced,0.0,149.50635850929882,,2.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,7.0,5.0,5.0,,8.997144328144103,2.4936280054522637,5.10940729174729,5.256172014286675,4.949081861449832,1.0
P0028,32.0,F,Android,Advanced,1.0,149.60626135350074,2.0,2.0,5.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,10.240711758203497,11.075889597076042,-4.7584940949729875,6.951511582296856,6.719668427500529,5.4872851984023745,0.0
P0029,44.0,M,iOS,Advanced,1.0,104.21419828529612,4.0,5.0,4.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,5.0,6.0,6.0,7.898868271633582,21.0,-4.406780659950037,6.645378287669532,6.374789125421299,4.095654589967005,1.0
P0030,22.0,F,Android,Intermediate,1.0,136.88688675528934,5.0,4.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,6.0,6.0,21.0,11.993985607381557,-3.8046334986109827,6.94172292153807,6.638377610731389,4.286660471982433,1.0
P0031,40.0,F,Android,Intermediate,1.0,95.6691629947081,3.0,3.0,3.0,4.0,5.0,2.0,4.0,1.0,5.0,4.0,6.0,5.0,6.0,21.0,7.952873453853384,-4.30269553755916,6.627610806706542,5.693225452699829,5.540814321127223,1.0
P0032,,F,iOS,Advanced,1.0,23.017795538964858,5.0,4.0,4.0,3.0,5.0,5.0,2.0,5.0,4.0,3.0,7.0,6.0,4.0,14.737717204913826,9.38073806097653,2.8912590796162085,6.561917680281092,7.517784470126732,5.2470870180243185,1.0
P0033,37.0,M,iOS,Intermediate,1.0,184.75727692892409,2.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,8.571057730007857,5.751628188471532,-4.711521382510899,7.348089590661251,6.3635479530609995,5.940599608304986,1.0
P0034,18.0,F,iOS,Intermediate,0.0,78.51655566673342,4.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,2.0,3.0,7.0,6.0,7.0,16.697437162050072,11.644114855117786,5.4058904542469435,4.825070715524525,3.6343011060916854,4.534589431918966,1.0
P0035,41.0,F,iOS,Intermediate,1.0,29.68785786289945,5.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,7.0,3.0,5.0,5.180310737566612,4.728347066876081,-0.9637826607115256,5.894999992342008,6.672160995215616,5.28181765730351,1.0
P0036,37.0,F,iOS,Beginner,1.0,88.38963931222177,4.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,1.0,5.0,4.0,6.0,21.0,7.781270458804624,-3.778722698963902,6.959874638877875,7.17816187717803,5.6790054159314804,1.0
P0037,35.0,M,Android,Advanced,1.0,37.92708128852367,5.0,4.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,5.0,5.0,7.0,7.0,9.791586432422244,2.940931899390686,-4.196262896845836,6.181147516389574,7.30733204741858,4.788144684414148,1.0
P0038,33.0,F,Desktop,Intermediate,1.0,198.6002129102852,3.0,4.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,6.0,7.0,7.0,11.12440591260388,5.009700435498523,-3.0687429718199413,7.4807410261916605,7.225624924924928,4.706819709879929,1.0
P0039,44.0,F,Desktop,Intermediate,1.0,70.36716749769076,3.0,2.0,4.0,1.0,4.0,2.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,14.20245102547463,6.485508750048452,4.44098833828742,5.511231254895861,5.128480439904719,4.241759881994726,1.0
P0040,,Prefer not to say,Android,Intermediate,1.0,45.85422640863687,5.0,3.0,3.0,,2.0,4.0,4.0,3.0,1.0,4.0,7.0,6.0,3.0,15.133799577934068,13.35632406234208,-0.2615050700522694,,7.642217866377848,3.8030828397469953,1.0
P0041,43.0,Other,iOS,Beginner,1.0,60.033908872298284,5.0,4.0,5.0,5.0,3.0,2.0,4.0,5.0,,4.0,,6.0,5.0,7.93755186849507,8.034564485616475,-2.837398119722124,4.755298433496039,5.0826561421605225,3.8555462663739006,1.0
P0042,48.0,M,Android,Intermediate,1.0,63.99660202955908,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,5.0,5.0,6.0,6.0,6.0,16.06082772342723,21.0,-3.1221610955594468,7.212244025223128,5.995233298554154,4.810435778419647,1.0
P0043,45.0,F,Desktop,Intermediate,1.0,102.95106504318738,5.0,5.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,6.0,4.0,5.0,7.045109783665153,18.33424784825532,9.009384318140585,5.983179496377267,7.2564709934049425,5.949016329304137,1.0
P0044,49.0,M,Android,Intermediate,1.0,205.34083194436283,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,21.0,4.754255529784428,-3.1031549702226577,6.532532702143923,7.4062106433691595,5.484652663309155,0.0
P0045,38.0,M,iOS,Advanced,1.0,62.8260811319013,5.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,6.0,6.236080700970883,15.988657546859795,-0.24142470297993057,5.796610661568103,6.34384548904794,5.464816097855077,1.0
P0046,32.0,M,iOS,Beginner,1.0,54.6101801306282,5.0,4.0,4.0,3.0,5.0,,4.0,5.0,5.0,4.0,4.0,6.0,4.0,15.322071278174299,15.523104659171198,1.4855241034214464,4.500832682687455,7.132284644894204,5.13374810837703,1.0
P0047,59.0,F,iOS,Intermediate,1.0,51.809762539690674,5.0,4.0,3.0,4.0,4.0,,5.0,4.0,5.0,5.0,6.0,6.0,5.0,14.684055793466849,6.7237408487699195,-4.708602357165734,,7.065654520005887,4.038621177505861,0.0
P0048,27.0,F,iOS,Intermediate,0.0,26.940393408016806,4.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,7.0,5.643480454890378,4.342697223870107,1.7326243536070527,5.43261613317452,,5.260388718926682,1.0
P0049,31.0,Prefer not to say,Android,Beginner,1.0,82.00635950156527,3.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,6.0,4.0,6.0,20.940012354730612,,5.572333073196019,6.985250420213655,6.3410690646224985,5.304976715849531,1.0
P0050,21.0,M,iOS,Intermediate,1.0,48.726476880614136,5.0,3.0,4.0,4.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,6.0,7.0,11.538451805803078,5.232652466603931,-2.699476453221504,7.358852332998662,4.914255317923044,4.136870747631437,1.0
P0051,42.0,F,iOS,Intermediate,1.0,43.78764250558086,1.0,2.0,5.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,5.0,6.0,6.0,12.91456319636771,21.0,9.237235497191445,6.809920660131793,6.601609194179384,3.039037152353962,0.0
P0052,45.0,F,Android,Beginner,,129.5049320896997,3.0,4.0,5.0,5.0,3.0,1.0,3.0,4.0,4.0,4.0,7.0,5.0,6.0,21.0,8.079559966365746,-1.5783171036995158,7.289282848054804,5.852188076484911,3.5355921816864977,1.0
P0053,54.0,F,iOS,Intermediate,1.0,47.2400734740598,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,4.0,7.0,5.0,6.0,20.53138233772583,7.01440585481121,-1.9672457942115211,5.2104535035564465,4.236785840378586,4.848418851648058,1.0
P0054,34.0,F,iOS,Intermediate,0.0,61.227441059789335,4.0,5.0,1.0,5.0,1.0,4.0,3.0,4.0,1.0,5.0,7.0,5.0,7.0,8.253017690643665,9.95060994270814,3.397650784661306,4.073840444074692,5.207922307187561,2.905332395029015,1.0
P0055,25.0,M,Android,Advanced,1.0,26.242083722700638,4.0,3.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,4.0,6.0,10.458744346479657,12.394273714474474,-3.4973109876220096,6.325078568638437,4.636788940020406,4.610364689367302,1.0
P0056,39.0,F,Android,Beginner,1.0,0.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,6.0,5.0,6.0,16.995062955501247,9.39040258697861,-0.7101909038199068,6.111906727359874,5.841942977107596,4.179755833880989,1.0
,20.0,M,iOS,Intermediate,1.0,63.86331800434322,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,,3.0,6.0,3.0,5.0,9.258208108290871,21.0,-3.050731459094801,7.059356531764463,5.424886638708465,5.734167406473329,1.0
P0058,44.0,M,Android,Intermediate,1.0,37.88135481862052,4.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,7.0,7.6414090115574345,6.343367856168578,0.6857708107596929,7.523699548379521,6.531415273631738,5.599937461267829,1.0
P0059,42.0,Other,Android,Beginner,1.0,4.660328676618095,4.0,3.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,7.0,6.0,5.0,18.498047764628016,8.610738511608336,1.109972244416328,5.898067849452875,6.994224623912365,6.275404417363281,0.0
P0060,29.0,F,,Intermediate,1.0,27.431076546966334,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,7.0,6.0,6.0,,9.109550080028344,1.8706168558420941,5.90958316289052,5.295274331874252,5.250609177588562,1.0
P0061,38.0,M,iOS,Beginner,1.0,46.81831855129549,5.0,5.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,4.0,6.0,7.0,6.0,8.953207825617483,6.062125244083603,-0.7517428058807125,7.047430257417367,5.771361538613788,5.59935525299813,1.0
P0062,28.0,Other,iOS,Beginner,1.0,24.34917918978214,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,6.0,9.843989644325838,20.19601551047831,-4.733308164416747,6.891463580486244,6.498064773753317,4.906609785620417,1.0
P0063,35.0,M,iOS,Intermediate,1.0,109.00654506207788,4.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,2.0,3.0,4.0,4.0,6.0,11.681648694195768,21.0,-0.6559493475337996,7.1725155212521,,2.9202712229889944,1.0
P0064,36.0,M,,Intermediate,1.0,92.44921974815038,4.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,6.0,6.0,21.0,6.924576420003649,0.7953470252781791,7.134267509413261,6.85243300774373,4.387401525665091,1.0
P0065,39.0,M,iOS,Intermediate,1.0,55.05502433004024,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,7.0,5.0,5.0,18.101200132182893,20.882529455166846,-0.7220318096258476,7.116551488425988,5.739081837990492,5.0554223265259175,1.0
P0066,29.0,M,Desktop,Intermediate,1.0,36.383896321696334,3.0,5.0,5.0,1.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.936032019147613,,-3.9581798298639757,6.582011833443863,5.696197290845943,4.986688724625265,1.0
P0067,34.0,M,iOS,Intermediate,1.0,9.46302766337712,4.0,4.0,2.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,6.0,12.96272915879088,5.052350542025074,-3.843736396594176,5.170646085664217,5.425177489580666,3.29661809238919,1.0
P0068,40.0,M,,Intermediate,1.0,100.3205102710096,4.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,7.0,5.0,10.093272647031773,15.863472067487551,-4.689267792007428,6.278210235936019,6.5618607276327445,3.3223564826222263,1.0
P0069,19.0,F,iOS,Beginner,1.0,2.585382199857512,3.0,5.0,2.0,4.0,5.0,3.0,3.0,,5.0,4.0,6.0,6.0,6.0,6.80376984154982,7.259400240236504,-2.101286348151471,5.960780660186936,7.697065929067925,2.8807852206549063,0.0
P0070,45.0,M,iOS,Beginner,1.0,175.7872879076321,4.0,3.0,2.0,5.0,5.0,2.0,1.0,3.0,4.0,3.0,5.0,3.0,6.0,21.0,8.405270181846765,6.372807578586656,6.494777533806833,6.729932121524896,5.451398318229081,1.0
P0071,46.0,F,iOS,,1.0,82.6903291737928,4.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,2.0,2.0,5.0,6.0,5.0,20.5089304186463,17.694620177319248,-2.161271789530735,7.023276770775372,7.127805681227245,4.852801645311471,1.0
P0072,39.0,,Android,Intermediate,1.0,30.221711396435026,5.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,6.0,5.0,5.0,7.386235834397903,11.264863823956057,-2.3694532893850733,7.0570660246225705,6.229556865476135,4.684736812406477,1.0
P0073,30.0,F,iOS,Intermediate,0.0,28.5370127652039,3.0,4.0,4.0,5.0,,5.0,2.0,4.0,4.0,5.0,5.0,6.0,6.0,5.612657662869479,10.681083214608377,1.134520587545163,4.825604133236592,4.2522328320548,5.073506821789335,1.0
P0074,35.0,M,Android,Intermediate,0.0,211.4684736902351,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,5.0,5.0,15.378797127738837,11.583047586012425,2.379004968047944,2.9300078440730153,5.508083347047586,4.362501294306469,1.0
P0075,18.0,F,Android,Beginner,1.0,73.77794531343869,4.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,5.0,4.0,3.0,7.0,6.0,18.853765303114685,5.695281000515396,-4.205797642367925,5.538907095194754,5.86690528870678,4.313841143382059,1.0
P0076,45.0,M,iOS,Intermediate,1.0,35.49871010737187,4.0,5.0,5.0,5.0,,4.0,4.0,5.0,2.0,4.0,5.0,6.0,5.0,11.87809457189412,10.330676509819783,-0.6555854522513389,5.928962385095717,6.937390431402845,6.272382829595905,1.0
P0077,33.0,F,iOS,Beginner,1.0,131.4406980918481,4.0,3.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,6.0,,5.0,17.644984330840757,21.0,-2.1794181340785714,6.680037451089019,6.389494982755731,3.332160353086968,1.0
P0078,40.0,F,iOS,Intermediate,1.0,39.13222848360951,3.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,8.861455694064833,14.923017870753583,-4.903827145819283,6.25350112859291,7.128517954561868,4.046333774389621,1.0
P0079,39.0,Other,Android,Intermediate,1.0,186.477358118718,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,7.0,21.0,19.86083295285761,10.736357928032014,6.787928083702804,7.653938834658302,5.731970380099227,1.0
P0080,23.0,F,Android,Beginner,1.0,196.54774765576028,5.0,3.0,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,,7.958231426648376,10.859248773465001,6.161041901007938,7.573676920841153,6.650239954515931,4.180485103406113,1.0
P0081,35.0,F,iOS,Intermediate,1.0,29.74774775397992,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,7.0,5.0,5.0,12.872405308215006,18.790531500798597,-0.3283614032022779,5.760034600767253,7.028313771191633,3.943221656060161,1.0
P0082,33.0,F,Desktop,Intermediate,1.0,80.32200211956598,2.0,5.0,4.0,,5.0,2.0,3.0,3.0,5.0,3.0,6.0,3.0,5.0,5.961739931010329,6.382540248229468,-1.4847873343984217,7.352206261327313,7.120122094734762,5.469189958217942,0.0
P0083,59.0,M,Android,Intermediate,1.0,27.217755424919687,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,6.0,7.0,4.0,6.128472422784788,10.160458898942503,-3.5022999774886063,6.1896299788002995,5.692355297632788,3.9879194473829593,0.0
P0084,18.0,M,Android,Intermediate,1.0,62.899353605747905,4.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,4.0,7.0,4.0,6.0,21.0,10.050864272725862,0.8787645448163257,4.794478854736895,6.192909278530384,4.755343059097438,1.0
P0085,49.0,Other,iOS,Advanced,1.0,131.1720906184872,4.0,2.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,9.784159747493003,14.982994259201119,-4.5808278803841,7.185736580162644,6.025168129317709,5.500231154249504,1.0
P0086,42.0,Other,Desktop,Advanced,1.0,86.23835665143652,4.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,3.0,2.0,6.0,5.0,5.0,21.0,6.2939927253870405,13.05986819981575,6.658812518034819,7.640271309334803,4.775723425851324,1.0
P0087,48.0,Prefer not to say,iOS,Advanced,1.0,53.36048430835773,4.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,4.0,2.0,4.0,6.0,5.0,11.120725472093952,8.116956736106946,-1.9537616596345702,4.969694434075001,6.363418715628622,5.59032985822617,1.0
P0088,43.0,M,Android,Advanced,1.0,167.30270470126038,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,7.0,6.0,7.0,8.263809801157356,7.136513153534159,8.663622580311255,6.903264586931691,6.129111897261605,4.5736806669462275,0.0
P0089,48.0,F,iOS,Beginner,1.0,101.82023512897072,2.0,4.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,6.0,6.0,21.0,12.36125782884719,-1.021077727039097,6.183058608698617,5.044680349001651,,1.0
P0090,28.0,F,iOS,Beginner,1.0,50.9716315021893,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,7.0,6.218258530325159,11.414294263740304,-2.8673238328093933,7.949228582930438,4.742554508005535,4.7354764251022665,1.0
P0091,45.0,M,iOS,Advanced,1.0,51.8553140895057,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,6.0,11.99082685422951,9.339412099084994,7.605304628693597,6.545880982624381,5.6144106424458275,4.833142282893588,1.0
P0092,35.0,F,iOS,Beginner,1.0,95.87715357998303,4.0,5.0,1.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,6.0,4.390780498601574,14.074363351612517,-2.5154503174884315,5.473023889595804,6.2419353969757925,3.6603817025985452,1.0
P0093,57.0,M,iOS,Beginner,1.0,48.097150998338115,3.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,9.974714305545696,10.569987350375866,16.0,5.811534030269578,7.144152443444116,4.1879655991910765,1.0
P0094,61.0,M,iOS,Intermediate,0.0,45.74881920561724,5.0,5.0,4.0,4.0,1.0,3.0,5.0,1.0,4.0,4.0,5.0,5.0,7.0,,11.090581059125885,10.881644688880172,3.6892006488284865,5.415335508075163,5.540904294762424,1.0
P0095,51.0,F,Desktop,Beginner,1.0,23.31617509717753,2.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,6.0,5.838578378976279,2.70643948255962,-0.3098289782200849,6.431257967173988,7.211190071312874,4.5452393279617755,1.0
P0096,29.0,F,Android,Beginner,1.0,81.06479487759171,2.0,1.0,4.0,3.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,6.0,3.0,16.40554122447349,8.185885739443085,3.52709219977865,7.042468786977743,,5.754322193436157,0.0
P0097,36.0,M,iOS,Advanced,1.0,54.60820548033599,4.0,4.0,4.0,3.0,4.0,1.0,3.0,2.0,1.0,5.0,5.0,3.0,3.0,5.348918655443165,4.829595965390719,2.9799698702197395,6.342787980635947,7.542105883475873,3.229370043446839,1.0
P0098,36.0,M,Desktop,Advanced,0.0,55.83536440289367,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,7.0,5.0,6.0,8.986341200468209,12.21016077571876,3.3549601868730865,5.012111037929001,4.149535497738876,4.847294180386537,1.0
P0099,54.0,M,iOS,Intermediate,1.0,120.99991068950399,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,4.0,6.0,15.977997916847356,6.663672717694582,2.1803140410959863,7.244668159046744,5.919797528858523,4.301657334644412,1.0
P0100,36.0,F,Android,Advanced,1.0,37.736583295235455,3.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,3.0,4.0,6.0,6.0,15.655580822217898,17.862520714760347,1.92317000198004,4.94625265865015,5.7055967685607385,6.2378783568296,1.0
