User_ID,Session_ID,Timestamp,Event_Type,Event_Target,Click_X,Click_Y,Scroll_Depth_%,Dwell_Time_ms,Time_on_Page_s,Session_Length_s,Device_Type,Browser,Network_Speed_Mbps,Error_Code,Conversion
U00041,U00041_S1,2024-01-22 18:36:57,form_submit,element_47,,,,,7.90375454588295,12.773252331942583,Tablet,Firefox,22.379853792713714,404,0.0
U00009,U00009_S2,2024-02-09 22:14:18,page_view,element_25,,,,1446.0388893356567,4.690023914405414,28.275686482831404,Tablet,Firefox,29.478013609475287,Timeout,0.0
U00034,U00034_S3,2024-01-11 10:08:16,scroll,element_41,,,27.0,,11.513747364549936,58.629131924391366,Mobile,Chrome,19.04934418075627,None,0.0
U00012,U00012_S1,2024-01-04 00:40:59,click,element_40,1634.0,57.0,,,16.96444878549456,150.69351822499243,Mobile,Firefox,23.865127263598573,Timeout,0.0
U00036,U00036_S1,2024-03-19 15:18:40,hover,element_44,1419.0,759.0,,1676.6005394945205,82.75805207960164,120.7526282354544,Desktop,Firefox,146.37583146474472,,0.0
U00026,U00026_S3,2024-01-12 00:41:57,scroll,element_29,,,59.0,,,64.90057890123146,Tablet,Edge,65.39745397234519,None,0.0
U00048,U00048_S2,2024-02-25 05:11:46,hover,element_6,1166.0,497.0,,1747.3058461713833,15.822244770331345,10.535777988771517,Mobile,Safari,44.775346560032716,None,0.0
U00003,U00003_S1,2024-01-25 10:52:31,page_view,element_19,,,,3326.022669206138,30.186759451371454,33.022740325457946,Tablet,Safari,12.08493422607498,404,0.0
U00027,U00027_S2,2024-01-19 13:30:39,page_view,element_22,,,,1537.5616604617874,6.6885168942469395,14.082600908375584,Tablet,Firefox,45.28281658361567,404,0.0
U00008,U00008_S1,2024-02-25 11:52:16,scroll,element_35,,,11.0,,,28.828801238427626,Mobile,Chrome,56.470663462344234,None,0.0
U00044,U00044_S2,2024-02-25 01:39:12,scroll,element_8,,,5.0,,9.713976576072556,38.840131840741066,Mobile,Chrome,19.245447216906744,None,0.0
U00050,U00050_S1,2024-01-18 18:43:29,click,element_3,434.0,367.0,,,5.181656476689797,81.60405469811957,Mobile,Chrome,11.640829085847777,500,0.0
U00022,U00022_S3,2024-03-13 23:41:25,click,element_28,1327.0,461.0,,,10.766568873723475,26.794103435294584,Desktop,,40.80417870819525,Timeout,0.0
U00020,U00020_S1,2024-03-22 23:37:03,click,element_29,557.0,219.0,,,112.40455072415598,68.5111414667925,Desktop,Firefox,23.16469602008159,None,0.0
U00045,U00045_S3,2024-01-09 18:34:07,form_submit,element_13,,,,,25.69153951666959,49.48321282311973,Mobile,Safari,70.08376371575339,None,0.0
U00040,U00040_S2,2024-03-01 09:08:53,hover,element_12,1447.0,650.0,,4523.098526060936,6.363138321292617,193.40204942028592,Mobile,Safari,5.694369627445079,404,0.0
U00041,U00041_S1,2024-01-17 18:45:41,form_submit,element_44,,,,,30.579849737335437,168.49040343222094,Desktop,Chrome,7.53462999528117,None,0.0
U00017,U00017_S3,2024-02-26 18:54:00,scroll,element_24,,,32.0,,25.637151720744644,57.70346546963403,Desktop,Safari,,None,0.0
,,2024-01-14 09:44:13,page_view,element_10,,,,4241.2863305746405,20.622661773229968,26.648476743581593,Tablet,Chrome,17.031543603977145,None,0.0
U00030,U00030_S3,2024-01-28 00:36:50,click,element_43,1872.0,349.0,,,16.63693369789019,22.99493692965278,Mobile,Chrome,66.19610272914578,404,0.0
U00035,U00035_S1,2024-03-11 17:44:47,scroll,element_26,,,79.0,,,36.407165267629004,Mobile,Firefox,38.84505191342926,None,0.0
U00005,U00005_S3,2024-03-08 14:28:49,click,element_49,358.0,153.0,,,16.868239534297462,48.69163923749134,,Chrome,78.81581403132972,None,0.0
U00027,U00027_S2,2024-03-05 06:54:34,hover,element_23,1261.0,943.0,,855.5507132097341,6.656655665170188,40.13065118951358,Desktop,Chrome,37.18882350098878,404,0.0
U00029,U00029_S1,2024-02-17 06:44:03,page_view,element_18,,,,197.4019564295688,9.437353894002422,92.61530631144302,Desktop,Edge,29.72834050038078,None,0.0
U00037,U00037_S1,2024-03-06 21:16:21,click,element_2,1051.0,614.0,,,32.30565949627852,91.61777227911811,Desktop,Chrome,22.806974230579158,500,0.0
U00019,U00019_S1,2024-03-20 04:43:44,hover,,1917.0,466.0,,437.93839023393605,10.376133484011051,70.41481697657593,,,71.3980821434381,Timeout,0.0
U00019,U00019_S3,2024-01-17 04:27:01,form_submit,element_31,,,,,,141.51134729674155,Desktop,Edge,31.926659988366442,,0.0
U00020,U00020_S2,2024-01-21 18:27:12,click,element_34,215.0,768.0,,,,201.11238128808844,Tablet,Edge,53.33331378700161,500,1.0
U00046,U00046_S2,2024-03-12 18:49:50,click,element_10,428.0,436.0,,,,60.33832840059945,Mobile,Firefox,28.096870598765392,500,0.0
U00005,,2024-01-04 21:56:29,scroll,element_6,,,65.0,,155.9032558858229,268.45229247238973,,Safari,39.67267296502501,500,0.0
U00025,U00025_S1,2024-02-21 17:29:44,scroll,element_25,,,1.0,,11.145140839088791,31.709820423287027,Desktop,Safari,5.8978878511046675,500,0.0
U00011,U00011_S2,2024-02-14 22:47:19,hover,element_13,681.0,311.0,,850.103555167159,19.714809251666424,40.27112040220214,Mobile,Safari,50.90290355447542,None,0.0
U00013,U00013_S3,2024-01-26 12:14:55,page_view,element_8,,,,3404.211199268489,56.476199357807666,25.966285782047652,Tablet,Chrome,32.91009232924011,404,0.0
U00028,U00028_S1,2024-01-30 14:49:03,hover,element_19,17.0,956.0,,420.84828342974987,16.437816743541593,48.832462209743966,Desktop,Safari,23.92632517916375,None,0.0
U00050,U00050_S2,2024-03-18 03:55:07,click,element_45,599.0,795.0,,,30.000450876713607,30.38643420560301,Mobile,Chrome,8.076921443856813,None,0.0
U00001,U00001_S2,2024-01-29 11:21:24,scroll,element_41,,,40.0,,14.45783663393226,45.47045582775277,Mobile,Edge,17.611188204924943,Timeout,1.0
U00001,U00001_S3,2024-02-08 21:49:18,form_submit,element_16,,,,,2.3393182406568043,30.932088110425735,Tablet,Safari,33.93337959947668,Timeout,0.0
U00021,U00021_S1,2024-01-19 20:28:10,click,element_28,1812.0,757.0,,,92.34034203766232,92.58120793827793,Desktop,Safari,66.92021108225552,None,0.0
U00003,U00003_S1,2024-03-02 16:16:38,hover,element_14,114.0,485.0,,3376.7728445310313,6.182303093291938,20.59480481757449,Desktop,Chrome,30.367104738884255,Timeout,0.0
U00017,U00017_S3,2024-03-30 13:01:30,page_view,element_48,,,,541.4676570443465,18.715116794759705,43.34159073400969,Desktop,Chrome,25.756789610648358,None,0.0
U00016,U00016_S2,2024-02-14 05:21:39,click,element_48,533.0,705.0,,,,14.810378564668085,Tablet,Chrome,23.47715031726345,Timeout,0.0
U00011,U00011_S3,2024-01-07 05:40:50,scroll,element_45,,,26.0,,25.932094613964814,66.1232695831573,Desktop,Firefox,4.443621985409304,404,0.0
U00030,U00030_S1,2024-01-19 13:49:07,form_submit,element_15,,,,,10.520041796691137,101.3282491721496,Mobile,Chrome,11.47710332549408,None,0.0
U00035,U00035_S2,2024-02-13 04:39:27,,element_46,,,75.0,,24.207537604909813,42.966131470533504,Mobile,Edge,,None,0.0
U00028,,2024-03-22 14:48:33,page_view,element_32,,,,2482.8150690483108,12.816308989197958,63.82617696388059,Desktop,Chrome,27.427775716021795,None,0.0
U00039,U00039_S2,2024-01-27 13:20:33,scroll,element_49,,,29.0,,42.00093574210688,109.12279943645237,Tablet,Safari,40.91729616085061,404,0.0
U00043,U00043_S1,2024-03-18 00:18:14,scroll,element_16,,,3.0,,4.807051034318233,140.74168400264702,Desktop,Safari,23.18073647814877,None,0.0
U00047,U00047_S1,2024-01-16 16:02:52,click,element_34,980.0,68.0,,,155.56290446757222,36.770584376510314,Mobile,Edge,37.92769631274048,500,0.0
U00011,U00011_S2,2024-03-28 15:00:51,form_submit,element_16,,,,,93.77092310561054,45.46049177643132,Tablet,Edge,5.791374322064362,None,0.0
U00009,U00009_S1,2024-01-22 03:22:21,hover,element_47,1498.0,149.0,,437.290185605646,32.34964089690279,96.30231752169387,Mobile,Firefox,102.88241339263564,None,0.0
U00019,U00019_S1,2024-02-19 09:01:19,hover,element_29,675.0,472.0,,3756.432333827333,38.748419793669434,57.46060770871656,Mobile,Chrome,27.865137033072287,500,0.0
U00033,U00033_S1,2024-02-11 19:28:05,,element_23,1366.0,752.0,,57.40855302749888,155.78328721301418,63.08680072810761,Mobile,Chrome,89.8431858825662,None,0.0
U00050,U00050_S2,,hover,element_10,1166.0,240.0,,529.6457199386309,11.45537104142868,151.64947833412054,Mobile,Chrome,23.862644354704486,Timeout,0.0
U00021,U00021_S2,2024-02-11 21:50:55,form_submit,element_27,,,,,85.75159136352251,72.1626579979538,Mobile,Firefox,16.33580559493578,500,0.0
U00007,U00007_S1,2024-01-26 20:12:43,click,element_40,1877.0,915.0,,,30.55024434432477,123.01172934438638,Tablet,Edge,26.886608556172245,500,0.0
U00038,U00038_S1,2024-01-26 15:25:31,click,element_47,1652.0,286.0,,,24.506931007058547,59.85014980411386,Mobile,Firefox,16.481205749819683,404,0.0
U00024,U00024_S2,2024-01-15 18:01:20,scroll,element_10,,,60.0,,69.4662870991016,35.11870834508436,Mobile,Chrome,45.10438365757469,None,0.0
U00049,U00049_S1,2024-01-01 16:22:33,click,element_38,242.0,45.0,,,5.204437136150861,43.14760177419174,Desktop,Firefox,30.80679454597977,404,0.0
U00003,U00003_S1,2024-03-27 15:36:37,hover,element_45,270.0,604.0,,953.5289663672851,4.378847610180889,50.47660593419359,Desktop,Firefox,12.205115334194884,,0.0
U00002,U00002_S2,2024-02-01 07:21:09,page_view,element_28,,,,639.5135148801528,10.073886310229003,477.0469396041118,Tablet,,113.11371906202162,Timeout,0.0
U00001,U00001_S3,2024-01-08 01:51:38,form_submit,element_17,,,,,11.971617845767874,20.699529800261562,,Edge,23.462638668228614,Timeout,0.0
U00015,,2024-01-14 16:51:33,hover,element_11,332.0,488.0,,8398.698722432991,23.71283936531738,132.00078776511626,Tablet,Firefox,14.310363867317093,None,0.0
U00035,U00035_S3,2024-02-29 09:29:50,click,element_26,1643.0,825.0,,,40.685732634149794,39.48882428066203,Desktop,Safari,57.947675937216005,None,0.0
U00023,U00023_S1,2024-03-08 22:54:16,hover,element_5,1806.0,479.0,,,61.16289250231532,54.585116599973,Tablet,Firefox,54.724987827394486,404,
U00040,,2024-01-25 23:02:43,click,element_38,1786.0,1025.0,,,21.19053971324738,44.886899772075935,Mobile,Chrome,16.9967682962234,Timeout,0.0
U00027,U00027_S2,2024-03-06 05:47:59,form_submit,element_17,,,,,43.83505179127824,24.273689128755166,Tablet,Firefox,10.578928897082644,None,0.0
U00046,U00046_S3,2024-03-21 17:42:15,form_submit,element_15,,,,,60.780986819861916,18.387742656777764,Desktop,Chrome,24.260009091628724,None,0.0
U00043,U00043_S3,2024-03-08 17:50:57,form_submit,element_24,,,,,35.88483073629514,14.107548314209302,Mobile,Firefox,30.525264000407955,None,0.0
U00030,U00030_S3,2024-01-06 18:38:49,scroll,element_26,,,90.0,,27.645838778802617,68.74341689657906,Desktop,Chrome,25.08819670641676,None,0.0
U00036,U00036_S1,2024-02-16 18:41:58,click,element_45,1333.0,19.0,,,4.310332770285143,35.67038854122112,Tablet,Firefox,77.9685894057517,Timeout,0.0
U00037,U00037_S2,2024-03-19 22:16:51,hover,element_11,1309.0,318.0,,7909.418379864553,65.07528425331587,134.83491727355764,Desktop,Edge,21.97962034736477,500,0.0
,U00041_S2,2024-02-11 21:37:05,click,element_40,702.0,36.0,,,17.13086582032477,57.27920918266308,Desktop,Edge,85.51243767192568,,0.0
U00026,U00026_S3,2024-03-21 09:05:53,click,element_20,991.0,383.0,,,45.22904770911325,14.6842118487696,Tablet,Edge,52.496393689580756,None,0.0
U00032,U00032_S3,2024-01-16 05:39:47,form_submit,element_44,,,,,24.12243978478298,18.446064419665635,Tablet,Edge,91.74179599391084,500,0.0
U00043,U00043_S3,2024-03-28 16:14:49,hover,element_12,25.0,523.0,,830.4955289758685,9.176471950418875,16.01982596519462,Mobile,Edge,41.12267818131696,404,0.0
U00049,U00049_S1,2024-03-30 09:26:28,page_view,element_8,,,,1200.1826054237752,72.01357628058355,48.5367275779719,Desktop,Chrome,26.04555663273546,None,0.0
U00031,U00031_S3,2024-03-12 08:44:18,hover,element_42,993.0,791.0,,5138.894589707457,17.23904949345913,52.79653035401618,Desktop,Chrome,17.63246852232274,None,0.0
U00014,U00014_S3,2024-02-29 00:12:58,click,element_34,285.0,378.0,,,12.564005513961991,,Mobile,Chrome,14.774039364006399,None,1.0
U00023,U00023_S1,2024-03-15 11:25:09,click,element_29,949.0,355.0,,,19.436023433722994,165.66636621691282,Desktop,Chrome,23.579730815892514,500,0.0
U00043,U00043_S2,2024-01-06 14:33:31,page_view,element_18,,,,3176.9440214935203,57.78376933167539,30.67372217728862,Desktop,Firefox,47.5766340280264,500,0.0
U00020,U00020_S2,2024-01-26 15:40:09,click,element_5,1522.0,1073.0,,,9.555797111171046,70.71593181705772,Desktop,Edge,16.818944496384695,None,0.0
U00011,U00011_S1,2024-03-23 09:13:25,page_view,element_44,,,,3022.6284860387177,20.28158578646302,22.102371956974707,Tablet,Edge,78.32413440437733,404,0.0
U00026,U00026_S3,2024-01-02 10:01:06,form_submit,element_31,,,,,70.5789495509468,125.02618713825018,Desktop,Edge,75.44368540911655,,0.0
U00010,U00010_S1,2024-03-05 17:47:00,click,,102.0,713.0,,,33.37823209218567,46.848488621844325,Desktop,Chrome,37.36219431039515,404,0.0
U00031,U00031_S1,2024-01-21 09:49:28,form_submit,element_1,,,,,7.00950424362166,43.605705485457385,Tablet,Firefox,22.583751444608783,Timeout,0.0
U00029,U00029_S1,2024-01-12 09:11:23,page_view,element_29,,,,987.629130735203,64.56954106682149,55.79422361997,Desktop,Safari,18.573586399124224,None,0.0
U00008,U00008_S1,2024-02-07 08:12:35,page_view,element_42,,,,981.766980486787,44.02364634561223,113.9404486906087,Desktop,Firefox,29.612613964162165,None,0.0
U00017,U00017_S2,2024-02-29 03:37:35,form_submit,element_22,,,,,26.76959301344363,24.522124388188825,,Safari,22.853035924315382,None,0.0
U00010,U00010_S1,2024-03-15 07:11:07,form_submit,element_8,,,,,30.284415658575735,83.8875454703995,Desktop,Chrome,159.743584874268,404,0.0
U00044,U00044_S3,2024-01-27 00:06:47,form_submit,,,,,,8.695574004429755,42.73548694721129,Mobile,Chrome,48.74054790520959,,0.0
U00006,U00006_S1,2024-02-29 06:08:50,hover,element_47,792.0,282.0,,461.4482428045961,22.024115195143413,27.370242846579757,Tablet,Edge,28.187201379811167,None,0.0
U00031,U00031_S2,2024-02-11 20:53:45,page_view,element_49,,,,324.55611559375336,223.65266908484028,33.91339713954141,Tablet,Chrome,64.09479812452136,None,0.0
U00035,U00035_S3,2024-03-19 09:12:49,page_view,element_4,,,,1729.3087234859574,7.342882748736229,20.407004972587103,Desktop,Edge,30.288584087932215,None,
U00011,U00011_S3,2024-01-31 01:00:03,click,element_3,899.0,259.0,,,7.3573338905824865,50.6164995848033,Mobile,Chrome,15.679842173717399,None,0.0
U00019,U00019_S1,2024-02-26 17:56:17,click,element_31,737.0,317.0,,,2.603663430068071,28.01203887444254,Mobile,Firefox,40.643703587110174,500,0.0
U00017,U00017_S1,2024-01-20 01:11:47,page_view,,,,,1395.6262288152607,27.86321177061693,40.500102845213114,Tablet,Chrome,74.3193817308758,None,0.0
U00018,U00018_S3,2024-01-05 15:50:16,click,element_47,134.0,308.0,,,9.03384922030174,10.479117915459986,Tablet,Chrome,19.800239873011005,None,0.0
U00003,,,click,element_20,1759.0,204.0,,,54.967580833061206,16.30258083409894,Desktop,Safari,18.670867559845846,Timeout,0.0
U00019,U00019_S3,2024-02-13 19:28:39,hover,element_22,1091.0,85.0,,1313.4464743062576,84.637573009081,116.32719564213745,Desktop,Chrome,20.370384554391176,None,0.0
U00047,U00047_S2,2024-03-07 09:42:19,page_view,element_46,,,,493.1338912198233,20.606418291113883,30.891342792218346,Mobile,Safari,19.27100433086553,None,0.0
U00020,U00020_S2,2024-02-02 09:37:19,page_view,element_35,,,,1218.88267540621,3.31992382881626,78.67844947914142,Mobile,Firefox,3.7847078698579497,None,0.0
U00035,U00035_S2,2024-03-24 16:26:51,click,element_24,884.0,534.0,,,12.008050257644639,36.32530066539135,Mobile,Chrome,74.01285428075377,None,0.0
U00011,U00011_S3,2024-01-05 05:28:06,page_view,element_45,,,,1438.2328988263646,233.01592024572105,30.646136373561824,Desktop,Chrome,72.55132258280473,404,0.0
U00025,U00025_S1,2024-01-30 16:18:26,click,element_4,183.0,584.0,,,6.077748822612441,90.47528815170337,Desktop,Safari,47.04703554901831,500,0.0
U00025,,2024-01-26 17:17:28,hover,element_18,1621.0,662.0,,955.8349287918942,17.292668513731556,48.46529969546466,Tablet,Firefox,117.99386600217126,None,0.0
U00028,U00028_S1,2024-01-04 23:33:30,click,element_21,1825.0,318.0,,,10.061098974287136,30.728584779850042,Mobile,Firefox,64.13470595074301,404,0.0
,U00026_S1,2024-02-27 22:13:24,form_submit,element_24,,,,,3.423271699334984,24.26523881516167,Mobile,Chrome,31.992554467415175,None,0.0
U00035,U00035_S2,2024-01-06 02:08:28,click,element_3,1271.0,572.0,,,106.8381253242765,19.27673492655293,Desktop,Firefox,69.77970828380049,Timeout,0.0
U00003,U00003_S3,2024-01-14 12:47:17,scroll,element_16,,,49.0,,85.22266111236782,50.63071843320171,Mobile,Firefox,12.50999794267417,None,0.0
U00041,U00041_S2,2024-03-20 09:40:02,click,element_16,1532.0,669.0,,,24.87869269411973,16.615440901525993,Mobile,Firefox,34.805427388530845,500,0.0
U00034,U00034_S2,2024-01-04 22:45:35,hover,element_31,1917.0,107.0,,933.1788126867556,33.523618775713835,75.23048993596791,Mobile,Firefox,17.9557060767889,Timeout,
U00026,U00026_S3,2024-01-17 15:28:37,click,element_17,480.0,571.0,,,9.010539490794933,,Mobile,Firefox,11.569859558046069,None,0.0
U00011,U00011_S1,2024-01-23 13:31:02,scroll,element_38,,,31.0,,8.368112244096578,79.14652796912087,Tablet,Chrome,21.162698840565373,404,0.0
U00022,U00022_S3,2024-02-13 23:18:22,scroll,element_45,,,83.0,,16.717520831047587,86.74727344354501,Desktop,Chrome,82.5340339501971,Timeout,0.0
U00050,U00050_S1,2024-03-21 02:11:12,hover,element_43,1722.0,23.0,,1753.1087915422165,8.989473640240615,56.026453168028326,Mobile,Firefox,105.07486780915448,None,0.0
U00001,U00001_S2,2024-01-28 17:21:12,hover,element_11,332.0,1047.0,,8210.349080694625,,51.392159946338175,Tablet,Safari,,,0.0
U00031,U00031_S3,2024-01-11 05:55:37,form_submit,element_8,,,,,107.14473240141031,88.25547037800013,Tablet,Firefox,42.41987031871547,None,0.0
U00003,U00003_S3,2024-03-02 13:43:56,scroll,element_32,,,11.0,,19.495595541891763,27.637370239697727,Desktop,Edge,22.48062427780603,404,0.0
,U00002_S3,2024-03-12 15:17:39,click,element_22,1801.0,621.0,,,29.943664789507825,61.70404152867689,Tablet,Firefox,66.75298180398988,None,0.0
U00022,U00022_S1,2024-03-05 06:37:06,scroll,element_37,,,37.0,,4.20168295622153,50.56951012462295,Desktop,,76.93307428501137,None,0.0
U00049,U00049_S1,2024-02-22 19:43:00,form_submit,,,,,,16.823611141975096,140.25108682237519,Mobile,Chrome,59.46444377785158,None,0.0
U00022,U00022_S2,2024-01-22 19:40:03,page_view,element_10,,,,2034.773612243091,7.614078965161046,84.51502255159704,Mobile,Safari,31.25951103056102,500,0.0
U00015,U00015_S2,2024-02-21 07:39:06,,element_15,,,,,76.46091031521465,64.10649538139548,Tablet,Firefox,22.94676321510955,404,0.0
U00027,U00027_S1,2024-02-06 22:01:41,page_view,element_49,,,,992.0221812679647,21.824521458856704,18.063261954838058,Desktop,Edge,51.05094572984825,404,0.0
U00047,U00047_S1,2024-01-15 15:54:47,click,element_31,1746.0,522.0,,,32.33388761723906,70.90807339431682,Tablet,Chrome,18.28232873863947,None,0.0
U00030,U00030_S2,2024-03-22 20:08:30,scroll,element_30,,,83.0,,107.50296932430493,91.4930855652566,Mobile,Safari,122.09340664133677,,0.0
U00036,U00036_S2,2024-01-27 04:39:47,click,element_43,1357.0,113.0,,,10.278811548512346,109.10460289730165,Desktop,Chrome,37.09505851234357,500,0.0
U00016,U00016_S1,2024-01-15 13:18:44,click,element_47,1171.0,164.0,,,8.082762760587165,37.892121834648655,Tablet,Edge,138.3603107609153,None,0.0
U00002,U00002_S1,2024-03-21 19:03:46,,element_35,1364.0,681.0,,,4.944048000430328,68.4098303077249,Tablet,Edge,9.713379526380468,None,0.0
U00016,U00016_S1,2024-03-12 11:04:53,form_submit,element_18,,,,,9.253473096385362,55.58361800834327,Desktop,Edge,22.545398370544962,None,0.0
,U00019_S1,2024-02-07 07:25:52,click,element_35,8.0,264.0,,,13.978832301973585,41.490486816652876,Mobile,Firefox,44.55333385493046,None,0.0
U00034,U00034_S1,2024-03-09 09:24:03,page_view,element_35,,,,7433.80344251121,11.809035609927212,51.30862891453526,Tablet,Edge,35.70707407932986,None,0.0
U00050,U00050_S3,2024-02-24 16:07:47,page_view,element_35,,,,947.0091624238839,50.65013495840759,79.30274198152945,Mobile,Safari,53.80355938196409,500,0.0
U00037,U00037_S1,2024-03-19 02:21:45,click,element_29,1114.0,469.0,,,55.492089475955495,182.18404360822868,,Edge,14.274378002356968,None,0.0
U00032,U00032_S1,2024-02-03 05:50:34,scroll,element_24,,,4.0,,72.00473702812428,87.34010141744866,Tablet,Safari,12.296353100394764,Timeout,0.0
U00006,U00006_S3,2024-01-30 14:10:59,page_view,element_42,,,,,47.88276999739313,25.82804222141495,Tablet,Edge,31.34156484363932,404,0.0
U00032,U00032_S2,2024-03-29 02:55:09,click,element_11,657.0,917.0,,,36.47452136553446,52.6795052137131,Mobile,Edge,30.34802676114941,None,0.0
U00009,U00009_S3,2024-02-11 07:11:14,click,element_30,819.0,448.0,,,26.17820679758705,50.395255464227894,Tablet,Firefox,35.69688388176895,None,0.0
U00045,U00045_S2,2024-02-26 15:34:42,page_view,element_15,,,,1394.9369676452334,7.786967195876877,132.5638964980864,Mobile,Firefox,56.11033392806913,None,0.0
U00008,U00008_S3,2024-01-29 15:39:24,click,element_46,492.0,597.0,,,33.36483701859426,65.76484390382657,Mobile,Safari,71.72012900899017,None,0.0
U00037,U00037_S2,2024-03-10 15:52:47,scroll,element_4,,,63.0,,62.82498087579938,218.0165699428498,Tablet,Safari,,None,0.0
U00034,U00034_S1,2024-03-26 19:27:46,hover,element_21,1427.0,925.0,,447.1217154004742,18.930807874342985,14.836945211417028,Mobile,Firefox,74.87547650469094,404,0.0
U00020,U00020_S1,2024-03-20 17:27:56,click,element_11,623.0,769.0,,,17.209208439608872,189.94672776427282,Tablet,Edge,47.04701949726526,500,0.0
U00045,U00045_S1,2024-03-27 00:22:29,click,element_4,1000.0,1073.0,,,13.148098556892212,108.81021364331838,Desktop,Edge,31.817479168106466,500,1.0
