User_ID,Session_ID,Referral_Source,Device_Type,Region,Step_1_Visited,Step_2_Clicked,Step_3_Submitted,Step_4_Confirmed,Completion,Exit_Step,Time_Between_Steps_s
U00053,S00053,Referral,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,6.402845233423124
U00054,S00054,Referral,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,12.047319548258162
U00055,S00055,Organic,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,37.65876037407554
U00056,S00056,Social,Mobile,East,1.0,1.0,1.0,1.0,1.0,0.0,34.608198997258484
U00057,S00057,Paid,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,9.176151276775732
U00058,S00058,Paid,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,42.108358447428046
U00059,S00059,Social,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,50.25441823203136
U00060,S00060,Direct,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,14.212141189066525
U00061,S00061,Paid,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,86.55995003253956
U00062,S00062,Direct,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,49.933215056136596
U00063,S00063,Paid,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,16.650358058370653
U00064,S00064,Organic,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,12.471184913995256
U00065,S00065,Social,Mobile,North,1.0,1.0,1.0,0.0,0.0,4.0,9.138729386387135
U00066,S00066,Organic,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,19.168659129929928
U00067,S00067,Organic,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,41.95757642366202
U00068,S00068,Organic,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,15.019375778016261
U00069,S00069,Direct,Tablet,East,1.0,1.0,1.0,0.0,0.0,4.0,15.896860770341739
U00070,S00070,Referral,Desktop,South,,1.0,1.0,0.0,0.0,4.0,17.20200075837679
U00071,S00071,Referral,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,44.765814079619574
U00072,S00072,Referral,Tablet,South,1.0,1.0,1.0,1.0,1.0,0.0,14.730334707130567
U00073,S00073,Organic,Mobile,South,,1.0,1.0,0.0,0.0,4.0,38.47586742835501
U00074,S00074,Paid,Tablet,North,1.0,1.0,1.0,1.0,1.0,0.0,17.43391139196949
U00075,S00075,Direct,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,26.518331908688634
U00076,S00076,Organic,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,14.96957476825305
U00077,S00077,Paid,Desktop,West,0.0,0.0,0.0,0.0,0.0,1.0,18.059361961191602
U00078,S00078,Direct,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,33.64333553401531
U00079,S00079,Referral,Tablet,West,1.0,0.0,0.0,0.0,0.0,2.0,62.47442709419534
U00080,S00080,Organic,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,15.037748467246686
U00081,S00081,Referral,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,6.895713855574495
U00082,S00082,Paid,Mobile,South,1.0,1.0,,0.0,0.0,3.0,44.26869520741861
U00083,S00083,Direct,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,9.721778818422788
U00084,S00084,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,11.290546483766562
U00085,S00085,Social,Desktop,East,1.0,,0.0,0.0,0.0,2.0,48.471275041739695
U00086,S00086,Paid,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,22.772855468311644
U00087,S00087,Direct,Mobile,East,1.0,1.0,1.0,0.0,0.0,4.0,13.847077532277915
U00088,S00088,Organic,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,16.627090533175643
U00089,S00089,Organic,Desktop,East,1.0,1.0,1.0,1.0,1.0,0.0,5.726257364884421
U00090,,Organic,Mobile,East,0.0,0.0,0.0,0.0,0.0,1.0,53.16382920097898
U00091,S00091,Social,Mobile,East,1.0,1.0,1.0,0.0,0.0,4.0,20.354271269651985
U00092,S00092,Direct,Mobile,West,0.0,0.0,0.0,0.0,0.0,1.0,5.7344376000599615
U00093,S00093,Organic,Desktop,North,0.0,0.0,0.0,0.0,0.0,1.0,9.820328554701769
U00094,S00094,Paid,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,16.585155876498515
U00095,S00095,Organic,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,17.69357345334725
U00096,S00096,Referral,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,44.0029752612119
U00097,S00097,Organic,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,48.557697848741185
U00098,S00098,Direct,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,34.44398640962437
U00099,S00099,Direct,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,36.87157290173686
U00100,S00100,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,35.89494195847573
U00101,S00101,Referral,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,13.48040228676866
,S00102,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,42.01129273807375
U00103,S00103,Organic,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,14.963849133565068
U00104,S00104,Paid,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,30.924669785023838
U00105,S00105,Organic,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,24.80587587603916
U00106,S00106,Organic,Desktop,North,,1.0,0.0,0.0,0.0,3.0,18.951123486327614
U00107,S00107,Organic,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,7.149129309622475
U00108,S00108,Paid,Desktop,North,0.0,0.0,0.0,0.0,0.0,1.0,11.060091041557381
U00109,S00109,Organic,Mobile,West,1.0,1.0,1.0,1.0,1.0,0.0,17.188469578758117
U00110,S00110,Direct,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,14.314956799918866
U00111,S00111,Direct,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,10.439783451700283
U00112,S00112,Social,Mobile,East,1.0,1.0,0.0,,0.0,3.0,6.451092955013688
U00113,S00113,Paid,Tablet,South,1.0,1.0,1.0,1.0,1.0,0.0,50.23320071954751
U00114,S00114,Organic,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,20.14118636091595
U00115,S00115,Paid,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,43.63526201892348
U00116,S00116,Organic,Desktop,East,1.0,1.0,1.0,1.0,1.0,,18.8639714252255
U00117,S00117,Organic,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,2.7177165682738726
U00118,S00118,Social,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,17.80593257232169
U00119,S00119,Referral,Tablet,South,,0.0,0.0,0.0,0.0,2.0,19.709948147851982
U00120,S00120,Paid,Tablet,East,1.0,1.0,1.0,1.0,1.0,0.0,5.686066968977799
U00121,S00121,Paid,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,26.902249456488484
U00122,S00122,Paid,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,35.48099322703715
U00123,S00123,Organic,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,21.050914134700434
U00124,,Paid,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,11.346712548595649
U00125,S00125,Organic,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,69.72134091847762
U00126,S00126,Organic,Tablet,North,1.0,1.0,1.0,1.0,1.0,0.0,48.536763836593465
U00127,S00127,Paid,Desktop,North,1.0,1.0,1.0,,1.0,0.0,50.45841857882147
U00128,S00128,Organic,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,10.878328448377898
U00129,S00129,Direct,Desktop,South,1.0,1.0,1.0,0.0,0.0,,44.350467095180036
U00130,S00130,Referral,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,12.580259580306098
U00131,S00131,,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,41.30236353321841
U00132,S00132,Referral,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,15.66178550681108
U00133,S00133,Organic,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,14.372225046133266
U00134,S00134,Paid,Tablet,North,,0.0,0.0,0.0,0.0,2.0,26.139925484567144
U00135,S00135,Direct,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,30.55401448090585
U00136,S00136,Referral,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,9.508378866309572
U00137,S00137,Referral,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,45.83358696951802
U00138,S00138,Organic,,East,1.0,0.0,0.0,0.0,0.0,2.0,16.475050594261255
U00139,S00139,Referral,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,13.31391616668693
U00140,S00140,Referral,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,15.28730928569983
U00141,S00141,Social,,South,1.0,1.0,0.0,,0.0,3.0,13.13689688407117
U00142,S00142,Organic,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,8.36296704726503
U00143,S00143,Organic,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,35.09067366355275
U00144,S00144,Direct,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,21.0291529768787
U00145,S00145,Referral,Tablet,West,1.0,1.0,1.0,0.0,0.0,4.0,3.834876673794702
U00146,S00146,Direct,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,6.4660612271387645
U00147,S00147,Paid,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,75.15636889549025
U00148,S00148,Referral,Tablet,North,0.0,0.0,0.0,0.0,0.0,1.0,49.03649440142285
U00149,S00149,Organic,Tablet,North,1.0,0.0,0.0,0.0,0.0,2.0,25.121484630381797
U00150,S00150,Direct,Mobile,South,1.0,1.0,1.0,1.0,1.0,0.0,16.12344164263756
U00151,S00151,Direct,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,72.46264891603677
U00152,S00152,Referral,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,12.002886900691324
U00153,S00153,Referral,Desktop,East,1.0,1.0,0.0,0.0,0.0,3.0,21.468721522971325
U00154,S00154,Paid,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,14.220172401428401
U00155,S00155,Referral,Tablet,West,1.0,1.0,1.0,1.0,1.0,0.0,67.10953459355096
U00156,S00156,Referral,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,30.509914227154788
U00157,S00157,Direct,Tablet,South,1.0,1.0,1.0,1.0,1.0,0.0,27.59174381253366
U00158,S00158,Referral,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,29.239300507030514
U00159,S00159,Paid,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,18.883342983865177
U00160,S00160,Paid,Tablet,North,1.0,1.0,1.0,1.0,1.0,0.0,4.871992615995317
U00161,S00161,Paid,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,12.27572106329947
U00162,S00162,Paid,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,29.812604316994875
U00163,S00163,Paid,Mobile,East,1.0,,0.0,0.0,0.0,2.0,49.22594412470822
U00164,S00164,Paid,Desktop,South,1.0,1.0,1.0,0.0,0.0,4.0,17.88397318299332
U00165,S00165,,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,17.71168162259676
U00166,S00166,Referral,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,5.347364237798781
U00167,S00167,Paid,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,16.150658754253286
U00168,S00168,Social,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,8.923106699228198
U00169,S00169,Paid,Desktop,South,,1.0,1.0,0.0,0.0,4.0,104.69804004603155
U00170,S00170,Organic,Mobile,South,1.0,1.0,0.0,0.0,0.0,3.0,28.876151463159044
U00171,S00171,Direct,Mobile,West,,1.0,0.0,0.0,0.0,3.0,14.380069561885117
U00172,S00172,Social,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,18.285827878248593
U00173,S00173,Paid,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,8.5485052003105
U00174,S00174,Organic,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,14.236848115379749
U00175,S00175,Paid,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,99.62405733843673
U00176,S00176,Organic,Mobile,South,1.0,1.0,0.0,0.0,0.0,,66.45664693912872
U00177,S00177,Direct,Mobile,South,1.0,1.0,1.0,1.0,1.0,0.0,20.26133196602291
U00178,S00178,Direct,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,20.714281105884993
U00179,S00179,Organic,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,10.964524678268269
,S00180,Organic,Tablet,South,1.0,0.0,0.0,0.0,0.0,2.0,41.02275443751428
U00181,S00181,Social,,East,1.0,1.0,1.0,0.0,0.0,4.0,12.61049374745271
U00182,S00182,Organic,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,10.864844975604784
U00183,S00183,Referral,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,6.273191509334634
U00184,S00184,Direct,Mobile,North,1.0,1.0,1.0,0.0,0.0,4.0,82.32150079249581
U00185,S00185,Direct,Mobile,South,1.0,,1.0,1.0,1.0,0.0,51.947531739303024
U00186,S00186,Direct,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,16.724430871875725
U00187,S00187,Organic,Desktop,East,1.0,0.0,0.0,0.0,0.0,2.0,13.949301247795894
U00188,S00188,Direct,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,46.21350563042163
U00189,S00189,Referral,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,17.87292545832327
U00190,S00190,Social,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,10.303917850532832
U00191,S00191,Organic,Desktop,South,1.0,,,0.0,0.0,4.0,32.03022857899431
U00192,S00192,Organic,Mobile,East,1.0,1.0,1.0,1.0,1.0,0.0,7.061215354646911
U00193,S00193,Organic,Mobile,North,1.0,0.0,0.0,0.0,0.0,2.0,18.659567648635942
U00194,S00194,Organic,Mobile,North,1.0,1.0,1.0,1.0,1.0,0.0,60.42733118852338
U00195,S00195,Organic,Tablet,South,1.0,1.0,1.0,1.0,1.0,0.0,50.036818153073924
U00196,S00196,Social,Tablet,North,1.0,1.0,0.0,0.0,0.0,,69.22492910900489
U00197,S00197,Social,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,31.87102687485662
U00198,S00198,Organic,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,13.12929538859449
U00199,S00199,Organic,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,22.596569802968382
U00200,S00200,Organic,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,21.094045268846475
U00201,S00201,Organic,Desktop,West,1.0,1.0,1.0,0.0,0.0,4.0,22.037838741653427
U00202,S00202,Organic,Mobile,South,0.0,0.0,0.0,0.0,0.0,1.0,15.698862718590114
U00203,S00203,Paid,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,48.532091572964255
U00204,S00204,Organic,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,16.425959754227108
U00205,S00205,Direct,Tablet,,1.0,1.0,1.0,0.0,0.0,4.0,13.028913701416982
U00206,S00206,Organic,Desktop,West,1.0,1.0,1.0,,0.0,4.0,11.648893056551183
U00207,S00207,Paid,Desktop,North,1.0,0.0,,0.0,0.0,2.0,45.28439660828632
U00208,S00208,Social,Mobile,North,1.0,1.0,1.0,1.0,1.0,0.0,14.829999858867707
U00209,S00209,Direct,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,13.604299231705545
U00210,S00210,Direct,Tablet,South,1.0,1.0,1.0,0.0,,4.0,41.90565760741614
U00211,S00211,Organic,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,12.079450812264545
U00212,S00212,Referral,Mobile,North,1.0,1.0,1.0,1.0,1.0,0.0,14.145927360006294
U00213,S00213,Referral,Tablet,East,1.0,0.0,0.0,0.0,0.0,2.0,31.727747354267454
U00214,S00214,Paid,Desktop,South,1.0,0.0,0.0,0.0,0.0,2.0,9.454848641051145
U00215,S00215,Paid,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,30.770543308863665
U00216,S00216,Organic,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,13.144662430083619
U00217,S00217,Social,Tablet,East,1.0,1.0,1.0,1.0,1.0,0.0,35.782539355311535
U00218,S00218,Organic,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,48.178645187309094
U00219,S00219,Social,Desktop,East,1.0,1.0,1.0,1.0,1.0,0.0,26.756423244123585
U00220,S00220,Organic,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,30.248779836608662
U00221,S00221,Organic,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,14.539398797264
U00222,S00222,Organic,Mobile,East,1.0,1.0,0.0,0.0,0.0,3.0,21.92881207364007
U00223,S00223,Organic,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,15.790548786328811
U00224,S00224,Paid,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,3.1383007341029736
U00225,S00225,Paid,Desktop,South,1.0,1.0,1.0,,0.0,4.0,25.78614983466381
U00226,S00226,Referral,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,17.65572147547717
U00227,S00227,Paid,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,7.188740471664368
U00228,S00228,Paid,,North,1.0,0.0,0.0,0.0,0.0,2.0,18.54916832831927
U00229,S00229,Referral,Tablet,East,1.0,1.0,,0.0,0.0,3.0,21.442154660132207
U00230,S00230,Organic,,North,1.0,1.0,1.0,0.0,0.0,,38.58988034295896
U00231,S00231,Social,Desktop,North,1.0,1.0,1.0,0.0,0.0,4.0,23.531166695553328
U00232,S00232,Referral,Mobile,North,1.0,1.0,1.0,0.0,,4.0,13.466773657353158
,S00233,Paid,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,15.641018678034401
U00234,S00234,Referral,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,16.75363545516758
U00235,S00235,Paid,Mobile,West,1.0,0.0,0.0,0.0,0.0,2.0,8.739900866080465
U00236,S00236,Referral,Desktop,East,1.0,1.0,1.0,0.0,0.0,,13.264647708569727
U00237,S00237,Organic,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,15.473861039395082
U00238,S00238,Social,Mobile,East,1.0,1.0,1.0,0.0,0.0,4.0,59.346788321459094
U00239,S00239,Paid,Mobile,West,1.0,1.0,1.0,0.0,0.0,4.0,31.371731109718983
U00240,S00240,Organic,Mobile,East,1.0,0.0,0.0,0.0,0.0,2.0,36.960881167701054
U00241,S00241,Paid,Desktop,South,1.0,1.0,0.0,,0.0,3.0,30.46487653737779
U00242,S00242,Social,Mobile,South,1.0,0.0,0.0,0.0,0.0,2.0,27.594371892146498
U00243,S00243,Direct,Desktop,East,1.0,1.0,1.0,0.0,0.0,4.0,22.17708051647381
U00244,S00244,Organic,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,16.600869331072893
U00245,S00245,Paid,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,60.60448038391389
U00246,S00246,Paid,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,10.324183118527731
U00247,S00247,Referral,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,10.625861002154677
U00248,S00248,Direct,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,10.739676698577645
U00249,S00249,Direct,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,28.100639221083707
U00250,S00250,Organic,Mobile,North,1.0,1.0,1.0,1.0,1.0,0.0,25.566746609976953
U00251,S00251,Direct,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,14.260488825641747
U00252,S00252,Direct,Mobile,South,1.0,1.0,1.0,0.0,0.0,4.0,16.98361975042631
U00253,S00253,Organic,Desktop,South,1.0,1.0,0.0,0.0,0.0,3.0,20.30192552543469
U00254,S00254,Paid,Tablet,North,1.0,1.0,1.0,0.0,0.0,4.0,38.33451126938351
U00255,S00255,Organic,Tablet,South,1.0,1.0,0.0,0.0,0.0,3.0,24.63164661536273
U00256,S00256,Referral,Desktop,West,1.0,0.0,0.0,0.0,0.0,2.0,8.295874883987953
U00257,S00257,Direct,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,30.72352851946678
U00258,S00258,Referral,Desktop,North,1.0,0.0,0.0,0.0,0.0,2.0,31.178501171492748
U00259,S00259,Direct,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,18.555920436162065
U00260,S00260,Paid,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,4.807129365360724
U00261,S00261,Organic,Mobile,West,1.0,0.0,,0.0,0.0,2.0,24.129898027175365
U00262,S00262,Organic,Tablet,North,1.0,1.0,1.0,1.0,1.0,0.0,4.5909299194777144
U00263,S00263,,Desktop,South,1.0,1.0,1.0,1.0,1.0,0.0,43.540133240637545
U00264,,Paid,Tablet,North,1.0,1.0,0.0,0.0,0.0,3.0,31.02011449851397
U00265,S00265,Referral,Desktop,South,0.0,0.0,0.0,0.0,0.0,1.0,29.927683453738364
U00266,S00266,Paid,Mobile,West,1.0,1.0,0.0,0.0,0.0,3.0,11.320522157234182
U00267,S00267,Paid,Tablet,West,1.0,1.0,0.0,0.0,0.0,3.0,47.74158758894539
U00268,S00268,Referral,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,11.538254610138486
U00269,S00269,,Mobile,East,1.0,1.0,1.0,1.0,1.0,0.0,32.57787984987338
U00270,S00270,Paid,Tablet,South,1.0,1.0,1.0,0.0,0.0,4.0,8.910423834254082
U00271,S00271,Paid,Mobile,North,1.0,1.0,0.0,0.0,0.0,3.0,26.372096571285404
U00272,S00272,Paid,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,9.843856183270905
U00273,,Social,Tablet,East,1.0,1.0,0.0,0.0,0.0,3.0,12.160056701590603
U00274,S00274,Referral,Desktop,West,1.0,1.0,0.0,0.0,0.0,3.0,8.881092221843572
