User_ID,Cohort_Date,Feature_Name,Feature_Used,Days_Since_Launch,Usage_Count,Retention_Day_1,Retention_Day_7,Retention_Day_30,Session_Length_s,Engagement_Score,Subscription_Status,Region,Device_Type
U00044,2024-01-07,Export_Data,0.0,0.0,0.0,0.0,0.0,0.0,99.02183853965161,29.722230708023762,1.0,US,Tablet
U00045,,Search,0.0,49.0,0.0,1.0,1.0,1.0,21.54228203206127,20.233743459679506,1.0,ASIA,Tablet
U00046,2024-01-13,Profile_Edit,1.0,37.0,5.0,1.0,1.0,0.0,45.76868786112058,67.93670524105303,1.0,US,Tablet
U00047,2024-01-22,Dark_Mode,1.0,45.0,1.0,0.0,0.0,0.0,184.1478037162541,62.92105488096363,1.0,ASIA,Desktop
U00048,2024-01-12,Notifications,1.0,49.0,4.0,1.0,1.0,0.0,32.810698645090454,63.79060920254551,1.0,Other,Mobile
U00049,2024-01-17,Profile_Edit,0.0,29.0,0.0,1.0,1.0,0.0,212.95458244717685,33.562940417789726,1.0,ASIA,Mobile
U00050,2024-01-17,Dark_Mode,0.0,13.0,0.0,1.0,1.0,1.0,158.6340041726619,25.77137257020677,1.0,US,Mobile
U00051,2024-01-29,Notifications,1.0,26.0,2.0,1.0,0.0,0.0,29.84415429666694,26.825362111974414,0.0,Other,Tablet
U00052,2024-01-10,Profile_Edit,1.0,31.0,5.0,0.0,0.0,0.0,20.542838127988052,85.04295038702607,0.0,Other,Tablet
U00053,2024-01-22,Profile_Edit,0.0,15.0,0.0,1.0,1.0,1.0,34.402368916136346,38.79378924340492,0.0,ASIA,Mobile
U00054,2024-01-26,Export_Data,1.0,50.0,5.0,1.0,0.0,0.0,81.75112941169584,75.06732405790018,0.0,US,Tablet
U00055,2024-01-24,Notifications,1.0,34.0,4.0,1.0,0.0,0.0,58.48794954839739,73.97682349746185,1.0,Other,Tablet
U00056,2024-01-27,Search,0.0,0.0,0.0,1.0,0.0,0.0,59.59057693575658,18.952451218749438,0.0,Other,Desktop
U00057,2024-01-06,Search,1.0,11.0,4.0,1.0,0.0,0.0,26.83940636844221,42.313840544216255,0.0,US,Tablet
U00058,2024-01-02,Notifications,0.0,16.0,0.0,0.0,0.0,0.0,189.5265675339097,53.467755690395805,1.0,US,Mobile
U00059,2024-01-17,Profile_Edit,1.0,13.0,2.0,1.0,1.0,0.0,21.262935565251308,78.66445873454771,0.0,ASIA,Tablet
U00060,2024-01-09,Search,1.0,43.0,1.0,1.0,1.0,0.0,20.923778507053925,58.087116381037355,0.0,Other,Tablet
U00061,2024-01-03,Profile_Edit,0.0,1.0,0.0,1.0,1.0,0.0,54.53068792882681,58.3120595044769,0.0,US,Tablet
U00062,2024-01-22,Notifications,1.0,54.0,3.0,1.0,0.0,0.0,291.67676414630535,76.86790419664916,1.0,EU,Mobile
U00063,2024-01-03,Notifications,1.0,55.0,7.0,0.0,0.0,0.0,21.74276395003236,55.56484044205342,0.0,US,Tablet
U00064,2024-01-14,Notifications,1.0,45.0,5.0,,1.0,0.0,69.74018397299332,74.27920114567264,1.0,Other,Tablet
U00065,2024-01-28,Export_Data,1.0,33.0,9.0,1.0,1.0,1.0,118.89777849573441,76.73032440553335,1.0,US,Mobile
U00066,2024-01-13,Notifications,1.0,50.0,6.0,1.0,0.0,0.0,18.668852910763167,35.67656458669397,0.0,ASIA,Mobile
U00067,2024-01-23,Search,1.0,35.0,9.0,1.0,,0.0,27.64561963576802,66.68847552188181,0.0,ASIA,Desktop
U00068,2024-01-19,,1.0,43.0,6.0,1.0,1.0,0.0,45.33134973896137,66.4825027253781,0.0,EU,Desktop
U00069,2024-01-21,Profile_Edit,0.0,20.0,0.0,1.0,0.0,0.0,60.08532960040426,25.777318440734437,1.0,EU,Mobile
U00070,2024-01-19,Export_Data,1.0,19.0,7.0,1.0,0.0,0.0,63.53623245635206,65.96805936368166,0.0,Other,Mobile
U00071,2024-01-01,Dark_Mode,1.0,27.0,2.0,1.0,0.0,0.0,10.222834552943672,69.72651214242191,0.0,,Mobile
U00072,2024-01-11,Profile_Edit,1.0,,9.0,1.0,1.0,0.0,39.29479867535095,38.708370892170954,1.0,Other,Mobile
U00073,2024-01-15,Notifications,1.0,25.0,2.0,1.0,1.0,0.0,32.35550155825671,76.8783624641062,0.0,EU,Desktop
U00074,2024-01-16,Search,0.0,16.0,0.0,1.0,0.0,0.0,53.14843797525152,36.15143695353852,1.0,Other,Tablet
U00075,2024-01-15,Profile_Edit,1.0,2.0,5.0,0.0,0.0,0.0,66.10515826040626,59.70809201819339,0.0,US,Mobile
U00076,2024-01-05,Notifications,0.0,24.0,0.0,1.0,0.0,0.0,9.557283750141325,15.26296987449298,0.0,EU,Tablet
U00077,2024-01-12,Export_Data,0.0,54.0,0.0,0.0,0.0,0.0,155.68818549720035,18.735814692864086,0.0,US,Desktop
U00078,2024-01-13,Notifications,0.0,28.0,0.0,1.0,0.0,0.0,45.55734397969949,11.402882210520712,0.0,EU,Tablet
U00079,2024-01-24,Notifications,1.0,51.0,2.0,1.0,0.0,0.0,34.348933075476765,62.727387709357885,0.0,EU,Tablet
U00080,2024-01-27,Dark_Mode,1.0,10.0,4.0,1.0,0.0,0.0,39.90548790404023,67.93133957956275,0.0,Other,Tablet
U00081,2024-01-02,Notifications,1.0,41.0,3.0,0.0,0.0,0.0,42.562473416234745,89.47673198672352,1.0,EU,Tablet
U00082,2024-01-06,Search,0.0,37.0,0.0,1.0,0.0,0.0,14.32861297100989,39.69115016804268,0.0,US,Desktop
U00083,2024-01-02,Search,1.0,51.0,4.0,1.0,0.0,0.0,67.11472855114827,61.675722027741145,0.0,US,Mobile
U00084,2024-01-03,Dark_Mode,0.0,20.0,0.0,0.0,0.0,0.0,26.67628620109134,21.48455007019423,0.0,ASIA,Tablet
U00085,2024-01-16,,1.0,44.0,9.0,1.0,1.0,0.0,110.0634056628573,25.68105773015396,1.0,Other,Mobile
U00086,2024-01-16,Dark_Mode,1.0,14.0,5.0,0.0,0.0,0.0,19.784980339525514,66.50906081478419,0.0,ASIA,Desktop
U00087,2024-01-14,Export_Data,0.0,53.0,0.0,0.0,0.0,0.0,23.102733892003425,33.7651814699946,0.0,US,Mobile
U00088,2024-01-13,Export_Data,1.0,0.0,5.0,0.0,0.0,0.0,21.09076831884477,63.40230364359405,0.0,US,Mobile
U00089,2024-01-20,Profile_Edit,1.0,15.0,8.0,1.0,1.0,1.0,35.11046751702756,77.95317173825745,1.0,US,Mobile
U00090,,Notifications,1.0,23.0,4.0,1.0,1.0,0.0,144.38945488575544,91.33283820686006,0.0,US,Mobile
U00091,2024-01-08,Dark_Mode,1.0,3.0,4.0,1.0,1.0,0.0,51.29618461322597,71.60838243256188,0.0,,Tablet
U00092,2024-01-18,Dark_Mode,1.0,7.0,6.0,0.0,0.0,0.0,92.4271964318996,41.71892570538432,0.0,US,Desktop
U00093,2024-01-07,Profile_Edit,1.0,56.0,1.0,0.0,0.0,0.0,48.86692676295499,49.80109393478847,0.0,EU,Desktop
U00094,2024-01-11,Search,1.0,16.0,7.0,1.0,1.0,0.0,71.18927886687173,92.231884634816,0.0,US,Mobile
U00095,2024-01-02,Profile_Edit,0.0,54.0,0.0,1.0,1.0,0.0,120.87339652854297,,0.0,Other,Desktop
U00096,2024-01-29,Dark_Mode,0.0,15.0,0.0,1.0,0.0,0.0,61.09744732963531,59.99857555459703,1.0,EU,Desktop
U00097,2024-01-28,Notifications,0.0,23.0,0.0,0.0,0.0,0.0,86.73693064547857,23.74512079617766,0.0,,Desktop
U00098,2024-01-22,Profile_Edit,0.0,27.0,0.0,1.0,1.0,,40.943764679065325,27.29122917349659,0.0,Other,Mobile
U00099,2024-01-14,Export_Data,1.0,44.0,10.0,1.0,0.0,0.0,22.085845686951185,62.48642895232266,0.0,ASIA,Desktop
U00100,2024-01-02,Export_Data,1.0,56.0,4.0,0.0,,0.0,94.93970780579916,56.31307396639546,0.0,Other,Desktop
U00101,2024-01-28,Profile_Edit,1.0,52.0,6.0,0.0,0.0,0.0,80.24738846084352,59.44153191108401,0.0,ASIA,Tablet
U00102,2024-01-25,Profile_Edit,1.0,12.0,5.0,1.0,0.0,0.0,48.91315785497707,58.40568510131834,1.0,Other,Mobile
U00103,2024-01-30,Profile_Edit,1.0,54.0,3.0,0.0,,0.0,37.69207104220415,83.5434025807259,0.0,US,Tablet
U00104,2024-01-13,Export_Data,1.0,12.0,5.0,1.0,1.0,0.0,15.749794220729965,46.0513338043443,1.0,US,Desktop
U00105,2024-01-22,Profile_Edit,0.0,23.0,0.0,0.0,0.0,0.0,123.41873519203598,42.01073182924438,0.0,Other,Tablet
U00106,2024-01-24,Export_Data,0.0,2.0,0.0,1.0,0.0,0.0,13.177915009467064,28.873231068065103,1.0,EU,Tablet
U00107,2024-01-30,Profile_Edit,1.0,18.0,9.0,0.0,0.0,0.0,20.287676336402313,,0.0,US,Tablet
U00108,2024-01-15,Notifications,1.0,43.0,2.0,0.0,0.0,0.0,72.55357092282087,67.53447339042722,1.0,EU,Mobile
U00109,2024-01-27,Dark_Mode,0.0,18.0,0.0,1.0,0.0,0.0,92.44431996070739,42.824421552821384,0.0,Other,Mobile
U00110,2024-01-08,Profile_Edit,1.0,29.0,4.0,1.0,0.0,0.0,45.561048029291236,71.01553457701422,0.0,US,Tablet
U00111,2024-01-02,Export_Data,1.0,35.0,2.0,0.0,0.0,0.0,144.99437617407662,44.98453268021826,0.0,ASIA,Desktop
U00112,2024-01-12,Dark_Mode,1.0,41.0,3.0,,1.0,0.0,20.657797982296096,58.75977313455885,0.0,ASIA,Desktop
U00113,2024-01-23,Export_Data,0.0,2.0,0.0,0.0,0.0,0.0,33.52527491784934,40.98132637864161,0.0,EU,Tablet
U00114,2024-01-06,Search,0.0,0.0,0.0,1.0,0.0,0.0,187.11662140279077,14.601296583665436,1.0,ASIA,Tablet
U00115,2024-01-10,Profile_Edit,1.0,55.0,6.0,1.0,,0.0,49.99310225088968,69.06789849796286,1.0,US,Tablet
U00116,2024-01-10,Profile_Edit,1.0,55.0,4.0,1.0,0.0,0.0,173.18691689925043,59.26264457494664,0.0,Other,Tablet
U00117,2024-01-21,Notifications,0.0,46.0,0.0,0.0,0.0,0.0,28.287845239608345,26.552509146257318,1.0,US,Mobile
U00118,2024-01-29,Notifications,1.0,50.0,2.0,0.0,0.0,0.0,65.36705941501916,70.08191984528689,0.0,Other,Mobile
U00119,2024-01-08,Profile_Edit,1.0,8.0,2.0,1.0,1.0,0.0,10.045216259446706,73.8393087026206,0.0,US,Desktop
U00120,2024-01-07,Dark_Mode,1.0,9.0,5.0,1.0,1.0,0.0,94.85130908838289,80.40086217565663,0.0,ASIA,Desktop
U00121,2024-01-23,Profile_Edit,0.0,30.0,0.0,1.0,1.0,0.0,104.69828556195098,7.264703656167824,0.0,US,Desktop
U00122,2024-01-03,Profile_Edit,0.0,27.0,0.0,0.0,0.0,0.0,19.24316892477484,10.674083967300849,0.0,US,Desktop
U00123,2024-01-04,Notifications,1.0,47.0,5.0,0.0,0.0,0.0,96.40223074876717,83.32293047095204,1.0,US,Mobile
U00124,2024-01-01,Search,1.0,29.0,5.0,1.0,1.0,0.0,110.2115889195027,74.37554206826812,0.0,US,Mobile
U00125,2024-01-30,Export_Data,0.0,51.0,0.0,1.0,0.0,0.0,315.54946903476076,,0.0,US,Mobile
U00126,2024-01-13,Profile_Edit,1.0,32.0,2.0,1.0,0.0,0.0,187.69960499722842,69.39553010807514,0.0,US,Tablet
U00127,2024-01-18,Profile_Edit,1.0,7.0,5.0,1.0,,0.0,54.475054842347376,73.48731474405427,0.0,EU,Mobile
U00128,2024-01-26,Notifications,0.0,9.0,0.0,0.0,,0.0,22.563812891526283,39.660080303393514,0.0,Other,Tablet
U00129,2024-01-18,Notifications,1.0,36.0,4.0,1.0,1.0,0.0,30.330305246343016,60.36792381146021,0.0,ASIA,Tablet
U00130,2024-01-17,Dark_Mode,1.0,5.0,11.0,0.0,0.0,0.0,54.089077554840735,49.34076669304673,0.0,US,Tablet
U00131,2024-01-16,Notifications,0.0,43.0,0.0,1.0,1.0,0.0,141.6958863786242,12.786237819201116,0.0,US,Tablet
U00132,2024-01-18,Export_Data,1.0,4.0,3.0,1.0,1.0,0.0,107.98288127258756,82.80041889527013,0.0,ASIA,Mobile
U00133,2024-01-01,Export_Data,1.0,42.0,4.0,0.0,0.0,0.0,21.47883964750884,70.95639228710702,1.0,,Mobile
U00134,2024-01-09,Export_Data,1.0,13.0,4.0,1.0,1.0,0.0,44.575308245965836,57.23112232135934,0.0,Other,Mobile
U00135,2024-01-17,Dark_Mode,1.0,33.0,3.0,1.0,0.0,0.0,49.70250132620039,51.51125667893477,0.0,Other,Mobile
U00136,2024-01-04,Export_Data,1.0,54.0,3.0,0.0,0.0,0.0,161.60343781929012,40.70471744171656,0.0,US,Desktop
U00137,2024-01-15,Notifications,1.0,11.0,4.0,1.0,0.0,0.0,36.06135011648252,51.48128071077209,0.0,US,Tablet
U00138,2024-01-09,Search,0.0,4.0,0.0,1.0,1.0,1.0,67.13347734347317,44.87062158235581,0.0,Other,Mobile
U00139,2024-01-04,Dark_Mode,1.0,1.0,7.0,0.0,0.0,0.0,294.61095190492944,56.23827905557146,1.0,EU,Tablet
U00140,2024-01-12,Export_Data,1.0,21.0,8.0,0.0,0.0,0.0,102.53161457074148,66.6688549967982,0.0,US,Mobile
,2024-01-22,Notifications,1.0,19.0,3.0,1.0,0.0,0.0,83.02629690272566,89.018108581815,0.0,ASIA,Tablet
U00142,2024-01-19,Search,1.0,54.0,7.0,1.0,0.0,0.0,68.2700190969786,65.99453236392382,0.0,EU,Tablet
U00143,2024-01-10,Dark_Mode,1.0,3.0,9.0,0.0,0.0,0.0,31.694922377635404,66.58464332228124,1.0,Other,Mobile
U00144,2024-01-11,Profile_Edit,0.0,38.0,0.0,1.0,0.0,0.0,43.05223189047168,18.260238247381597,1.0,EU,Mobile
U00145,2024-01-27,Search,1.0,15.0,1.0,0.0,0.0,0.0,,57.844395013986784,1.0,Other,Desktop
U00146,2024-01-01,Export_Data,1.0,59.0,7.0,1.0,1.0,1.0,21.079296327971033,62.513150931964326,0.0,ASIA,Tablet
U00147,2024-01-12,Profile_Edit,1.0,16.0,2.0,1.0,0.0,0.0,42.427481866372474,44.726274873762776,0.0,US,Tablet
U00148,2024-01-14,Profile_Edit,1.0,12.0,6.0,1.0,0.0,0.0,91.63629806587913,42.4068848997231,0.0,ASIA,Mobile
U00149,2024-01-17,Export_Data,1.0,33.0,2.0,1.0,0.0,0.0,84.5080568569709,70.67264770657036,0.0,ASIA,Mobile
U00150,2024-01-08,Search,0.0,28.0,0.0,0.0,0.0,0.0,28.279589000604197,30.358784926782185,0.0,US,Mobile
U00151,2024-01-30,Notifications,1.0,44.0,4.0,1.0,1.0,0.0,44.47339026770952,26.8934567634797,1.0,ASIA,Tablet
,2024-01-30,Dark_Mode,1.0,16.0,7.0,1.0,1.0,0.0,21.002835863027414,87.9075914507559,1.0,US,Desktop
U00153,2024-01-02,Dark_Mode,1.0,9.0,0.0,1.0,0.0,0.0,79.52325824018574,48.237308881196036,0.0,US,Desktop
U00154,2024-01-10,Search,1.0,22.0,3.0,1.0,0.0,0.0,41.95655459265444,68.60440613937135,1.0,ASIA,Desktop
U00155,2024-01-09,Profile_Edit,1.0,59.0,1.0,1.0,1.0,1.0,468.06056001594055,55.960415585746624,1.0,US,Tablet
U00156,2024-01-02,Notifications,0.0,7.0,0.0,1.0,,0.0,,32.82733368014993,0.0,ASIA,Tablet
U00157,2024-01-25,Profile_Edit,0.0,36.0,0.0,1.0,0.0,0.0,107.33530207988728,71.78818582096198,1.0,Other,Desktop
U00158,2024-01-26,Search,1.0,23.0,5.0,1.0,1.0,0.0,10.113982386274683,70.72636327009803,1.0,EU,Tablet
U00159,2024-01-12,Profile_Edit,1.0,33.0,8.0,1.0,0.0,0.0,33.64559609388399,30.592948051195247,0.0,ASIA,Desktop
U00160,2024-01-15,Search,0.0,47.0,,1.0,0.0,0.0,13.94169610361828,63.91258512667064,1.0,Other,Desktop
U00161,2024-01-04,Search,1.0,17.0,3.0,1.0,1.0,1.0,59.82979001781081,44.901871599930274,0.0,ASIA,Desktop
U00162,2024-01-11,Profile_Edit,0.0,4.0,0.0,1.0,1.0,1.0,46.68098216921661,33.09008740854474,0.0,ASIA,Tablet
U00163,2024-01-15,Search,0.0,1.0,0.0,1.0,1.0,0.0,32.5018863465445,26.63141246496134,1.0,EU,Tablet
U00164,2024-01-08,Dark_Mode,0.0,33.0,0.0,0.0,0.0,0.0,34.80279986799568,15.322402686233334,1.0,ASIA,Tablet
U00165,2024-01-26,Profile_Edit,1.0,39.0,2.0,1.0,0.0,0.0,39.42181543867289,53.60330985300339,0.0,ASIA,Mobile
U00166,2024-01-26,Profile_Edit,1.0,39.0,,1.0,0.0,0.0,22.89011800539088,54.485872152600024,0.0,ASIA,Desktop
U00167,2024-01-15,Profile_Edit,1.0,29.0,4.0,1.0,1.0,1.0,82.26035809422173,73.98372871914425,1.0,US,Tablet
U00168,2024-01-05,Dark_Mode,1.0,48.0,2.0,1.0,0.0,0.0,224.82731479407195,70.61122512584684,1.0,EU,Desktop
U00169,2024-01-11,Export_Data,1.0,34.0,4.0,0.0,0.0,0.0,105.64536226899943,31.48395506012514,0.0,EU,Desktop
U00170,2024-01-02,Notifications,1.0,59.0,4.0,,0.0,0.0,18.0336438413593,59.42501369385591,0.0,Other,Mobile
U00171,2024-01-18,,1.0,15.0,6.0,1.0,1.0,0.0,101.01622080911748,58.350336988887776,0.0,ASIA,Tablet
U00172,2024-01-12,Profile_Edit,1.0,36.0,5.0,1.0,0.0,,48.814471625267146,66.39072255273211,0.0,US,Mobile
U00173,2024-01-27,Notifications,1.0,49.0,3.0,0.0,0.0,0.0,,51.90908344204925,0.0,,Tablet
U00174,2024-01-20,Export_Data,0.0,0.0,0.0,1.0,1.0,1.0,66.23183042322866,29.56432344553085,0.0,EU,Mobile
U00175,2024-01-19,Dark_Mode,0.0,27.0,0.0,1.0,1.0,1.0,9.910999352070267,32.50056027843083,0.0,ASIA,Tablet
U00176,2024-01-29,Dark_Mode,0.0,22.0,0.0,0.0,0.0,0.0,121.25717186562528,56.756873460417744,0.0,EU,Desktop
U00177,2024-01-29,Export_Data,0.0,,0.0,1.0,1.0,0.0,53.59477936229048,30.973910323596034,1.0,US,Tablet
U00178,,Notifications,1.0,15.0,6.0,1.0,0.0,0.0,60.769612138562216,83.19228423078137,0.0,US,Mobile
U00179,2024-01-25,Search,1.0,3.0,9.0,1.0,1.0,0.0,108.41870838340522,19.16078535862455,1.0,EU,Desktop
U00180,2024-01-09,Profile_Edit,1.0,47.0,4.0,0.0,0.0,0.0,195.808317591801,80.7784563662359,0.0,Other,Mobile
U00181,2024-01-08,Search,1.0,46.0,9.0,1.0,0.0,0.0,32.269081963306945,78.48688339431838,0.0,ASIA,Desktop
U00182,2024-01-05,Export_Data,1.0,5.0,3.0,1.0,0.0,0.0,19.400137935841116,49.64384758035978,0.0,Other,Mobile
U00183,2024-01-03,Dark_Mode,0.0,6.0,0.0,,0.0,,,47.58861747660069,1.0,Other,Tablet
U00184,2024-01-23,Notifications,0.0,19.0,0.0,1.0,0.0,0.0,5.449568950081489,31.499484488769962,1.0,US,Desktop
U00185,2024-01-25,Notifications,0.0,14.0,0.0,1.0,0.0,0.0,23.249895625696976,29.258071460025114,0.0,EU,Desktop
U00186,2024-01-04,Notifications,1.0,39.0,3.0,1.0,1.0,1.0,85.23733216637102,59.99240620244354,1.0,,Tablet
U00187,2024-01-23,Search,0.0,12.0,0.0,1.0,0.0,0.0,33.587840031997125,19.39587467971047,1.0,ASIA,Desktop
U00188,2024-01-08,,1.0,6.0,4.0,1.0,1.0,1.0,,47.677999378101035,0.0,ASIA,Tablet
U00189,2024-01-23,Export_Data,1.0,38.0,6.0,0.0,0.0,0.0,83.6570190827609,68.92061706373556,1.0,EU,Desktop
U00190,2024-01-22,Search,1.0,39.0,5.0,1.0,1.0,1.0,67.4984136011548,63.19829409371803,0.0,EU,Desktop
U00191,2024-01-18,Dark_Mode,1.0,19.0,7.0,1.0,1.0,1.0,39.722653728716445,46.96411445301737,1.0,ASIA,Desktop
U00192,2024-01-05,Profile_Edit,1.0,48.0,3.0,0.0,,0.0,8.433372374446673,62.79292712795607,1.0,US,Tablet
U00193,2024-01-21,Search,1.0,17.0,,1.0,0.0,0.0,48.55835868613462,85.33396056612752,1.0,Other,Tablet
U00194,2024-01-25,Dark_Mode,1.0,59.0,3.0,1.0,1.0,0.0,34.615679681984645,76.96083599980705,0.0,Other,Mobile
U00195,2024-01-09,Notifications,1.0,57.0,2.0,1.0,0.0,0.0,39.75888217383747,81.51836526109277,1.0,US,Mobile
U00196,2024-01-09,Profile_Edit,0.0,8.0,,1.0,1.0,0.0,39.09318884901211,33.308587461912644,0.0,Other,Tablet
U00197,2024-01-07,Search,0.0,21.0,0.0,0.0,0.0,0.0,38.150719683692635,2.071714846503677,1.0,EU,Desktop
U00198,2024-01-18,Notifications,1.0,42.0,4.0,1.0,0.0,0.0,18.554744671148885,75.05984990026471,1.0,ASIA,Tablet
U00199,2024-01-27,Dark_Mode,1.0,25.0,6.0,1.0,0.0,0.0,71.54168502589445,78.66734090735333,,US,Desktop
,2024-01-10,Export_Data,1.0,9.0,8.0,1.0,0.0,0.0,29.524969827949928,55.00857165071286,0.0,Other,Mobile
U00201,2024-01-17,Notifications,1.0,28.0,5.0,1.0,0.0,0.0,476.46095425394685,59.87314433388473,0.0,US,Mobile
U00202,2024-01-20,Notifications,1.0,44.0,3.0,0.0,0.0,0.0,13.902394932169615,65.7556133419448,1.0,ASIA,Tablet
U00203,2024-01-10,Export_Data,0.0,17.0,0.0,1.0,1.0,1.0,128.13841263328334,21.83297949809646,0.0,US,Mobile
