User_ID,Session_ID,Turn_Number,User_Message_Text,Bot_Response_Text,Intent_Label,Intent_Confidence,Response_Latency_ms,Resolution_Success,User_Sentiment_Score,Escalated_to_Human,Task_Type,End_of_Session
U00065,U00065_S1,1.0,Sample user message for return,Bot response for return,return,0.9537104005047042,1363.1423366692027,0.0,-0.3958648999649192,0.0,Transactional,0.0
U00112,U00112_S1,2.0,Sample user message for return,Bot response for return,return,0.7188183084538807,323.8837108880363,0.0,0.14819815559975483,0.0,Transactional,0.0
U00107,U00107_S1,3.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8838710269874347,617.0361272879728,0.0,1.2202237629991481,0.0,Transactional,0.0
U00197,U00197_S1,4.0,Sample user message for return,Bot response for return,return,0.6970989512111593,229.55960645091545,1.0,1.0377982197247329,0.0,Informational,0.0
U00153,U00153_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.4132834025105832,411.0629724118488,0.0,-0.1271351244268527,0.0,Informational,0.0
U00206,U00206_S1,6.0,Sample user message for technical_support,Bot response for technical_support,technical_support,,414.7662448472737,0.0,2.105916338779321,0.0,Informational,0.0
U00067,U00067_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5909101618243284,361.93202782576395,1.0,-1.2319714496025718,0.0,Informational,0.0
U00001,U00001_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.8954999740466965,274.8542497027179,1.0,-1.3095898425377632,0.0,Transactional,1.0
U00234,U00234_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.7765400773498741,359.6345705442667,1.0,0.4593451479977627,0.0,Transactional,0.0
U00124,U00124_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.7565023423271542,452.4266719527762,0.0,0.1212519986973887,0.0,Informational,
U00072,U00072_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.7403841089251364,213.47682069611767,1.0,1.661273309342308,0.0,Transactional,0.0
U00095,U00095_S1,4.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5892898106551786,198.7902426131123,1.0,1.0284256549584248,0.0,Informational,0.0
U00144,U00144_S1,5.0,Sample user message for billing,Bot response for billing,billing,0.7073646934950055,199.3194003122112,1.0,0.1441895956791876,0.0,Transactional,0.0
U00020,U00020_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.7527437402169476,822.6174316421706,,-0.5886537380677275,0.0,Transactional,0.0
U00208,U00208_S1,7.0,Sample user message for billing,Bot response for billing,billing,0.9221133450545567,641.7482119819222,1.0,1.1625230833323252,0.0,Transactional,0.0
U00205,U00205_S1,8.0,Sample user message for return,Bot response for return,return,0.915259909621363,362.0706077524428,0.0,0.12385379693830473,0.0,Transactional,1.0
U00173,U00173_S1,1.0,Sample user message for order_status,Bot response for order_status,order_status,0.7582457764966283,290.9268644210458,1.0,1.5237303203979895,0.0,Informational,0.0
U00222,U00222_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.8658794824401473,169.06025091510315,1.0,1.5312660563806793,0.0,Transactional,0.0
U00051,U00051_S1,3.0,Sample user message for return,Bot response for return,return,0.8930835961273854,438.4804773134662,1.0,-1.5642237828220331,0.0,Support,0.0
U00043,U00043_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.8468888836466194,2908.892790140759,0.0,0.7840331650851061,0.0,Support,0.0
U00230,U00230_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5770386170664178,2714.0216725884443,0.0,-0.6775546745309516,0.0,Informational,
U00198,U00198_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.8956052600719254,197.4955569900679,1.0,,0.0,Informational,0.0
U00215,U00215_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.8545863117782855,1285.4621455648946,0.0,0.04708913475785673,0.0,Informational,0.0
U00041,U00041_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.7077436710618051,359.0186445271302,0.0,1.1356800538451894,1.0,Informational,1.0
U00120,U00120_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.9572799921030902,1352.1473743113604,0.0,-0.6670451585673787,0.0,Support,0.0
U00071,U00071_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.721118118417853,517.0250155579948,0.0,1.08382793283873,1.0,Support,
U00178,,3.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5836022988514957,1880.8242843400105,,1.3920432044312767,0.0,Support,0.0
U00146,U00146_S1,4.0,,Bot response for order_status,order_status,0.9020782585094959,101.83050666265149,1.0,0.21953347513191201,0.0,Transactional,0.0
U00246,U00246_S1,5.0,Sample user message for return,Bot response for return,return,0.5285618023265448,569.8930717779687,1.0,0.09853226864478251,0.0,Informational,0.0
U00054,U00054_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.7627791532572653,206.90069024021327,1.0,1.5795888032293102,0.0,,0.0
U00061,U00061_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.8923083721927705,85.84996381513228,1.0,-0.8843141504770992,0.0,Informational,0.0
U00032,U00032_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.8244910507783921,231.41834450322528,1.0,1.1375716248555907,0.0,Support,
U00207,U00207_S1,1.0,Sample user message for return,Bot response for return,return,0.6857110615260265,73.59695008124508,1.0,0.8909873050150189,0.0,Informational,0.0
U00213,U00213_S1,2.0,Sample user message for general_info,Bot response for general_info,general_info,0.9515837995010321,61.30820466982224,1.0,-1.1094872744161166,0.0,Transactional,0.0
U00154,U00154_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.7174712530595464,306.94344369860846,1.0,-0.8137716355439051,0.0,Transactional,0.0
U00164,U00164_S1,4.0,Sample user message for order_status,Bot response for order_status,,0.7970538383238013,331.1123722151407,1.0,0.0005488524088339155,0.0,Support,0.0
U00168,U00168_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.8967878267191225,207.9302755167467,1.0,-0.3744497737516712,0.0,Support,0.0
U00067,,6.0,Sample user message for return,Bot response for return,,0.7274715150060329,160.5358155775757,1.0,0.1615361163308378,0.0,Informational,0.0
U00173,U00173_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.9228990920894532,526.282351255559,0.0,-0.3453417160097394,0.0,Support,0.0
U00199,U00199_S1,8.0,Sample user message for general_info,Bot response for general_info,general_info,0.8295144964851061,541.4369723393585,0.0,-1.6009703357062468,0.0,Informational,1.0
U00194,,1.0,Sample user message for billing,Bot response for billing,billing,0.8949125317798577,2220.3877380148665,0.0,-0.5239505304696137,0.0,Transactional,0.0
U00006,U00006_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9115923582413176,107.47052876785017,0.0,0.16281470790611605,0.0,Support,0.0
U00048,,3.0,Sample user message for return,Bot response for return,return,0.8968114592940489,263.1208649917343,1.0,1.1310702232544774,0.0,Transactional,0.0
U00041,U00041_S1,4.0,Sample user message for return,Bot response for return,return,0.7707502323491604,373.8086854473119,1.0,-0.43776514647502857,0.0,Support,0.0
U00124,U00124_S1,5.0,Sample user message for return,Bot response for return,return,0.8979723307334924,291.4537177976806,1.0,-0.39706735527450404,0.0,Support,0.0
U00188,U00188_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.7091021475995172,,0.0,1.3352216364055245,0.0,Informational,0.0
U00126,U00126_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8567483407983919,588.2011093838395,0.0,0.1638304690291281,0.0,Informational,0.0
U00099,U00099_S1,8.0,Sample user message for general_info,Bot response for general_info,general_info,0.6504349240804609,41.80692151017947,,0.6098956178309346,0.0,Transactional,
U00015,,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8101167495697745,91.77362992921749,1.0,1.1295776736275156,0.0,Support,0.0
U00028,U00028_S1,2.0,Sample user message for return,Bot response for return,,0.8054139279671415,101.8252732048451,1.0,0.3698138638765501,0.0,Transactional,0.0
U00225,U00225_S1,3.0,Sample user message for general_info,Bot response for general_info,general_info,0.6788168801419447,86.0152877020643,1.0,-0.2178583108341508,0.0,Support,0.0
U00002,U00002_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.7216782468889144,547.8413932272613,1.0,-0.5628808002427806,0.0,Support,0.0
U00045,U00045_S1,5.0,Sample user message for return,Bot response for return,return,0.7392658792786083,118.10901122221338,1.0,1.1115093472412643,0.0,Support,0.0
U00144,U00144_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.9500992933963766,201.9387876684621,1.0,0.571849574748471,0.0,Informational,0.0
U00146,U00146_S1,7.0,Sample user message for return,Bot response for return,return,0.7494305247840841,434.3437917905193,1.0,0.5888694789404293,0.0,Support,0.0
U00053,U00053_S1,8.0,Sample user message for return,Bot response for return,return,0.5956011920569609,233.3941192496968,1.0,-0.3336507335671866,0.0,Informational,1.0
U00063,U00063_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.9463899139691642,311.5369334424193,1.0,-1.2780224707951535,0.0,Support,0.0
U00179,U00179_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.4335400455249465,452.71413760402964,1.0,0.8210150162788209,,Informational,0.0
U00148,U00148_S1,3.0,Sample user message for return,Bot response for return,return,0.5885090979627668,2523.020460849975,0.0,-0.899960764048536,0.0,,0.0
U00050,U00050_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.7489189487200067,804.2586991372476,0.0,1.0217441828412435,0.0,Support,0.0
U00181,U00181_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7866360427729645,208.64548367031014,1.0,1.608477266852352,0.0,Support,0.0
U00168,U00168_S1,6.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9188090282622857,217.56315874025208,1.0,0.20971806701664747,0.0,Support,0.0
U00027,U00027_S1,7.0,Sample user message for return,Bot response for return,return,0.7867852694665762,733.1695328681695,0.0,-0.5465572005379666,1.0,Transactional,0.0
U00069,U00069_S1,8.0,,Bot response for general_info,general_info,0.8036538450597739,247.63179348694143,1.0,0.21462175975001105,,Informational,1.0
U00208,U00208_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.9479351785446736,568.5064761999606,1.0,-1.3499184357747411,0.0,Support,0.0
U00017,U00017_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9086506876725837,312.0388423772111,1.0,-0.5870671862619647,0.0,Transactional,0.0
U00247,U00247_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.8487780541702301,165.74889998984142,1.0,-0.08492490152695574,0.0,Informational,0.0
U00084,U00084_S1,4.0,Sample user message for return,Bot response for return,return,0.6325750553500974,493.434753047253,0.0,-1.3292798829310049,0.0,Support,0.0
U00191,U00191_S1,5.0,Sample user message for order_status,Bot response for order_status,order_status,0.8245312131958593,254.9739369150759,1.0,1.2885838075784095,0.0,Support,0.0
U00236,U00236_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.8721400519942191,232.96368494550705,1.0,0.178148947916192,0.0,Support,0.0
U00087,U00087_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.7654335800186974,3439.723276309775,0.0,1.6600460182213965,0.0,Transactional,0.0
U00191,U00191_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9442582104105129,146.27167942954645,1.0,0.1380749029765201,0.0,Transactional,1.0
U00236,U00236_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.7053923771781988,137.3365174829391,1.0,-0.09429245848561005,0.0,Transactional,0.0
U00135,U00135_S1,2.0,Sample user message for return,Bot response for return,return,0.756663328249729,739.0125720350093,1.0,1.3190681638135278,0.0,Transactional,0.0
U00131,U00131_S1,3.0,Sample user message for return,Bot response for return,return,0.9595779586075671,256.1910033846555,1.0,1.7873074989312467,0.0,Informational,0.0
U00039,U00039_S1,,Sample user message for general_info,Bot response for general_info,,0.8471594387534277,291.88141069985716,1.0,-0.664076000560324,0.0,Support,0.0
U00176,U00176_S1,5.0,Sample user message for billing,Bot response for billing,billing,0.8898041495763622,589.4076436323458,0.0,-1.4271398427187407,0.0,Transactional,0.0
U00221,U00221_S1,6.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.4727975015614175,134.8232921924338,1.0,-0.6003878250652847,0.0,Informational,0.0
U00239,U00239_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.9256626030255573,319.36354686135496,1.0,-0.4400179694267759,0.0,Transactional,0.0
U00237,U00237_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.9544736787290887,237.47359103194017,1.0,-0.12921175154469483,0.0,Informational,1.0
U00080,U00080_S1,1.0,Sample user message for general_info,Bot response for general_info,general_info,0.5227562708970674,282.5755113775776,1.0,-0.20230475040251136,0.0,Transactional,0.0
U00068,U00068_S1,2.0,Sample user message for general_info,Bot response for general_info,general_info,0.6995582592835436,291.8346251104368,1.0,-1.7591986732081093,0.0,Informational,0.0
U00166,U00166_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.9832002092102653,191.49722184861392,1.0,-1.0139091902237152,0.0,Support,0.0
U00010,U00010_S1,4.0,Sample user message for order_status,Bot response for order_status,order_status,0.642651511792964,106.78170817167305,1.0,-0.761395141343856,0.0,Support,0.0
U00247,U00247_S1,5.0,Sample user message for return,Bot response for return,return,0.8203323233360661,521.4347224803267,1.0,1.3473569539688792,0.0,Informational,0.0
U00122,U00122_S1,6.0,Sample user message for general_info,Bot response for general_info,,0.827019473487124,1308.3490003863792,0.0,0.1522756921958507,0.0,Transactional,0.0
U00198,U00198_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.7306887771642723,352.2274697971434,1.0,0.6544395986888684,0.0,Informational,0.0
U00212,U00212_S1,8.0,Sample user message for general_info,Bot response for general_info,general_info,0.8810440878122817,217.52606267102516,0.0,-1.3697260675211,0.0,Support,1.0
U00140,U00140_S1,,Sample user message for technical_support,,technical_support,0.6853913906059655,111.65131701868007,1.0,0.6412228410941077,0.0,Support,0.0
U00146,U00146_S1,2.0,Sample user message for technical_support,,technical_support,0.6682247483741349,317.31891096026965,1.0,,0.0,Transactional,0.0
U00156,U00156_S1,3.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7354782816176958,497.9223917207991,1.0,-0.06759629334794581,0.0,Transactional,0.0
U00144,U00144_S1,4.0,Sample user message for return,Bot response for return,return,0.7349150858595674,157.17380733605935,1.0,-1.5191945096777575,0.0,Informational,0.0
U00223,U00223_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.73562861771417,472.71269244248276,1.0,-0.973705880296426,0.0,Support,0.0
U00221,U00221_S1,6.0,Sample user message for billing,Bot response for billing,billing,0.8425676193696536,77.02280449100147,1.0,-1.1472792217920573,0.0,Support,0.0
U00135,U00135_S1,7.0,Sample user message for billing,Bot response for billing,billing,0.6249397990728341,629.9263194678474,0.0,0.9134500676960281,,Informational,0.0
U00048,U00048_S1,8.0,Sample user message for return,Bot response for return,return,0.8002589829105407,223.24270497385297,1.0,-0.8100926068724839,0.0,Transactional,1.0
U00218,U00218_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.8146403767139647,180.48068450486983,1.0,-1.2993340607074004,0.0,Transactional,0.0
U00166,U00166_S1,2.0,Sample user message for general_info,Bot response for general_info,general_info,0.7826743208894901,215.8873423329243,1.0,0.2932215868433132,0.0,Transactional,0.0
U00053,U00053_S1,,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8318932735151132,285.4779752891623,1.0,0.6895676827219068,0.0,Informational,0.0
U00205,,4.0,Sample user message for return,Bot response for return,return,0.7064666364629267,452.26005670882574,1.0,-0.13931033389184252,0.0,Support,0.0
U00208,U00208_S1,,Sample user message for order_status,Bot response for order_status,order_status,0.7713040902017689,191.57159220300684,1.0,-1.6389834479271652,0.0,Informational,0.0
U00212,U00212_S1,6.0,Sample user message for general_info,Bot response for general_info,,0.7925350680901977,437.48246217387987,1.0,0.648479969016565,0.0,Informational,0.0
U00243,U00243_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9116659639502334,205.1101019067594,1.0,1.2779762511475223,0.0,Support,0.0
U00202,U00202_S1,8.0,Sample user message for billing,Bot response for billing,,0.8347048226890036,540.8731159471674,0.0,-0.8490985853213758,0.0,Transactional,1.0
U00140,U00140_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9074077652641557,229.73149355998925,1.0,-0.4588793927417608,0.0,Informational,0.0
U00196,U00196_S1,2.0,Sample user message for return,Bot response for return,return,0.7177333890069109,498.98304176963575,1.0,0.6255254239439048,0.0,Informational,0.0
U00016,U00016_S1,3.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9052802320165105,248.95297329302167,1.0,0.44344531218877825,0.0,Transactional,0.0
U00156,U00156_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.9110967941026052,231.42418251439906,,0.49707316406975116,,Support,0.0
U00240,U00240_S1,5.0,Sample user message for order_status,,order_status,0.9016195556965125,885.5211622587983,0.0,1.0734090582681461,0.0,Support,0.0
U00199,U00199_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.6495244905588328,467.0363251112127,0.0,-1.9839863496631023,1.0,Informational,0.0
U00010,U00010_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.6601103545621421,1352.200295283116,0.0,0.8366221988486552,0.0,Support,0.0
U00149,U00149_S1,8.0,Sample user message for return,Bot response for return,return,0.8420618381146604,238.0005246807493,1.0,-0.5474267811088251,0.0,,1.0
U00066,U00066_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.7894876680859937,134.98798111107195,1.0,-0.42459495202877856,0.0,Transactional,0.0
U00213,U00213_S1,2.0,Sample user message for return,Bot response for return,return,0.8756806931846329,253.53953535295037,1.0,1.2974912623439465,0.0,Support,0.0
U00209,U00209_S1,3.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8095677982152257,357.99773083610023,0.0,0.4397600251004492,0.0,Informational,0.0
U00185,U00185_S1,4.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5626707003912405,275.2433330594693,1.0,0.3733902940489959,0.0,Transactional,0.0
U00049,U00049_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.9036333463078408,275.48594570218427,0.0,1.1850838266279118,0.0,Informational,0.0
U00156,U00156_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.8703914865953548,208.42780490471094,1.0,-0.09181484522667199,0.0,Support,0.0
U00144,U00144_S1,7.0,Sample user message for billing,Bot response for billing,billing,0.9353835018382095,2618.2046567410875,0.0,-0.08757977630070654,0.0,Support,0.0
U00159,U00159_S1,8.0,Sample user message for return,Bot response for return,return,0.9061928318727362,,1.0,-2.480510732441452,0.0,Support,1.0
U00188,U00188_S1,1.0,Sample user message for return,Bot response for return,return,0.7423938898483633,571.8893918384821,1.0,0.7291609022331308,0.0,Transactional,0.0
U00195,U00195_S1,2.0,Sample user message for return,Bot response for return,return,0.8791444942204389,171.22485712658465,1.0,,0.0,Informational,0.0
U00036,U00036_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.9196969433693859,213.3335740144408,0.0,2.464102448020464,0.0,Informational,0.0
U00059,U00059_S1,4.0,Sample user message for return,Bot response for return,return,0.6825238087482857,450.0434217514462,1.0,1.2342339061509109,0.0,Transactional,0.0
U00148,U00148_S1,5.0,,Bot response for return,return,0.9238154028051867,812.4849245209551,0.0,-0.6105923421647489,0.0,Support,0.0
U00156,U00156_S1,6.0,Sample user message for order_status,Bot response for order_status,order_status,0.4453986975103931,209.42538222755917,1.0,,0.0,Support,0.0
U00117,U00117_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.8081665327577655,1547.866649311196,0.0,-0.8852657525051687,0.0,Support,0.0
U00149,U00149_S1,8.0,Sample user message for return,Bot response for return,return,0.7389443350567759,362.3813097646715,1.0,1.7477851207230808,0.0,Informational,
U00219,U00219_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.816124519076274,189.09858540768678,1.0,0.5757443653761436,0.0,Transactional,0.0
U00206,U00206_S1,2.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8222334166929609,157.08689396246248,1.0,1.3875086323176264,0.0,Support,0.0
U00038,U00038_S1,3.0,Sample user message for return,Bot response for return,return,0.611374912072903,291.9074722600988,1.0,-1.3025116227451792,0.0,Informational,0.0
U00174,U00174_S1,4.0,Sample user message for general_info,Bot response for general_info,general_info,0.8230770220294208,1500.0043730421733,0.0,-0.7341497107371796,0.0,Informational,0.0
U00215,,5.0,,Bot response for order_status,order_status,0.7568259895995799,224.61140177371217,1.0,0.41525503575397116,0.0,Transactional,0.0
U00068,U00068_S1,6.0,Sample user message for general_info,Bot response for general_info,general_info,0.6689924828943689,422.12319533880805,0.0,1.237554447384381,0.0,,0.0
U00123,U00123_S1,7.0,Sample user message for order_status,Bot response for order_status,order_status,0.6463875019052967,131.41975411368898,0.0,0.336737097902694,0.0,Transactional,0.0
U00240,U00240_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.8471502649592508,83.11450125225895,1.0,-0.013442058863235046,0.0,Informational,1.0
U00189,U00189_S1,1.0,Sample user message for billing,Bot response for billing,billing,0.868872725727693,446.7932763531261,1.0,-0.1743826282733627,0.0,Transactional,0.0
U00170,U00170_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.7544295709378341,,1.0,-0.5745961557085756,0.0,Transactional,0.0
U00068,U00068_S1,3.0,Sample user message for order_status,Bot response for order_status,order_status,0.8037545248737359,135.41222679921142,1.0,0.6052516718668431,0.0,Informational,0.0
U00181,U00181_S1,,Sample user message for billing,Bot response for billing,,0.6746437996966437,816.8691766528863,1.0,-0.6349756695827282,0.0,Transactional,0.0
U00039,U00039_S1,5.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6743053529757291,1125.4684823982502,0.0,-1.3895914163372094,0.0,Informational,0.0
U00220,U00220_S1,6.0,Sample user message for billing,Bot response for billing,billing,0.8664273362689671,299.6942511890147,1.0,-0.14936522484561998,0.0,Informational,0.0
U00115,U00115_S1,7.0,Sample user message for general_info,Bot response for general_info,general_info,0.950473681580042,147.3693827668458,1.0,1.0172333507444011,0.0,Transactional,
U00072,U00072_S1,8.0,Sample user message for technical_support,Bot response for technical_support,technical_support,,256.6221864189182,1.0,1.6471393777380094,0.0,Support,1.0
U00125,U00125_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,,938.6793273121198,0.0,-0.5571399062339303,0.0,Informational,0.0
U00138,U00138_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.8720342966955796,471.60891069209725,1.0,0.9149164294350515,0.0,Informational,0.0
U00132,U00132_S1,3.0,Sample user message for billing,Bot response for billing,billing,0.97737674789668,453.03720173791083,1.0,-0.17897817192829243,0.0,Transactional,0.0
U00110,U00110_S1,4.0,Sample user message for billing,Bot response for billing,billing,0.854534774825425,262.3022316241096,1.0,-0.626568961943587,,Informational,0.0
U00239,U00239_S1,5.0,Sample user message for general_info,Bot response for general_info,general_info,0.8695123918916066,208.4042813570265,1.0,0.0005548341284573801,0.0,Support,0.0
U00054,U00054_S1,6.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.9619086694975281,472.6205403541208,1.0,0.7572832007851349,0.0,Informational,0.0
U00082,U00082_S1,7.0,Sample user message for return,Bot response for return,return,0.8433883576463731,179.5214146629894,1.0,-0.018450784239872946,0.0,Informational,0.0
,U00032_S1,8.0,Sample user message for return,Bot response for return,return,0.8435178699766888,3065.995109872712,0.0,0.8508499418208308,0.0,,1.0
U00212,U00212_S1,1.0,Sample user message for order_status,Bot response for order_status,order_status,0.9382398028526912,256.5224596539705,1.0,-1.745157882412593,0.0,Informational,
U00076,U00076_S1,2.0,Sample user message for order_status,Bot response for order_status,order_status,0.6568174814491116,393.25225352908006,1.0,-1.2595202018935203,0.0,Transactional,0.0
U00157,,3.0,Sample user message for billing,Bot response for billing,billing,0.9550573763115617,196.49502373830984,1.0,1.138271681442665,0.0,Transactional,0.0
U00025,U00025_S1,4.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.7709654787791139,268.5884426770053,1.0,-0.5022180168856657,0.0,Support,0.0
U00157,U00157_S1,,Sample user message for technical_support,Bot response for technical_support,technical_support,0.929579100404516,472.32091363512126,0.0,,,Support,0.0
U00058,U00058_S1,6.0,Sample user message for billing,Bot response for billing,billing,0.5133895813494688,222.6156016950943,1.0,1.7417249546869555,0.0,Transactional,0.0
U00079,U00079_S1,7.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.5813460630729194,,0.0,-0.9408931141373978,0.0,Informational,0.0
,U00237_S1,8.0,Sample user message for order_status,Bot response for order_status,order_status,0.8869545206443074,1759.501079944891,0.0,-0.49938147591048326,0.0,Transactional,1.0
U00221,U00221_S1,1.0,Sample user message for technical_support,Bot response for technical_support,technical_support,0.6563513761707189,261.8419627140526,1.0,-0.9889903471033303,0.0,Informational,0.0
U00057,U00057_S1,2.0,Sample user message for billing,Bot response for billing,billing,0.5626081680955073,112.47282771232108,1.0,-0.558478805405794,0.0,Support,0.0
