User_ID,Device_Type,Latitude,Longitude,Session_Timestamp,Gaze_Target,Interaction_Type,Task_Success,Distance_to_Target_m,Head_Orientation_XYZ,Latency_ms,Completion_Time_s,Cognitive_Load_Score
U0018,Oculus_Quest,37.06581140361037,-121.84480862241642,2024-01-01 00:01:25,UI_Panel,Pointer,1.0,11.734368106972635,"(0.44, 0.06, 0.17)",138.49553794315,47.00841319877029,3.0
U0019,AR_Glasses,37.40688565462329,-122.37841987688326,2024-01-01 00:01:30,Object_B,Voice,0.0,0.22048360742165157,"(-0.25, 0.07, -0.95)",124.33806292224276,81.81165907685532,3.0
U0020,HTC_Vive,37.941555045492386,-121.6212067873194,2024-01-01 00:01:35,Avatar,Voice,1.0,0.2852249571381231,"(-0.24, -0.54, -0.01)",118.7882249996343,64.49652297822414,2.0
U0021,Oculus_Quest,37.783243142201584,-121.99788958540728,2024-01-01 00:01:40,Environment,Pointer,1.0,4.961952343598347,"(-0.78, 0.54, 0.50)",97.11440533808725,130.22180981605595,5.0
U0022,AR_Glasses,37.28990243503418,-121.73514667322226,2024-01-01 00:01:45,,Gaze,0.0,1.0077981706480075,"(-0.92, 0.48, 0.44)",55.07110774096621,91.23434449978643,4.0
U0023,Oculus_Quest,37.92519493978218,-121.76353534967149,2024-01-01 00:01:50,Environment,Gaze,1.0,1.9535347172068898,"(0.44, -0.70, 0.40)",154.6818490886287,39.58735484582927,4.0
U0024,AR_Glasses,37.71670196136134,-121.59083517271678,2024-01-01 00:01:55,Object_A,Gesture,1.0,1.9963689954673485,"(0.44, -0.27, 0.54)",67.49900580795064,53.37329139429299,1.0
U0025,Oculus_Quest,,-121.92006251906284,2024-01-01 00:02:00,Object_A,Pointer,1.0,1.611032144308374,"(0.14, 0.12, -0.26)",91.50868717471128,80.17761836903681,1.0
U0026,HTC_Vive,37.219386187672484,-122.21199461570559,2024-01-01 00:02:05,Object_B,Voice,0.0,0.8487684425007468,"(-0.88, -0.29, 0.86)",136.22829296063998,25.1590912773303,2.0
U0027,HTC_Vive,37.59912237924353,-121.56386775592544,2024-01-01 00:02:10,UI_Panel,Gesture,1.0,0.7684694405182353,"(0.86, 0.97, 0.58)",21.705237744955927,45.22590375511795,5.0
U0028,HTC_Vive,37.85048154847301,-122.45660994921967,2024-01-01 00:02:15,UI_Panel,Gaze,1.0,7.749731450193447,"(-0.61, -0.35, 0.27)",63.35977829923231,27.49710855355551,5.0
U0029,Oculus_Quest,37.6697761986664,-122.48590072398781,2024-01-01 00:02:20,Object_B,Gesture,1.0,8.73905316231412,"(0.56, -0.13, -0.93)",105.86869791203398,33.67791486735358,2.0
U0030,AR_Glasses,37.750958242492096,-121.89159682548345,2024-01-01 00:02:25,Avatar,Gesture,1.0,1.1229047038983855,"(0.79, -0.14, -0.81)",174.34837569650483,216.19591963009606,3.0
U0031,AR_Glasses,37.10499821317525,-122.12806424630064,2024-01-01 00:02:30,UI_Panel,Voice,1.0,0.6561616042577291,"(-0.63, -0.19, -0.31)",313.3043088466933,139.4228851445139,1.0
U0032,HTC_Vive,37.03285712304906,-122.02250947700958,2024-01-01 00:02:35,Avatar,Pointer,0.0,1.1404491777188206,"(0.60, -0.14, -0.32)",301.5764556966668,23.826308321231853,2.0
U0033,Oculus_Quest,37.31223311634209,-121.56229547798367,2024-01-01 00:02:40,Avatar,Voice,0.0,5.260019427300883,"(-0.29, -0.19, 0.50)",82.46989096007525,53.953180029040674,1.0
U0034,AR_Glasses,37.528033466423274,-122.24420303260504,2024-01-01 00:02:45,,Voice,0.0,0.6258270388626356,"(-0.95, -0.73, -0.30)",293.00834753351387,40.10514703947883,5.0
U0035,AR_Glasses,37.64526284667289,-122.10856532744597,2024-01-01 00:02:50,,Gaze,1.0,1.485761875585634,"(0.08, -0.20, -0.16)",87.83377969388495,41.03154313376207,5.0
U0036,AR_Glasses,37.887289827956636,-121.59339031100767,2024-01-01 00:02:55,Object_A,Voice,1.0,,"(-0.52, -0.54, -0.12)",53.728961726798566,40.667544236948174,2.0
U0037,AR_Glasses,37.671090961656745,-121.7352653619512,2024-01-01 00:03:00,Environment,Gaze,1.0,2.3737081895029686,"(-0.10, -0.04, -0.76)",53.15316254447905,178.30383798626377,5.0
U0038,AR_Glasses,37.90736178270647,-122.27173004282197,2024-01-01 00:03:05,,Gaze,1.0,0.4006797272647518,"(0.59, 0.03, -0.88)",163.8039538138282,93.00151398342913,5.0
U0039,Oculus_Quest,37.33498605539864,-121.65975229824697,2024-01-01 00:03:10,Avatar,Gaze,,18.295026526754203,"(0.12, 0.10, -0.41)",193.48872402384393,131.9427502758803,2.0
U0040,AR_Glasses,37.59875163908663,-122.12654425994918,2024-01-01 00:03:15,Avatar,Gesture,1.0,0.7827501288420334,"(0.37, 0.48, 0.49)",99.62190010896298,18.057280687728177,3.0
U0041,AR_Glasses,37.588903848834164,-122.46812937483982,2024-01-01 00:03:20,Object_B,Gesture,1.0,2.3234632522774614,"(-0.21, 0.62, 0.82)",88.93644859543372,26.05697797713353,3.0
U0042,AR_Glasses,37.945751865856614,-121.9651895685205,2024-01-01 00:03:25,UI_Panel,Gesture,1.0,0.6712244798445464,"(-0.37, 0.67, 0.86)",100.04025181999606,40.16976740751408,4.0
U0043,Oculus_Quest,37.17329171382469,-121.93480540621114,2024-01-01 00:03:30,Environment,Pointer,1.0,2.662100698236365,"(-0.06, -0.96, 0.95)",85.654543861829,91.20214560268668,2.0
U0044,AR_Glasses,37.82534228871235,-122.19689712529029,2024-01-01 00:03:35,Object_A,Voice,1.0,0.5571624952997138,"(0.39, -0.24, 0.09)",26.57530349482994,64.53178852318986,2.0
U0045,AR_Glasses,37.75863797732651,-122.46442785453598,2024-01-01 00:03:40,Avatar,Gesture,1.0,1.9135138674855519,"(0.65, -0.48, -0.87)",160.63764072659137,54.89661317362093,3.0
U0046,HTC_Vive,37.63128660348453,-121.97607586716853,2024-01-01 00:03:45,Avatar,Gesture,0.0,3.8231178786637634,"(-0.59, -0.02, 0.41)",115.2993612417476,106.60345816467897,1.0
U0047,AR_Glasses,37.19349491509243,-122.2425477864574,2024-01-01 00:03:50,UI_Panel,Pointer,1.0,0.8804626477081798,"(0.40, 0.16, 0.00)",67.60579202275976,194.62012119312882,1.0
U0048,HTC_Vive,37.77100973066049,-121.74277338431378,2024-01-01 00:03:55,Avatar,Gesture,1.0,3.18964753611609,"(0.92, -0.52, 0.24)",157.20387034028136,106.15425625776054,2.0
U0049,AR_Glasses,37.04219712479917,-122.30016902101521,2024-01-01 00:04:00,Object_B,Pointer,0.0,2.3510867370283814,"(-0.63, -0.33, 0.72)",103.55348774330348,25.109711381069694,2.0
U0050,Oculus_Quest,,-121.7728709053513,2024-01-01 00:04:05,Environment,Gesture,1.0,0.9292963230890119,"(0.42, 0.40, -0.41)",136.9558333692106,90.51619504140753,4.0
U0051,AR_Glasses,37.481510386448136,-121.79899433597315,2024-01-01 00:04:10,Object_A,Gaze,1.0,0.8682717918904633,"(-0.58, -0.24, 0.70)",144.9628538155141,47.77855471121996,4.0
U0052,HTC_Vive,37.16171715009431,-121.76310087451186,2024-01-01 00:04:15,Object_A,Voice,0.0,0.16659473966382857,"(0.73, 0.12, 0.74)",146.52808498535825,32.32467174060318,4.0
U0053,Oculus_Quest,37.8917055455481,,2024-01-01 00:04:20,Environment,Pointer,1.0,0.7987683288451631,"(-0.31, -0.65, -0.08)",86.0788408476226,119.98651565725271,3.0
U0054,HTC_Vive,37.87659672279649,-121.93389701913257,2024-01-01 00:04:25,Object_B,Pointer,1.0,1.1565002076637008,"(-0.88, -0.71, -0.90)",105.40505248563267,10.75892090472073,2.0
U0055,HTC_Vive,37.98796962171694,-122.44211841593426,2024-01-01 00:04:30,Avatar,Gesture,1.0,2.3099539462896965,"(-1.00, 0.46, -0.72)",185.4227876658149,17.92652885213081,3.0
U0056,AR_Glasses,,-122.06978586087703,2024-01-01 00:04:35,UI_Panel,Gesture,0.0,0.7355260151818297,"(-0.58, -0.03, -0.01)",75.56002821535766,113.24548112014615,3.0
U0057,Oculus_Quest,37.474534262714045,-122.13734350848421,2024-01-01 00:04:40,Object_A,Gaze,0.0,2.7948343974829823,"(0.87, -0.05, -0.96)",69.18718087667622,91.20976699677817,3.0
U0058,Oculus_Quest,37.08188780118355,-122.36003576352718,2024-01-01 00:04:45,Object_A,Voice,1.0,0.8638576504937499,"(-0.29, -0.15, -0.68)",81.2873505263456,54.879474208120726,1.0
U0059,Oculus_Quest,37.57724735188703,-122.43059257311631,2024-01-01 00:04:50,UI_Panel,Gaze,1.0,3.2093575545253694,"(0.12, -0.16, -0.55)",21.041540630284484,104.09746200204772,3.0
U0060,AR_Glasses,37.936844305479966,-121.72842213728576,2024-01-01 00:04:55,Environment,Gaze,0.0,4.9597272516730255,"(0.35, -0.65, -0.59)",52.632640743746194,66.70769900961425,2.0
U0061,AR_Glasses,37.017232847633124,-121.51649284098816,2024-01-01 00:05:00,UI_Panel,Voice,1.0,4.039410870002998,"(0.93, -0.03, -0.34)",141.62657569098596,26.91668686379842,3.0
U0062,HTC_Vive,,-121.55506267718796,2024-01-01 00:05:05,Avatar,Pointer,1.0,1.7866730553331631,"(-0.19, 0.56, -0.67)",166.04883971476664,45.292949939088835,5.0
U0063,Oculus_Quest,37.73147886966661,-122.25023309947255,2024-01-01 00:05:10,Avatar,Gesture,0.0,1.1108174909940027,"(-0.96, 0.07, -0.92)",42.04023346947525,47.465430170374084,5.0
U0064,AR_Glasses,37.4274896906822,-121.5257916560813,2024-01-01 00:05:15,Environment,Voice,0.0,2.733511016141306,,114.20626023628839,18.347467428415165,4.0
U0065,Oculus_Quest,37.07899064567881,-121.56334057858979,2024-01-01 00:05:20,Object_A,Gaze,0.0,1.403722987795622,"(-0.20, -0.19, 0.95)",66.07559080150538,38.46055771165665,3.0
U0066,AR_Glasses,37.76807111698534,-121.62063949839505,2024-01-01 00:05:25,UI_Panel,Pointer,1.0,4.026838551739753,"(-0.85, -0.44, -0.89)",105.3591536321435,131.25737938759534,
U0067,Oculus_Quest,37.58128472293793,-121.88616118380845,2024-01-01 00:05:30,Object_A,Voice,1.0,2.176099496691288,"(0.03, -0.40, 0.30)",55.13388721401996,26.7844491536527,2.0
U0068,HTC_Vive,37.808301405180295,-121.83807320679925,2024-01-01 00:05:35,UI_Panel,Pointer,1.0,2.818158433224784,"(0.12, 0.58, -0.61)",153.1463812407019,91.96846064702166,2.0
U0069,AR_Glasses,37.187848311834294,-121.66121788316838,2024-01-01 00:05:40,Environment,Gesture,1.0,1.1831564541514779,"(-0.33, -0.39, -0.59)",80.20532276728407,82.50767308275715,2.0
U0070,HTC_Vive,37.745937980009785,-122.03068550996683,2024-01-01 00:05:45,Object_B,Pointer,0.0,1.8638476809734643,"(0.24, -0.70, 0.47)",85.28981198201868,22.18525073332879,3.0
U0071,HTC_Vive,37.43075220988023,-121.5469042126981,2024-01-01 00:05:50,Environment,Voice,,3.8796056031271653,"(0.51, -0.29, -0.36)",128.96118576376296,81.4307271185774,3.0
U0072,HTC_Vive,37.141471494745446,-121.80709065861872,2024-01-01 00:05:55,UI_Panel,Voice,1.0,1.267559400480778,"(-0.65, -0.67, 0.53)",115.11632460748022,16.278495008505594,1.0
U0073,Oculus_Quest,37.383612938640155,-121.82262505129412,2024-01-01 00:06:00,Avatar,Gaze,1.0,4.599019086301807,"(0.06, -0.04, -0.29)",73.2855264546899,45.96690537401948,3.0
U0074,HTC_Vive,37.43294243680051,-121.6828533400045,2024-01-01 00:06:05,Object_A,Pointer,1.0,3.749310363294411,"(0.61, 0.59, -0.89)",52.25522794496433,93.79496102026367,3.0
U0075,HTC_Vive,37.46658915880357,-122.1684946978997,2024-01-01 00:06:10,UI_Panel,Voice,1.0,2.7091312435886987,"(0.74, 0.17, 0.38)",45.772136235768734,26.7550427205099,1.0
U0076,HTC_Vive,37.23968282320357,-121.70409104062524,2024-01-01 00:06:15,Object_A,Voice,1.0,7.741201581457996,"(-0.75, 0.14, 0.89)",80.73753767444227,58.529223918418396,3.0
U0077,AR_Glasses,37.45416007918395,-122.38890941775105,2024-01-01 00:06:20,Object_B,Voice,1.0,0.8823531451911736,"(-0.49, -0.66, 0.44)",65.21064087511581,49.28998323813556,3.0
U0078,AR_Glasses,37.47973090621877,-121.68920014896199,2024-01-01 00:06:25,UI_Panel,Voice,1.0,4.775350362658001,"(0.69, 0.35, 0.84)",75.37037659402748,65.95429873567066,3.0
U0079,HTC_Vive,37.19322542971975,-121.7007687190501,2024-01-01 00:06:30,UI_Panel,Gaze,0.0,4.43115956647335,"(0.55, -0.63, -0.64)",118.97663270983573,36.79523023974159,3.0
U0080,AR_Glasses,37.41659737217062,-122.22947812700205,2024-01-01 00:06:35,Object_A,Voice,1.0,0.9830787093873856,"(0.70, -0.46, -0.85)",239.84967266458094,17.149421415307778,4.0
U0081,AR_Glasses,37.41262558272467,-121.99226800469907,2024-01-01 00:06:40,UI_Panel,Pointer,1.0,0.279126061702318,"(-0.42, 0.45, 0.86)",88.54126375678939,245.2233697108281,4.0
U0082,AR_Glasses,37.525449783793555,-121.62028907870577,2024-01-01 00:06:45,UI_Panel,Pointer,0.0,2.5397637449166157,"(-0.33, -0.61, -0.94)",142.63402915183818,36.61108526912427,5.0
U0083,Oculus_Quest,37.742336393341034,-121.96945795073067,2024-01-01 00:06:50,UI_Panel,Voice,1.0,0.8844249727698219,"(-0.35, 0.03, -0.26)",60.72422153533828,19.50799100208668,4.0
U0084,Oculus_Quest,37.27279109817468,-121.59191339232729,2024-01-01 00:06:55,Object_A,Voice,1.0,0.10302633916406444,"(-0.80, -0.71, -0.75)",81.88990771437186,43.42182828499468,4.0
U0085,HTC_Vive,37.6002924092355,-122.35105264621606,2024-01-01 00:07:00,Environment,Pointer,1.0,0.9601071875929009,"(-0.20, -0.98, -0.10)",78.51170607427443,165.67938679026096,3.0
U0086,Oculus_Quest,37.38841833565038,-121.73460070098847,2024-01-01 00:07:05,UI_Panel,Gaze,0.0,3.418321996070552,"(-0.95, -0.59, 0.14)",69.65026380610236,20.0096910887821,5.0
U0087,Oculus_Quest,37.94733030645355,-121.52410398286904,2024-01-01 00:07:10,Object_B,Gesture,1.0,0.2527415753361095,"(0.91, -0.53, -0.07)",130.21752316585653,67.28085368711342,3.0
U0088,AR_Glasses,37.41721800610661,-121.78069436215995,2024-01-01 00:07:15,Environment,Voice,1.0,2.3734761958802393,"(0.59, -0.12, -0.16)",85.0064537430983,50.706521791297924,3.0
U0089,HTC_Vive,37.692364570128355,-121.61781491010704,2024-01-01 00:07:20,Avatar,Pointer,1.0,0.34421208656000407,"(0.66, 0.08, 0.74)",118.2277565360189,28.611626681710096,4.0
U0090,HTC_Vive,37.13026512882159,-121.58773414375764,2024-01-01 00:07:25,Object_A,Voice,1.0,5.348224713787973,"(-0.10, 0.99, 0.80)",79.41111174777103,44.313593950528094,1.0
U0091,Oculus_Quest,37.497330448942044,-122.04549546833528,2024-01-01 00:07:30,Avatar,Gesture,0.0,4.370753247340242,"(-0.43, -0.73, -0.38)",82.30351425150208,48.03030152571029,5.0
U0092,Oculus_Quest,37.748259627585064,-122.41891107414651,2024-01-01 00:07:35,Avatar,Gesture,1.0,0.8755274631459694,"(-0.71, -0.83, -0.41)",55.14450288213779,108.37359779778468,5.0
U0093,HTC_Vive,37.84872973327644,-122.31461635600274,2024-01-01 00:07:40,Object_A,Pointer,1.0,2.3543502137610863,"(0.90, 0.87, 0.02)",85.57994261692431,20.207561717945374,2.0
U0094,Oculus_Quest,37.95531302039427,-121.99143340242412,2024-01-01 00:07:45,Avatar,Gaze,1.0,1.259847004422089,"(-0.95, 0.45, -0.22)",52.75383899042751,55.12866882444697,3.0
U0095,AR_Glasses,37.111226966602324,-122.26047340411883,2024-01-01 00:07:50,,Gaze,0.0,1.5545207964828065,"(0.02, -0.65, 0.32)",110.53523860242971,103.39943217988854,3.0
U0096,Oculus_Quest,37.11498661005346,-121.81395599121225,2024-01-01 00:07:55,Object_B,Voice,1.0,0.3336582016418241,"(0.89, 0.23, 0.22)",88.83660202769477,42.2417868550335,1.0
U0097,HTC_Vive,37.61176980262569,-122.4223209970653,2024-01-01 00:08:00,Environment,Pointer,1.0,2.483555202998063,"(0.43, -0.48, -0.34)",76.71976762059927,63.35307290047686,3.0
U0098,HTC_Vive,37.579276975622285,-122.2566049929559,2024-01-01 00:08:05,Avatar,Gesture,1.0,2.659748828238237,"(0.86, -0.20, -0.24)",198.43130567703068,84.19316210392685,1.0
U0099,Oculus_Quest,37.27730655713557,-122.4156802078668,2024-01-01 00:08:10,Environment,Voice,1.0,2.2225560608372086,"(0.30, 0.15, -0.57)",54.32221937989827,75.34175666172631,4.0
U0100,HTC_Vive,37.96638874481784,-122.03700301101478,2024-01-01 00:08:15,Object_A,Voice,1.0,0.4832221653090271,"(0.06, 0.56, -0.56)",149.73122609852408,129.80321485331635,4.0
U0101,AR_Glasses,37.326599767802485,-121.70640900754843,2024-01-01 00:08:20,Environment,Gesture,0.0,16.233947831518446,"(-0.13, 0.47, -0.02)",108.72280862248923,57.449747792495046,3.0
U0102,HTC_Vive,37.76096697358516,-122.31624286044176,,UI_Panel,Gesture,1.0,1.5484198705622279,"(-0.03, -0.36, 0.13)",104.58668549498668,59.02974057379892,4.0
U0103,HTC_Vive,37.717487223287414,-122.2069537496204,2024-01-01 00:08:30,Object_A,Gaze,1.0,2.5399504473163708,"(0.16, -0.95, 0.46)",46.6185290238793,65.51509683931731,2.0
U0104,Oculus_Quest,37.054601840554355,-122.2430728756758,2024-01-01 00:08:35,UI_Panel,Voice,1.0,0.5925531967771548,"(0.33, -0.87, 0.99)",63.046113616383685,53.64536828724537,5.0
U0105,AR_Glasses,37.53474472901326,-121.59889453359244,2024-01-01 00:08:40,,Gaze,1.0,2.039919060528158,"(-0.36, -0.63, 0.70)",227.03175279016526,83.00246844168238,4.0
U0106,Oculus_Quest,37.39848558214155,-122.01399676556633,2024-01-01 00:08:45,Environment,Pointer,1.0,2.668871286342587,"(0.45, 0.09, 0.56)",95.4535703666716,44.44755366152578,1.0
U0107,AR_Glasses,37.88641495321182,-122.49945518260807,2024-01-01 00:08:50,Object_B,Voice,1.0,0.5445084619638497,"(0.97, 0.45, -0.47)",187.49265754555512,68.64021922380186,3.0
U0108,HTC_Vive,37.562121093874545,-121.55777987680314,2024-01-01 00:08:55,UI_Panel,Pointer,0.0,2.9135763167142135,"(-0.39, -0.48, -0.89)",76.79039460084041,20.609377449145917,1.0
U0109,AR_Glasses,37.31267557551545,-121.82986426299462,2024-01-01 00:09:00,Avatar,Gesture,1.0,0.607246909779297,"(-0.70, -0.90, 0.37)",184.9584461089998,70.62471467650809,1.0
U0110,Oculus_Quest,37.52297453971479,-122.22776177458702,2024-01-01 00:09:05,Environment,Pointer,1.0,1.0584125883602762,"(-0.05, 0.54, 0.19)",33.88337975400942,37.646587783558644,4.0
U0111,Oculus_Quest,37.78130905095267,-121.90409034493652,2024-01-01 00:09:10,Object_B,Pointer,1.0,1.0999377896525004,"(0.80, 0.81, -0.50)",87.92274477036047,40.355961498008305,3.0
U0112,HTC_Vive,37.554179690337264,-121.62111253979515,2024-01-01 00:09:15,Object_A,Voice,1.0,0.2585601331578022,"(0.29, -0.31, -0.41)",91.55294892428043,301.0979589953463,3.0
U0113,AR_Glasses,37.604355182953995,,2024-01-01 00:09:20,Object_B,Gaze,0.0,3.779073118751011,"(-0.71, -0.18, -0.81)",80.23120816946049,59.06680346370822,2.0
U0114,AR_Glasses,37.96395618822225,,2024-01-01 00:09:25,Object_A,Voice,0.0,5.2533511674924505,"(0.31, 0.34, -0.35)",88.66192106267981,60.201171204834935,3.0
U0115,Oculus_Quest,37.55325640666844,,2024-01-01 00:09:30,Environment,Gaze,1.0,25.545404037786138,"(0.23, -0.75, -0.54)",26.420872613746628,40.53925798639554,3.0
U0116,AR_Glasses,37.48169810597368,-122.4329946903127,2024-01-01 00:09:35,Avatar,Gesture,0.0,2.3762410564946257,"(-0.15, 0.93, 0.66)",93.17025460865275,135.6825338710012,4.0
U0117,AR_Glasses,37.46760022138477,-122.03632207767532,2024-01-01 00:09:40,UI_Panel,Gesture,1.0,4.678406373734994,"(-0.35, -0.66, 0.77)",114.00313863819349,54.90827731532034,3.0
U0118,AR_Glasses,37.729787920281495,-122.00347963610085,2024-01-01 00:09:45,Object_B,Gaze,0.0,7.202320606111814,,132.30090142181706,72.89366880512816,4.0
U0119,AR_Glasses,37.13959038139357,-122.44309820718317,2024-01-01 00:09:50,Environment,Voice,1.0,0.48015373801841205,"(-0.20, 0.28, -0.79)",66.21809418278862,135.81285700459821,4.0
U0120,AR_Glasses,37.74941709899744,-121.90651662414551,2024-01-01 00:09:55,Object_A,Gesture,1.0,1.9176352468841376,"(-0.15, 0.56, -0.03)",65.01187876544967,37.370874258853156,2.0
U0121,Oculus_Quest,37.41794980088693,-121.71379112941561,2024-01-01 00:10:00,Object_A,Pointer,1.0,0.6893013163364448,"(-0.51, -0.48, 0.23)",49.64643274015418,75.30814853003076,4.0
U0122,Oculus_Quest,37.59022502576425,-122.30476804496784,2024-01-01 00:10:05,Environment,Gesture,0.0,2.6602452685017366,"(0.57, -0.53, -0.34)",,127.53995152291932,5.0
U0123,Oculus_Quest,37.9418780103467,-121.61038023986545,2024-01-01 00:10:10,UI_Panel,Pointer,1.0,0.4305508602972686,"(-0.35, -0.06, 0.30)",80.47471166301615,59.54226387326289,4.0
U0124,AR_Glasses,37.82532387824908,,2024-01-01 00:10:15,Object_B,Gaze,0.0,0.10618883495991753,"(0.76, 0.51, -0.76)",77.24261545635657,69.91811581770835,1.0
U0125,Oculus_Quest,37.38542896385309,-121.52084609003286,2024-01-01 00:10:20,Object_B,Pointer,1.0,0.16214116695744815,"(0.81, 0.36, 0.29)",356.3634168419294,83.1980694998648,3.0
U0126,AR_Glasses,37.95493270926812,-122.20452944070918,2024-01-01 00:10:25,Object_B,Gesture,1.0,3.430036661301046,"(0.92, 0.18, -0.66)",115.5858810231533,40.80392291261731,4.0
U0127,HTC_Vive,37.693376040270806,-122.09632219560464,2024-01-01 00:10:30,Object_A,Voice,0.0,3.4997628516532253,"(-0.69, -0.87, -0.31)",145.57674036855317,18.208401922471516,1.0
U0128,HTC_Vive,37.892701524361755,-122.21658381462925,2024-01-01 00:10:35,UI_Panel,Gaze,1.0,,"(0.24, 0.72, 0.18)",118.2906631825516,14.665096622799302,3.0
U0129,Oculus_Quest,37.96056105457533,-122.4219552485882,2024-01-01 00:10:40,Object_A,Gesture,0.0,1.4784768328108349,"(0.88, 0.41, 0.93)",123.5051339668154,39.41740391110005,
U0130,Oculus_Quest,37.363045626833205,-121.84986903530168,2024-01-01 00:10:45,UI_Panel,Gesture,1.0,3.0300307710816807,"(0.14, -0.09, 0.70)",48.70417438696256,,4.0
U0131,Oculus_Quest,37.136577812693275,-122.22902391539871,2024-01-01 00:10:50,Environment,Pointer,1.0,1.4783563833403506,"(0.31, -0.70, -0.15)",35.642014739377416,31.95488060469039,3.0
U0132,AR_Glasses,37.36216967902561,-122.18871745980647,2024-01-01 00:10:55,UI_Panel,Gesture,1.0,1.4109520480894644,"(0.92, 0.44, 0.01)",174.0879891501026,,5.0
U0133,HTC_Vive,37.55755994426616,-122.17081092636586,2024-01-01 00:11:00,Environment,Gesture,1.0,0.4981419816981801,"(-0.85, 0.16, 0.10)",101.24713959993838,22.15802708265154,5.0
U0134,AR_Glasses,37.40787111139707,-121.59650077067165,2024-01-01 00:11:05,UI_Panel,Gesture,1.0,2.8368767993345765,"(0.52, 0.01, -0.07)",91.22637156823664,129.90686084094892,1.0
U0135,Oculus_Quest,37.677942902454234,-121.91825537133647,2024-01-01 00:11:10,Object_B,Gaze,1.0,2.4200248471005747,"(-0.43, -0.23, 0.98)",138.5052813131375,81.02303201828639,3.0
U0136,HTC_Vive,37.649936938005126,-121.65140255647047,2024-01-01 00:11:15,Object_B,Voice,1.0,1.801632040723191,"(0.57, 0.20, 0.72)",214.72036673734823,41.43572819188097,4.0
