Participant_ID,Card_ID,Card_Label,Assigned_Category,Category_Correct,Confidence_Rating,Task_Success,Path_Length,Time_on_Task_s,Design_Version
P0042,Card_42,Courses,Main_Nav,1.0,3.0,1.0,2.0,107.00048229091604,Proposed
P0043,Card_43,Contact,Resources,1.0,4.0,1.0,2.0,87.13933810269948,Proposed
P0044,Card_44,Home,Resources,1.0,4.0,1.0,2.0,232.0985832128031,Proposed
P0045,Card_45,About,Main_Nav,1.0,5.0,1.0,0.0,43.7783450559388,Proposed
P0046,Card_46,Courses,Main_Nav,1.0,4.0,1.0,3.0,23.055299564062185,Proposed
P0047,Card_47,Faculty,Administration,1.0,2.0,1.0,5.0,74.91789546648756,Proposed
P0048,Card_48,Contact,Academics,1.0,5.0,1.0,2.0,45.282128212909086,Proposed
P0049,Card_49,About,Resources,1.0,2.0,1.0,,118.40800457874005,Proposed
P0050,Card_50,Courses,Academics,1.0,5.0,1.0,3.0,257.58936767555434,Proposed
P0051,Card_51,Admissions,Main_Nav,1.0,1.0,0.0,1.0,20.306176568411416,Proposed
P0052,Card_52,Courses,Academics,1.0,3.0,1.0,3.0,22.839307694417837,Current
P0053,Card_53,Contact,Administration,1.0,3.0,1.0,4.0,51.76554211264176,Proposed
P0054,Card_54,Courses,Main_Nav,0.0,4.0,1.0,3.0,40.46969478725844,Current
P0055,Card_55,Campus,Administration,1.0,3.0,1.0,1.0,27.965009424888525,Proposed
P0056,Card_56,Home,Resources,0.0,3.0,1.0,1.0,96.91911292421757,Current
P0057,Card_57,Courses,Academics,0.0,5.0,1.0,8.0,32.185534231079636,Current
P0058,Card_58,Admissions,Academics,1.0,2.0,1.0,4.0,320.5038119726661,Current
P0059,Card_59,Courses,Resources,1.0,3.0,0.0,3.0,58.814008472252745,Current
P0060,Card_60,Faculty,Administration,1.0,5.0,1.0,3.0,107.59068919103574,Current
P0061,Card_61,Courses,Administration,0.0,5.0,1.0,3.0,118.66575190796152,Current
P0062,Card_62,About,Main_Nav,1.0,5.0,1.0,2.0,52.58352546421553,Proposed
P0063,Card_63,Contact,Resources,1.0,3.0,1.0,2.0,47.22676604102143,Current
P0064,Card_64,Contact,Resources,0.0,3.0,1.0,4.0,166.86159244069816,Current
P0065,Card_65,Faculty,Resources,1.0,4.0,1.0,2.0,39.833348444259094,Proposed
P0066,Card_66,Admissions,Resources,1.0,3.0,1.0,3.0,49.895746321458894,Proposed
P0067,Card_67,Campus,Resources,1.0,4.0,1.0,4.0,87.1184931739346,Proposed
P0068,Card_68,Home,Resources,1.0,5.0,1.0,0.0,148.05633239101581,Proposed
P0069,Card_69,Admissions,Administration,0.0,5.0,1.0,3.0,210.76765321829922,Current
P0070,Card_70,Admissions,Academics,1.0,5.0,1.0,2.0,119.36115322814582,Current
P0071,Card_71,About,Main_Nav,1.0,4.0,1.0,4.0,17.058334985856593,Proposed
P0072,Card_72,About,Academics,1.0,5.0,1.0,4.0,21.849464371727112,Current
P0073,Card_73,Faculty,Resources,1.0,5.0,1.0,1.0,28.505456394506055,Proposed
P0074,Card_74,Courses,Academics,1.0,5.0,1.0,3.0,16.79251626975322,Current
P0075,Card_75,Campus,Academics,0.0,4.0,1.0,3.0,27.83806930603053,Current
P0076,Card_76,Courses,Main_Nav,1.0,5.0,1.0,5.0,21.04929431195992,Current
P0077,Card_77,Contact,Main_Nav,0.0,5.0,1.0,2.0,30.268761437839434,Current
P0078,Card_78,Admissions,Resources,1.0,3.0,1.0,0.0,5.485826885993008,Current
P0079,Card_79,Home,Main_Nav,1.0,4.0,1.0,4.0,21.60603956760952,Proposed
P0080,Card_80,Research,Administration,1.0,5.0,0.0,2.0,20.859069650307177,Proposed
P0081,Card_81,Faculty,Resources,1.0,4.0,1.0,4.0,34.346957251045886,Proposed
P0082,Card_82,Courses,Academics,1.0,5.0,0.0,2.0,33.13114982505495,Proposed
P0083,Card_83,Admissions,Main_Nav,1.0,2.0,1.0,6.0,19.731810149284822,Proposed
P0084,Card_84,About,Main_Nav,1.0,5.0,1.0,3.0,42.35124190551994,Proposed
P0085,Card_85,Campus,Resources,1.0,3.0,0.0,4.0,232.75509931136477,Proposed
P0086,Card_86,Research,Resources,1.0,1.0,0.0,2.0,26.84280889661385,Current
P0087,Card_87,Campus,Academics,1.0,5.0,1.0,0.0,33.76834544251306,Current
P0088,Card_88,Faculty,,1.0,2.0,1.0,3.0,193.9139030086865,
P0089,Card_89,Home,Administration,1.0,3.0,1.0,4.0,20.21717055595639,Current
P0090,Card_90,Admissions,Administration,1.0,4.0,1.0,4.0,104.75498868438035,Proposed
P0091,Card_91,Faculty,Academics,1.0,4.0,1.0,2.0,38.929935581589056,Current
P0092,Card_92,,Administration,1.0,4.0,1.0,3.0,76.21696321345391,Proposed
P0093,Card_93,Faculty,Administration,1.0,2.0,0.0,2.0,180.8101812221181,Current
P0094,Card_94,Campus,Administration,1.0,2.0,1.0,3.0,87.5675373727301,Current
P0095,Card_95,Courses,Administration,1.0,3.0,1.0,2.0,197.62099997718755,Proposed
P0096,Card_96,Home,Academics,1.0,5.0,1.0,4.0,21.720350895569997,Proposed
P0097,Card_97,Courses,Administration,1.0,2.0,1.0,2.0,50.78308390260093,Proposed
P0098,Card_98,Faculty,Resources,1.0,3.0,1.0,0.0,66.05605562126908,Proposed
P0099,Card_99,Faculty,Main_Nav,,,1.0,4.0,101.10778678377353,Current
P0100,Card_100,Admissions,Resources,1.0,2.0,1.0,2.0,90.56781490388133,Proposed
P0101,Card_101,Contact,Main_Nav,1.0,5.0,1.0,5.0,53.25433740516775,Proposed
P0102,Card_102,Home,Main_Nav,1.0,5.0,,3.0,12.280616566380077,Proposed
P0103,Card_103,Campus,Administration,1.0,4.0,1.0,5.0,4.549338135287742,
P0104,Card_104,Campus,Academics,1.0,4.0,1.0,5.0,25.26949989294333,Proposed
P0105,Card_105,Admissions,Main_Nav,0.0,4.0,1.0,2.0,34.72774077980883,Current
P0106,Card_106,Contact,Academics,0.0,4.0,0.0,3.0,28.006646390138883,Current
P0107,Card_107,Faculty,Academics,1.0,1.0,1.0,2.0,41.89890666282082,Current
P0108,Card_108,Contact,Resources,1.0,1.0,1.0,4.0,58.22191219059345,Proposed
P0109,Card_109,Campus,Resources,1.0,5.0,1.0,3.0,179.47300175806393,Current
,Card_110,Faculty,Academics,1.0,5.0,1.0,2.0,19.090549611585736,Proposed
P0111,Card_111,Home,Administration,1.0,4.0,1.0,2.0,217.0086741238803,Proposed
P0112,Card_112,Contact,Administration,1.0,3.0,1.0,2.0,37.80515003764213,Current
P0113,Card_113,Contact,Resources,1.0,4.0,1.0,4.0,29.604915334124325,Current
P0114,Card_114,About,Main_Nav,1.0,1.0,1.0,2.0,107.1694815704736,Proposed
,Card_115,Faculty,Administration,1.0,4.0,1.0,5.0,,Current
P0116,Card_116,Campus,Administration,1.0,5.0,1.0,4.0,24.507276442918567,Current
P0117,Card_117,Faculty,Administration,1.0,4.0,1.0,4.0,187.42146539255882,Proposed
P0118,Card_118,Faculty,Main_Nav,1.0,5.0,1.0,2.0,9.588771538804078,Proposed
P0119,Card_119,Faculty,Administration,1.0,5.0,1.0,3.0,17.672748330522026,Current
P0120,Card_120,Contact,Administration,1.0,2.0,1.0,2.0,45.226981412142194,Current
P0121,Card_121,Courses,Academics,0.0,5.0,0.0,1.0,36.91614995318059,Current
P0122,Card_122,Research,Academics,1.0,3.0,0.0,,30.06189569971151,Current
P0123,Card_123,Contact,Administration,1.0,4.0,0.0,1.0,2.4460095172006886,Proposed
P0124,Card_124,About,Main_Nav,1.0,4.0,1.0,0.0,12.775362998012582,Proposed
P0125,Card_125,Research,Main_Nav,1.0,4.0,1.0,4.0,68.72974112874728,Current
P0001,Card_126,Research,Main_Nav,1.0,2.0,1.0,3.0,383.9183755112335,Proposed
P0002,Card_127,,Main_Nav,0.0,4.0,1.0,5.0,70.80695448604897,Current
P0003,Card_128,Campus,Resources,1.0,3.0,1.0,2.0,11.080856606618237,Current
P0004,Card_129,Courses,Administration,1.0,2.0,1.0,1.0,13.233388712860535,Proposed
P0005,Card_130,About,Administration,0.0,4.0,1.0,1.0,23.74556010601124,Current
P0006,Card_131,Home,Main_Nav,1.0,5.0,1.0,3.0,,Current
P0007,Card_132,Research,Academics,1.0,3.0,1.0,3.0,63.39709721390335,Current
P0008,Card_133,Courses,Academics,1.0,4.0,1.0,1.0,14.740522342260546,Proposed
P0009,Card_134,About,Main_Nav,0.0,5.0,1.0,3.0,80.89009540688282,Current
P0010,Card_135,Contact,Academics,1.0,5.0,1.0,3.0,30.352872590754945,Proposed
P0011,Card_136,Research,Main_Nav,1.0,,1.0,5.0,6.4486341754976975,Current
P0012,Card_137,Courses,Academics,1.0,5.0,1.0,5.0,23.130998872135418,Current
P0013,,Admissions,Resources,1.0,4.0,1.0,3.0,10.14150975197481,
P0014,Card_139,Home,Main_Nav,1.0,4.0,1.0,1.0,66.9080473840499,Proposed
P0015,Card_140,Campus,Academics,1.0,4.0,1.0,4.0,97.71480940196145,Current
P0016,Card_141,Faculty,Administration,1.0,5.0,1.0,3.0,43.685003937568816,Proposed
P0017,Card_142,Contact,Resources,1.0,1.0,1.0,6.0,68.17096661706715,Proposed
P0018,Card_143,Research,Main_Nav,1.0,2.0,1.0,7.0,22.62560890888801,Proposed
P0019,Card_144,Faculty,Administration,1.0,3.0,1.0,3.0,90.80510021141885,Current
P0020,Card_145,Research,Administration,1.0,3.0,1.0,2.0,38.68712118341005,Current
P0021,Card_146,Campus,Administration,1.0,5.0,1.0,1.0,25.589487635537235,Current
P0022,Card_147,Faculty,Administration,1.0,2.0,1.0,1.0,143.662065703995,Current
P0023,Card_148,Admissions,Administration,1.0,4.0,1.0,12.0,49.01581939352199,Current
P0024,Card_149,Admissions,Resources,0.0,4.0,0.0,8.0,16.150897681718615,Current
P0025,Card_150,Research,Academics,1.0,2.0,1.0,2.0,79.72685609566688,Current
P0026,Card_151,Home,Main_Nav,1.0,3.0,1.0,2.0,30.69081044629827,Current
P0027,Card_152,Faculty,Resources,1.0,5.0,0.0,1.0,167.02338129290658,Current
P0028,Card_153,Contact,Resources,1.0,4.0,1.0,6.0,43.819443545186935,Current
P0029,Card_154,About,Resources,1.0,5.0,1.0,2.0,126.92925719863969,Current
P0030,Card_155,Courses,Administration,1.0,5.0,0.0,1.0,97.62783130704875,Proposed
P0031,Card_156,About,Resources,1.0,5.0,1.0,3.0,,Proposed
P0032,Card_157,Admissions,Administration,1.0,4.0,1.0,2.0,20.597053044837523,Proposed
P0033,Card_158,Campus,Administration,0.0,4.0,1.0,,19.41999076929912,Current
P0034,Card_159,Courses,Academics,1.0,5.0,1.0,1.0,12.596773322232082,Current
P0035,Card_160,Courses,Administration,1.0,2.0,1.0,2.0,126.40214450054683,Proposed
P0036,Card_161,Faculty,Main_Nav,1.0,2.0,1.0,0.0,37.64520433122152,Current
P0037,Card_162,Research,Academics,1.0,5.0,1.0,1.0,366.7001773607801,Current
P0038,Card_163,Courses,Resources,1.0,5.0,1.0,3.0,32.262137878030074,Proposed
P0039,Card_164,Home,Administration,1.0,5.0,1.0,0.0,29.698237163467265,Proposed
P0040,Card_165,Home,Administration,1.0,3.0,1.0,3.0,110.08742952359479,Current
P0041,Card_166,Home,Resources,1.0,2.0,1.0,5.0,45.23386992342867,Current
P0042,Card_167,Faculty,Academics,1.0,4.0,1.0,5.0,84.98137748500882,Current
P0043,Card_168,Faculty,Main_Nav,1.0,4.0,1.0,4.0,20.762937362979997,Proposed
P0044,Card_169,Research,Administration,1.0,5.0,1.0,1.0,306.509138640453,Proposed
P0045,Card_170,Courses,Resources,1.0,4.0,1.0,4.0,106.48719388305521,Current
P0046,Card_171,Faculty,Resources,1.0,5.0,0.0,3.0,52.401999895015166,Proposed
P0047,Card_172,Home,Main_Nav,,1.0,0.0,3.0,47.989051590037896,Proposed
P0048,Card_173,Campus,Academics,1.0,1.0,1.0,1.0,126.36264051141934,Proposed
P0049,Card_174,About,Academics,1.0,2.0,1.0,4.0,19.72715326774252,Current
P0050,Card_175,Contact,Resources,1.0,4.0,1.0,2.0,108.11727912290245,
P0051,Card_176,Contact,Main_Nav,1.0,4.0,1.0,3.0,44.864085916737004,
P0052,Card_177,Admissions,Administration,0.0,3.0,1.0,4.0,114.51653943110135,Current
P0053,Card_178,Courses,Academics,1.0,4.0,0.0,2.0,44.70002561886453,Proposed
P0054,Card_179,Courses,Administration,1.0,4.0,1.0,5.0,24.960433150356693,Proposed
P0055,Card_180,Admissions,Main_Nav,1.0,4.0,1.0,8.0,24.975752521534407,Proposed
P0056,Card_181,Campus,Resources,1.0,3.0,1.0,6.0,66.75812466533876,Current
P0057,Card_182,Contact,Administration,1.0,,1.0,3.0,36.19918794901618,Current
P0058,Card_183,About,Main_Nav,0.0,3.0,1.0,3.0,22.289849378373436,Current
P0059,Card_184,Admissions,Administration,1.0,5.0,1.0,2.0,81.2029952465966,Current
P0060,Card_185,Admissions,Resources,1.0,2.0,1.0,2.0,249.59362506605024,Current
P0061,Card_186,About,Administration,1.0,4.0,1.0,6.0,51.369978762447474,Proposed
P0062,Card_187,About,Resources,1.0,5.0,1.0,4.0,15.69304804634832,Proposed
P0063,Card_188,Research,Main_Nav,1.0,5.0,1.0,4.0,37.36027505686526,Current
P0064,Card_189,Admissions,Main_Nav,0.0,2.0,0.0,3.0,47.48603054915866,Current
P0065,Card_190,Contact,Academics,1.0,3.0,1.0,4.0,150.7569388424557,Current
P0066,,Contact,Resources,1.0,3.0,1.0,4.0,18.27947412907502,Proposed
P0067,Card_192,Contact,Academics,1.0,3.0,0.0,4.0,119.87725448461396,Current
P0068,Card_193,Admissions,Academics,1.0,5.0,1.0,4.0,72.41092553196398,Proposed
P0069,Card_194,Home,Administration,1.0,5.0,0.0,5.0,64.92562645330986,Proposed
P0070,Card_195,Courses,Administration,1.0,4.0,0.0,4.0,12.206389752604409,Current
P0071,Card_196,Home,Academics,1.0,2.0,1.0,1.0,37.81116683729498,Proposed
P0072,Card_197,About,Main_Nav,1.0,1.0,0.0,5.0,38.656385135502134,Current
P0073,Card_198,Courses,Resources,1.0,3.0,1.0,3.0,23.401553287454746,Proposed
P0074,Card_199,Campus,Resources,1.0,2.0,1.0,5.0,79.78797577341732,Current
P0075,Card_200,Home,Academics,1.0,2.0,1.0,5.0,82.972910858193,Proposed
P0076,Card_201,Courses,Resources,1.0,4.0,1.0,,107.3053113832366,Proposed
P0077,Card_202,About,Administration,1.0,3.0,0.0,4.0,50.2234808062731,Proposed
P0078,Card_203,Research,Administration,0.0,4.0,1.0,2.0,49.04684667358134,Current
P0079,Card_204,About,Resources,1.0,2.0,1.0,3.0,172.22742993649985,Proposed
P0080,Card_205,About,Academics,1.0,4.0,1.0,0.0,56.092081461536736,Proposed
P0081,Card_206,Courses,Academics,1.0,4.0,,4.0,,Proposed
P0082,Card_207,Courses,Administration,1.0,2.0,1.0,3.0,89.717277027723,Proposed
P0083,Card_208,Faculty,Administration,1.0,3.0,1.0,3.0,99.52282577172305,Current
P0084,Card_209,Home,Administration,1.0,3.0,1.0,6.0,100.15649347935482,Proposed
P0085,Card_210,Contact,Main_Nav,1.0,3.0,1.0,2.0,306.13487812424154,Proposed
P0086,Card_211,Courses,Academics,1.0,2.0,0.0,4.0,32.48596080698935,Proposed
P0087,Card_212,Admissions,Academics,1.0,5.0,1.0,1.0,17.188233147634406,Proposed
P0088,Card_213,Admissions,Administration,1.0,2.0,1.0,1.0,38.15862925792838,Proposed
P0089,Card_214,Faculty,Administration,1.0,3.0,1.0,10.0,17.12900255532374,Current
P0090,Card_215,Campus,Administration,1.0,4.0,1.0,2.0,79.16131843563569,Proposed
P0091,Card_216,Research,Administration,0.0,2.0,1.0,8.0,25.499576655888472,
P0092,Card_217,Faculty,Resources,1.0,5.0,1.0,2.0,41.15346899998666,Proposed
P0093,,Campus,Main_Nav,1.0,5.0,1.0,3.0,33.13031130740658,Proposed
P0094,Card_219,About,Administration,1.0,4.0,1.0,,328.88478656161055,Proposed
P0095,Card_220,Courses,Academics,1.0,4.0,0.0,4.0,89.41006864993977,Proposed
P0096,Card_221,Home,Main_Nav,1.0,5.0,1.0,3.0,20.30469934061296,Proposed
P0097,Card_222,Faculty,Resources,1.0,5.0,1.0,5.0,191.16146720846757,Proposed
P0098,Card_223,Admissions,Resources,1.0,5.0,1.0,8.0,41.47822318295537,Current
P0099,Card_224,Courses,Academics,1.0,2.0,1.0,3.0,85.17830864979771,Proposed
,Card_225,Courses,Administration,1.0,4.0,1.0,2.0,11.648992298062614,Proposed
P0101,Card_226,Research,Main_Nav,1.0,2.0,1.0,4.0,20.591014898124005,Current
P0102,Card_227,Faculty,Resources,1.0,5.0,1.0,2.0,,Proposed
P0103,Card_228,Research,Academics,1.0,3.0,1.0,3.0,43.7843851247023,Current
P0104,Card_229,About,Academics,1.0,4.0,1.0,0.0,568.9257971071577,Proposed
P0105,Card_230,About,Resources,1.0,2.0,1.0,6.0,68.02305062388317,Proposed
P0106,Card_231,Faculty,Academics,1.0,5.0,1.0,4.0,131.68995523077817,Proposed
P0107,Card_232,Faculty,Academics,1.0,3.0,1.0,2.0,90.43886869246236,Proposed
P0108,Card_233,Home,Administration,0.0,4.0,1.0,2.0,47.30798267274361,Current
P0109,Card_234,Campus,Resources,1.0,4.0,1.0,1.0,40.16723779732495,Current
P0110,Card_235,About,Main_Nav,1.0,3.0,1.0,4.0,163.38594680915855,Proposed
P0111,Card_236,Campus,Resources,1.0,3.0,1.0,4.0,10.546486222332275,Current
P0112,Card_237,Home,Administration,1.0,5.0,1.0,4.0,44.79062674043491,Proposed
P0113,Card_238,,Main_Nav,1.0,2.0,1.0,3.0,112.66367074248477,Proposed
P0114,Card_239,Campus,Administration,1.0,5.0,1.0,1.0,89.43766477625876,Proposed
,Card_240,Campus,Resources,1.0,5.0,1.0,2.0,271.84025417532996,Current
P0116,Card_241,Home,Resources,1.0,3.0,1.0,1.0,38.36203027299161,Current
P0117,Card_242,Contact,Resources,1.0,3.0,0.0,2.0,71.9865282230271,Proposed
P0118,Card_243,Faculty,Administration,0.0,3.0,1.0,1.0,31.131559709592597,Current
P0119,Card_244,Courses,Resources,1.0,5.0,1.0,0.0,39.4440300065703,Proposed
P0120,Card_245,Faculty,Main_Nav,1.0,5.0,1.0,5.0,185.87180890573023,Proposed
P0121,Card_246,Admissions,Main_Nav,1.0,5.0,1.0,6.0,430.4886668209914,Proposed
P0122,Card_247,Campus,Administration,1.0,4.0,1.0,4.0,34.2514422448798,Current
P0123,Card_248,Research,Resources,1.0,4.0,0.0,4.0,20.83502807805617,Current
P0124,Card_249,Courses,Main_Nav,1.0,4.0,1.0,4.0,49.234812579897515,Proposed
P0125,Card_250,About,Main_Nav,1.0,5.0,1.0,5.0,26.04038165566071,Proposed
P0001,Card_251,About,Academics,1.0,3.0,1.0,3.0,29.59445206757584,Proposed
P0002,Card_252,Home,Resources,1.0,5.0,1.0,2.0,29.30466761795234,Proposed
P0003,Card_253,About,Main_Nav,1.0,4.0,1.0,2.0,47.83647422114355,Proposed
P0004,Card_254,Courses,Administration,1.0,2.0,1.0,4.0,103.1934042524628,Proposed
P0005,Card_255,Home,Main_Nav,1.0,1.0,0.0,2.0,24.480672753940144,Current
P0006,Card_256,Campus,Administration,1.0,2.0,1.0,4.0,187.78159214662332,Proposed
P0007,Card_257,Campus,Academics,1.0,4.0,1.0,,29.520317927598093,Current
P0008,Card_258,Home,Resources,1.0,5.0,0.0,5.0,123.72469745645184,Proposed
P0009,Card_259,Courses,Resources,0.0,3.0,1.0,3.0,50.458559154260044,Current
P0010,Card_260,Contact,Academics,1.0,2.0,1.0,5.0,60.325439176789715,Proposed
P0011,Card_261,Home,Main_Nav,0.0,4.0,1.0,1.0,29.491821678422834,Current
P0012,Card_262,Contact,Main_Nav,1.0,1.0,1.0,2.0,386.09432754242545,Current
P0013,Card_263,Contact,Academics,1.0,4.0,1.0,3.0,161.07267524012525,Current
P0014,,About,Resources,1.0,4.0,1.0,1.0,67.3332825195813,Current
P0015,Card_265,Faculty,Main_Nav,1.0,4.0,1.0,0.0,95.29803741340703,Proposed
P0016,Card_266,Admissions,Administration,1.0,2.0,1.0,6.0,33.34528405222496,Current
P0017,Card_267,Faculty,Administration,1.0,3.0,0.0,3.0,32.46656267551642,Proposed
P0018,Card_268,Faculty,Administration,1.0,5.0,1.0,3.0,79.21148351241986,Proposed
P0019,Card_269,Admissions,Academics,1.0,2.0,1.0,2.0,40.33428436404086,Current
P0020,Card_270,Faculty,Main_Nav,1.0,4.0,1.0,4.0,85.3419316156565,Proposed
P0021,Card_271,Campus,Resources,1.0,4.0,1.0,5.0,130.3965860006435,Proposed
P0022,Card_272,,Resources,0.0,4.0,1.0,2.0,64.89297426564289,Current
P0023,Card_273,Home,Administration,1.0,3.0,1.0,3.0,85.5617556923906,Current
P0024,Card_274,Admissions,Main_Nav,1.0,5.0,1.0,3.0,81.01619374992543,Current
P0025,Card_275,Admissions,Administration,1.0,4.0,1.0,0.0,109.97033613923587,Current
P0026,Card_276,Courses,Administration,1.0,4.0,1.0,3.0,89.53794320946211,Current
P0027,Card_277,About,Resources,1.0,5.0,1.0,4.0,345.8448271297671,Proposed
P0028,Card_278,Research,Main_Nav,0.0,1.0,1.0,5.0,172.6960819819443,Current
P0029,Card_279,Research,Main_Nav,1.0,3.0,0.0,0.0,97.2118404062031,Current
P0030,Card_280,Admissions,Academics,1.0,5.0,1.0,4.0,11.950924282165003,Proposed
P0031,Card_281,Campus,Resources,1.0,5.0,1.0,2.0,79.2174966580985,Proposed
P0032,Card_282,Contact,Main_Nav,1.0,1.0,0.0,6.0,184.77403974159412,Proposed
P0033,Card_283,Faculty,Main_Nav,1.0,3.0,1.0,4.0,91.05102817639339,Proposed
P0034,Card_284,Admissions,Main_Nav,1.0,3.0,1.0,3.0,10.247623040820528,Proposed
P0035,Card_285,Home,Academics,0.0,1.0,1.0,4.0,59.66600415682361,Current
P0036,Card_286,Research,Main_Nav,1.0,5.0,0.0,3.0,54.4017277692033,Current
,Card_287,Admissions,Main_Nav,1.0,5.0,0.0,2.0,57.56060439452924,Proposed
P0038,Card_288,Campus,Administration,1.0,3.0,1.0,2.0,42.943298115329995,Proposed
P0039,Card_289,Home,Main_Nav,1.0,3.0,1.0,6.0,11.010748081852523,Proposed
P0040,Card_290,Faculty,Resources,1.0,4.0,1.0,2.0,108.52619616055404,Current
P0041,Card_291,Research,Main_Nav,1.0,4.0,1.0,2.0,32.58445210934335,Proposed
P0042,Card_292,Contact,Main_Nav,1.0,3.0,1.0,3.0,27.8554623129907,Proposed
P0043,Card_293,Research,Academics,1.0,4.0,1.0,2.0,190.51549383282125,Proposed
P0044,Card_294,Contact,Resources,1.0,3.0,1.0,2.0,23.88283342892108,Proposed
P0045,Card_295,Faculty,Resources,0.0,4.0,1.0,2.0,62.472000946480954,Current
P0046,Card_296,Campus,Main_Nav,1.0,,1.0,2.0,98.64736796298385,Current
P0047,Card_297,Faculty,Main_Nav,1.0,2.0,0.0,3.0,120.70140741212948,Proposed
P0048,Card_298,Home,Administration,1.0,4.0,1.0,3.0,36.212273276736724,Current
P0049,Card_299,Campus,Main_Nav,1.0,2.0,1.0,3.0,34.00644777847472,Proposed
P0050,Card_300,Home,Academics,0.0,3.0,1.0,5.0,480.2825747042599,Current
P0051,Card_301,Faculty,Resources,1.0,4.0,1.0,4.0,86.68638603403151,Proposed
P0052,Card_302,About,Administration,1.0,5.0,1.0,4.0,133.16681524261642,Proposed
P0053,Card_303,,Academics,1.0,4.0,1.0,4.0,53.4287122580817,Proposed
P0054,Card_304,Contact,Administration,0.0,4.0,1.0,5.0,114.10889076830428,Current
P0055,Card_305,Campus,Resources,1.0,5.0,1.0,3.0,117.6786778427249,Current
P0056,Card_306,Research,Academics,1.0,5.0,1.0,5.0,9.437322578276376,Proposed
